fighter,rating,rd,volatility,last_fight,peak_rating
Marlon Moraes,1535.9746076701904,177.15339794361307,73017854.32216874,2022-03-12,1609.8510859251467
Jonathan Pearce,1535.945685923725,227.54671689165292,259150981.1911418,2024-10-19,1600.9967640205518
Augusto Sakai,1535.8324265395959,213.76849513738406,208904901.51190528,2023-02-25,1588.0064173827648
Matt Serra,1535.8048988877883,287.22383307716586,0.01,2010-09-25,1559.9152887798402
Ali Bagautinov,1535.690225185767,249.97005708501368,261297489.33085698,2016-11-19,1566.4038580862373
Tyson Pedro,1535.613596949107,242.21961457202548,291428312.3915239,2024-03-02,1559.103592010097
Rogerio Nogueira,1535.2018762170371,315.0,446706963.4455963,2020-07-25,1575.6466915580368
Magomed Mustafaev,1535.17346578314,315.0,737341468.1875558,2020-02-22,1557.3131641461428
Nursulton Ruziboev,1534.8618703463003,282.2545932633515,309669634.40178835,2024-05-18,1551.2045922100876
Rafael Natal,1534.6983859166303,119.51927129547323,0.01,2017-07-22,1599.548731318302
Curtis Millender,1534.4925315766957,222.86141432659184,246311869.6428977,2019-04-13,1572.3097063449898
Jafel Filho,1534.484244808922,280.4774408681739,445722466.97573054,2024-03-16,1534.484244808922
Paul Sass,1534.1481927769582,259.2103253140073,396437217.30005753,2013-02-16,1573.9516871958338
Nina Nunes,1534.0252448217366,315.0,695351009.4818361,2022-08-13,1546.7729152445809
Jacob Malkoun,1533.9923486234095,246.26833833057532,492905161.3837039,2024-04-06,1533.9923486234095
Wilson Reis,1533.9712232598617,147.32458809377158,59726744.385960884,2019-04-13,1584.790268880312
Christian Leroy Duncan,1533.8109757924815,226.19174045808978,190510354.0836309,2024-08-03,1551.0522612304874
Chris Daukaus,1533.6809652701884,198.39150072969127,0.01,2023-08-12,1601.5295641382825
Kevin Randleman,1533.443399743604,218.0033556799548,244601052.41308674,2002-01-11,1549.6680948655833
Cathal Pendred,1533.4318984530123,199.1856474383211,0.01,2015-10-24,1580.0384268456892
Scott Holtzman,1533.3156331304003,217.2762206481823,226986231.63534445,2022-12-03,1594.4203694279884
Shamil Gaziev,1533.1665465336898,266.3426350198174,421228594.7430446,2024-08-10,1533.1665465336898
Karolina Kowalkiewicz,1533.159923814128,146.53676325387724,75770170.21248028,2024-05-11,1564.412630651182
Che Mills,1532.762762739424,274.33642042834083,428259685.2446421,2012-09-29,1532.762762739424
Ismael Bonfim,1532.7190082916086,298.36992082646447,783997219.9647158,2024-05-11,1532.7190082916086
Aspen Ladd,1532.671206782678,295.3125,357354452.8820691,2022-04-09,1572.1338640426227
Terrance McKinney,1532.6701056542338,176.11494937644994,159314723.1703324,2024-05-18,1555.779076782666
Soa Palelei,1532.5151703950796,218.82350751195696,309379982.0406148,2015-08-01,1555.695987027581
Karl Williams,1532.4735241502274,268.4964787616688,0.01,2024-08-17,1554.2137247334304
Caio Magalhaes,1532.3790720794814,278.55942117928595,416326594.00722134,2016-09-10,1572.9615922431942
Steve Erceg,1532.307769845621,221.8491910741979,228352131.2708214,2024-08-24,1565.7736892602913
Melissa Gatto,1532.2075391048559,304.11165518763283,535718913.2173225,2024-06-01,1548.8367241361984
Denise Gomes,1532.1525935745776,240.60273545836492,327311000.522432,2024-06-15,1533.8967942214538
Matt Wiman,1532.0631311200518,309.9100182852926,0.01,2020-12-05,1612.2898263471563
Matt Frevola,1532.0368067327738,254.50435749582505,0.01,2024-10-05,1570.5904058335027
Roy Nelson,1531.816902006265,86.0413920593087,11146423.690089969,2017-04-15,1603.2172408659658
Tim Credeur,1531.6052787015449,315.0,813525710.0592556,2011-06-04,1573.563362922196
Jordan Leavitt,1531.3901997153293,221.1307883456657,280908481.0636595,2023-11-18,1553.0210886186344
Scott Ferrozzo,1531.2729506714438,225.6762602417127,245017033.91027758,1997-02-07,1531.2729506714438
Morgan Charriere,1531.1926390148096,283.6992659076906,465470881.17331505,2024-10-05,1531.1926390148096
Sergey Khandozhko,1531.1141713425154,315.0,643512409.8964843,2022-04-23,1531.1141713425154
Josh Samman,1531.0672032473879,267.48570892366774,468429156.83333826,2016-07-13,1576.3198544719185
Kajan Johnson,1531.0584304604945,247.42338363684019,200231564.3276157,2018-09-15,1565.6835364813965
Joanne Wood,1530.8844244371073,177.01401776180774,128925607.48873694,2024-03-09,1548.166519330104
Terry Etim,1530.8068325889772,233.82464739070105,416593237.8125406,2013-02-16,1579.0847330293618
Jimi Manuwa,1530.7336088343322,216.81786568654024,0.01,2019-06-01,1612.3415653340132
Ariane da Silva,1530.7161020304536,162.3419379073194,0.01,2024-05-04,1549.343247203326
Joaquim Silva,1530.5380094184104,268.9241794356215,248221828.60507613,2024-05-11,1566.3005533650294
