fighter,rating,rd,volatility,last_fight,peak_rating
Joselyne Edwards,1494.2727000580644,217.88861031698542,0.01,2024-06-08,1536.1750637073826
Gabriel Benitez,1494.2530851018428,241.31694981434143,370167076.54833764,2024-05-04,1570.3885512411862
Yoshiyuki Yoshida,1494.2154100827609,245.28785493417467,392128572.75972575,2010-05-08,1535.0517658913225
Joe Soto,1494.1170637922155,211.01407806909663,0.01,2018-02-03,1531.345469463372
Kimo Leopoldo,1494.0392904591047,315.0,0.01,2004-06-19,1509.5774012456673
Dan Miller,1494.0284133846878,232.32938239792142,314123125.57206947,2015-07-12,1567.2856592337982
Jon Tuck,1494.0039869449681,280.6425755798276,389549461.0641188,2018-08-25,1528.942093639086
Louis Smolka,1493.9340979028052,140.86372216452114,59861109.606738456,2022-05-14,1595.7963296918133
Marcus Brimage,1493.9108960648748,227.6327558769008,0.01,2015-07-18,1558.990598842031
Leandro Silva,1493.8719335638543,220.149850753531,157042828.39137226,2016-09-03,1530.2453598023244
Muin Gafurov,1493.776580957604,284.1743871570589,826741023.4771565,2024-06-29,1500.0
Maximo Blanco,1493.7653879359848,212.00591410766495,161015472.44629246,2016-09-17,1533.086504750732
Vitor Miranda,1493.7342592618988,289.080300213887,533887914.8666175,2018-07-22,1558.3571806470786
Daniel Pineda,1493.5480079978531,315.0,0.01,2024-08-03,1550.0
Yves Jabouin,1493.5258915271997,184.14769202437074,0.01,2015-08-23,1543.5201275107684
Pete Spratt,1493.503154213551,264.28063343510075,425450025.0304005,2007-06-12,1534.7042975746012
Yves Edwards,1493.4631592507635,189.15005293445225,0.01,2014-11-22,1596.9718724180252
Leandro Issa,1493.4249672139838,287.50705287159536,453877521.74872226,2016-09-03,1531.2202065249778
Shannon Gugerty,1493.339433895962,238.226326982278,262208933.409332,2010-03-21,1530.7133763211546
Devin Clark,1493.2689661943746,116.77662580535343,35818374.29733314,2024-02-10,1542.391712193705
Batgerel Danaa,1493.2380549265301,253.8142428140619,382141911.4089185,2023-04-22,1550.0499317659287
Felipe Arantes,1493.1366109679882,249.2460467728422,312084963.0361244,2018-06-23,1551.4952292687642
Jason Day,1492.7232840698496,281.2529903349032,379571039.84238344,2009-03-07,1527.255069272023
Seth Baczynski,1492.5659886968758,162.71487687158378,110528705.19207785,2015-04-11,1576.503239900549
Ivan Salaverry,1492.555547245592,315.0,648712115.7145576,2008-05-24,1559.3781257240257
Chris Camozzi,1492.4621463353628,81.96615289895881,7781059.255460681,2017-05-28,1584.2728038794903
Akihiro Gono,1492.4262870458895,287.8083566477006,191149077.93356144,2009-01-31,1526.4838338648278
Pannie Kianzad,1492.1457254915358,209.89991772831377,168652049.72258025,2024-08-17,1547.1620159974964
Daniel Roberts,1491.95909165832,188.59894463176144,133455952.15390146,2012-01-20,1551.965170668372
KJ Noons,1491.8494269364542,291.4744275035753,635623921.3342831,2016-02-06,1537.4998206479459
Daniel Omielanczuk,1491.6895983223726,197.65427258109156,177513076.2016717,2017-07-08,1550.3831175505363
Ian McCall,1491.680031904066,283.13166367222095,317199003.7845647,2015-01-31,1508.15687604547
Kalib Starnes,1491.6677144521327,241.44798358859387,197824947.98262176,2008-04-19,1528.563398003756
Anthony Perosh,1491.6405949938185,233.5283776720506,0.01,2015-11-14,1534.228362547668
Livinha Souza,1491.5646730620954,267.97918751259556,0.01,2021-10-23,1541.832990767718
Jamall Emmers,1491.5501491383068,248.07273539006874,279763919.23759633,2024-04-06,1509.9174168202965
Neil Seery,1491.303486115638,246.19338367381098,307898917.90222245,2017-07-16,1527.8726635417743
Katsunori Kikuno,1491.181342175392,237.04307846831722,221561253.1792796,2015-09-26,1527.4939419372083
Jason MacDonald,1491.1241685283906,142.06264103334226,0.01,2012-05-15,1566.4508110021518
Hyun Gyu Lim,1491.1144939361386,315.0,643232121.2805941,2017-09-22,1550.841985198769
James Head,1491.0105900169106,260.4534533519588,497616966.3762698,2013-08-28,1531.132947540853
Anthony Macias,1490.88029423586,270.326578431071,506853857.87568516,1995-07-14,1500.0
Joe Riggs,1490.7302693381807,250.29275084379975,0.01,2016-02-21,1545.4270980619592
Roosevelt Roberts,1490.6758028322365,315.0,347505111.96135396,2024-10-05,1566.2396982053726
John Cholish,1490.6757913528209,310.4818984981001,354558675.48123467,2013-05-18,1525.0
Westin Wilson,1490.4254106493174,277.91415234494934,563601778.7219338,2024-06-22,1500.0
Dusko Todorovic,1490.3826486955331,201.2996522011366,193245036.27473357,2023-03-18,1521.6627646370798
Preston Parsons,1490.3549208177426,299.28651290402314,506867871.6423425,2024-08-03,1509.8315588331209
Ron van Clief,1490.348528017593,315.0,140123949.2079703,1994-12-16,1500.0
Gabe Green,1490.3438333582967,289.75973183541765,400224786.93849456,2023-05-13,1527.5893233179195
Manvel Gamburyan,1490.277594874644,260.98242280692693,0.01,2016-11-19,1529.7363395733062
Maxim Grishin,1490.1343562907257,315.0,579216879.4522935,2023-06-03,1509.7570206182386
Ramiz Brahimaj,1490.125150551904,315.0,553320857.6643189,2024-06-01,1509.3041475277473
Francisco Prado,1489.9751192695555,281.17917281543384,414365155.25975764,2024-02-24,1508.9694117165996
Jonathan Brookins,1489.90064087561,252.57277536256254,243912169.47218215,2012-12-15,1525.7357869716166
Renzo Gracie,1489.6585496249174,315.0,160874853.63205284,2010-04-10,1500.0
Eugene Jackson,1489.5856180308053,227.5437328955435,276251308.71425825,2002-07-13,1547.4792148254762
Nick Hein,1489.5724878761243,289.98733168290954,0.01,2019-06-01,1557.2380141207725
Josh Culibao,1489.562057044849,257.45073600937747,321652187.27499986,2024-08-24,1547.583931860583
Cyril Asker,1489.5131390430683,245.69121865465712,295719733.38586706,2018-02-10,1508.646338382701
Aoriqileng,1489.4935277260643,246.60972634246562,250541386.10494775,2024-09-28,1507.0153226988132
Matt Veach,1489.4851038482288,289.6837348299003,450179737.65499455,2010-04-10,1525.0038108000458
Robert Whiteford,1489.4552792418,268.59072242082993,387046785.0806025,2016-04-10,1526.5620792294449
Luan Chagas,1489.4156977899715,314.07465062641734,480043777.92302334,2018-04-21,1507.3393665255846
Ivan Menjivar,1489.3784386645946,187.68365775194619,165876498.97038004,2014-03-01,1555.2206662896128
Cody McKenzie,1489.2548907705595,233.26466839843354,260333437.77700132,2013-12-14,1525.0
Jimmy Flick,1489.254614987545,260.27887638817293,292226135.0943836,2024-06-22,1525.0
Charles McCarthy,1489.2211381511286,315.0,401559941.69736123,2008-04-19,1505.5596524001603
Jason Brilz,1489.1257341192156,233.17094558151373,192388012.7025452,2011-11-19,1544.2640411468456
Jose Johnson,1488.9884551056823,274.91984282668557,341195567.58394694,2024-06-22,1506.7173430759126
Denis Kang,1488.9672852564206,273.41803260494294,215216453.68897834,2009-11-14,1503.145738202076
Gustavo Lopez,1488.9545438113546,269.0726428691699,371809895.5749444,2021-03-20,1507.9753073456739
James Toney,1488.9124456491618,315.0,184925492.37251195,2010-08-28,1500.0
Tresean Gore,1488.8943642827337,267.9703927777851,450025306.66560024,2022-10-29,1500.0
Kron Gracie,1488.7433282130435,315.0,608896580.2871853,2023-05-06,1526.393185751975
Jess Liaudin,1488.6806069304623,228.63153396037504,304041664.0023986,2008-10-18,1550.0
Tony Sims,1488.6067920676742,262.42792234365174,267382571.24935642,2016-01-02,1525.0
Rory Markham,1488.5469054735202,315.0,397361014.70156634,2010-03-27,1525.0
Antonio Braga Neto,1488.491744778904,315.0,542616136.9160291,2017-12-09,1525.0
Curt Warburton,1488.437026634745,266.5189908220145,252736809.30211556,2011-06-26,1504.3127654045538
Rameau Thierry Sokoudjou,1488.3367127851382,270.46537875,415592520.2777393,2008-10-18,1508.3136832583696
Cristian Quinonez,1488.3328064112204,306.77090871674216,488730768.5838589,2024-02-24,1523.2880627031673
Junior Assuncao,1488.2191520277388,287.1808977913573,383557447.0215811,2011-12-30,1506.0242442792683
Andrew Craig,1488.2139711402817,243.36187226322718,330793381.8829706,2015-07-15,1549.6939370462694
Glaico Franca Moreira,1488.0687913529523,288.14672900983146,512273384.18324184,2016-09-24,1525.0
Vernon White,1487.8830979154739,315.0,220855621.02680674,2004-08-21,1500.0
John Salter,1487.8661462395305,264.44600808163864,389259167.2734712,2010-08-28,1507.7688593820071
Augusto Mendes,1487.839195290931,286.67163379902104,351495842.9552738,2017-04-15,1504.9209266231849
Sheymon Moraes,1487.781634888671,236.97629018812748,212243394.15818885,2019-07-13,1524.8082293105108
Luke Cummo,1487.7367300575927,214.57645864481236,224480627.66418052,2008-08-09,1529.975820611269
Mads Burnell,1487.7215656834385,267.78168015879055,281376063.0861149,2018-05-27,1504.3708586085456
Masanori Kanehara,1487.7189582568026,294.78888379016263,345938917.56989175,2016-01-02,1522.143927582493
Nick Osipczak,1487.6964726448612,226.80661398496278,260463975.32325247,2010-11-13,1551.894689457009
Zach Makovsky,1487.65620261653,227.59047177068138,255747112.48655248,2016-12-10,1540.5037862081156
Tae Hyun Bang,1487.5908860699246,284.7156070657715,387134479.66980124,2016-09-03,1506.1500225556908
Carlos Eduardo Rocha,1487.541020558479,315.0,432606511.4611749,2012-06-08,1523.8499774443092
Renato Verissimo,1487.5232652560892,267.6291522776025,390958964.46986675,2004-10-22,1521.4728984451867
Gil Castillo,1487.5019721405783,292.5549294307973,285932463.4978795,2002-11-22,1502.5330709177379
Johnny Bedford,1487.447082223115,285.8250099383362,407274440.5746701,2014-09-13,1550.0
Robert McDaniel,1487.3826763195354,275.7360619767646,457417518.7105919,2014-03-15,1525.0
Darren Stewart,1487.3244009201078,149.57987278841765,0.01,2021-08-28,1545.4606915265858
Minoki Ichihara,1487.2415655205607,315.0,244861234.94213554,1994-03-11,1500.0
Roman Bogatov,1487.2179452289677,315.0,245768720.51016024,2020-07-11,1500.0
John Maguire,1487.1968353871548,236.2137121180044,378728053.7476277,2013-06-15,1546.2566208592768
Edgar Chairez,1487.1613446956042,290.73847304535377,416259067.0378405,2024-09-28,1505.4342268606829
Bojan Velickovic,1487.0138553731797,236.98961232233677,246115445.79447976,2017-11-18,1524.2481608122685
Christos Giagos,1487.0107590302666,213.10898636178976,0.01,2024-04-13,1538.6297334535452
Ian Entwistle,1486.9443692469008,315.0,554860015.8363246,2016-04-10,1506.1500225556908
Yuki Kondo,1486.9094063640302,270.96572974011815,436369595.6342111,2001-06-29,1525.0
Philip De Fries,1486.8486033409863,227.40517810316405,174808240.7602772,2013-04-06,1524.2764133892672
Gilbert Urbina,1486.763970320571,308.78552833034456,536848352.3921156,2024-02-03,1506.0903295858002
Tyson Nam,1486.7404737707757,244.38923149187883,0.01,2023-07-15,1526.3346169339536
Dustin Kimura,1486.6758777225302,245.7593083256748,336683574.1424766,2014-12-13,1529.6867485412804
Cal Worsham,1486.5994019873008,299.43827761326713,398356118.4310906,1996-12-07,1503.8554774415504
Gabriel Santos,1486.539531963527,315.0,652164209.8968884,2024-09-14,1500.0
Duane Ludwig,1486.469916386158,215.59834032835832,221125184.95951748,2012-09-29,1548.7416858140743
David Bielkheden,1486.4516836519122,285.70813121659506,473326352.94771844,2009-04-18,1506.3558490115704
Jake Hecht,1486.4296460476996,260.9929334795068,417908427.94210213,2012-06-08,1527.4051062222777
Guido Cannetti,1486.3357425942697,264.0506588634836,0.01,2023-03-11,1506.0511652297846
Rob Broughton,1486.3014970670758,284.19372622385595,490017453.45443124,2011-11-05,1525.0
Khama Worthy,1486.238092666024,258.0450639774474,447518510.6766173,2021-10-23,1554.0894793455204
Greg Soto,1486.1933637713848,269.1660767420037,357813961.1614298,2011-01-01,1504.8443870160277
Toshiomi Kazama,1486.1171943518318,313.4317569256934,661826412.5417734,2024-08-17,1500.0
Kevin Burns,1486.0958512926695,232.95505248041687,287934969.61695194,2009-12-12,1551.623715527633
Quang Le,1486.0607366578658,315.0,292283908.3447036,2024-08-17,1500.0
Andre Ewell,1486.0222213060724,173.8841343332208,121681025.47765602,2021-12-18,1546.9618303007344
Eduardo Garagorri,1486.0102756628398,300.83336053503064,324400562.0388807,2020-11-07,1519.129824121109
Tristan Connelly,1485.9642840590038,315.0,311187332.9632427,2022-04-30,1521.5883757095896
Christian Wellisch,1485.8935668072043,270.6324595840875,373262640.54158944,2009-01-31,1526.3233127174162
Rob MacDonald,1485.7960357702625,261.12812456920784,393916465.4780923,2006-08-26,1506.1500225556908
Pete Rodriguez,1485.749330568465,315.0,630114174.5877866,2024-02-03,1506.2159914943118
Pat Barry,1485.7166814258858,150.81052515401115,0.01,2013-12-06,1530.1751611508182
Julian Sanchez,1485.6769209105896,315.0,308601505.3527213,1996-09-20,1500.0
Felipe Silva,1485.6033999778206,308.78552833034456,668142726.3670123,2018-05-19,1523.1701465744827
Christian Aguilera,1485.592185337214,279.010305492906,466149612.05850494,2021-05-08,1525.0
Bekzat Almakhan,1485.5472062074145,315.0,314216417.5911671,2024-03-02,1500.0
Marcus Bossett,1485.5232386871753,315.0,603221606.8480419,1996-12-07,1505.548390377344
Felipe dos Santos,1485.4950843427246,279.7174724072963,366103055.9819543,2024-09-14,1503.46518553015
Dale Hartt,1485.4812876579347,274.5851993640089,465977189.63179725,2009-06-13,1506.2318876915995
Priscila Cachoeira,1485.4674050131466,248.81671663545995,0.01,2024-01-20,1524.2773353556995
Chris Haseman,1485.4210911897253,315.0,319724045.24139464,2002-07-13,1500.0
Mickael Lebout,1485.3861697191564,261.95683499999996,293365629.1462724,2015-10-24,1502.8786202865697
Alexander Munoz,1485.3064038215882,315.0,671479490.3039762,2023-07-15,1500.0
George Sullivan,1485.2975947766845,300.36286492341225,401174320.92086184,2018-08-25,1546.2164456487264
Sean McCorkle,1485.254940291821,261.1518298386198,436802127.83846295,2011-03-26,1525.0
Steve Bruno,1485.250141428163,261.7123690023583,348899911.31183887,2009-02-07,1504.3498555126912
Roger Narvaez,1485.1996272084662,269.53989106717694,321838600.5682015,2015-03-14,1502.8567635015615
Issei Tamura,1485.1433524350139,283.19210114903035,408659995.25658053,2013-03-16,1525.22406990128
Branden Lee Hinkle,1485.109285597038,267.5919001088037,307976544.2573693,2006-06-28,1525.0
Jeff Joslin,1485.046699608347,315.0,336356152.2642208,2006-12-13,1500.0
Klidson Abreu,1484.9808975366932,267.2336619248445,416269925.5380185,2019-11-09,1505.2851094269254
Mark Weir,1484.9608426691784,269.71977126834975,426245617.9086153,2003-04-25,1525.5853190063958
Stanislav Nedkov,1484.8500231536482,315.0,578850470.1776041,2015-01-24,1527.0271819861089
Augusto Montano,1484.8418569662786,315.0,684293174.8631761,2016-09-17,1523.9770062100256
Gabriel Miranda,1484.815645976113,315.0,596329320.4774129,2024-10-05,1504.726067365334
Matthew Lopez,1484.7720451365738,229.66737794206188,0.01,2018-12-08,1534.6696515697536
DaMarques Johnson,1484.7685018459833,156.05307087880504,0.01,2012-09-29,1540.770395309921
Marcos Vinicius,1484.712196731638,290.19321991291054,510792490.9181471,2013-09-04,1525.0
Chris Brennan,1484.7101301966352,315.0,691465412.4728234,2002-01-11,1506.1500225556908
Niklas Backstrom,1484.7046578726508,283.9687146290736,480179126.0977385,2015-06-20,1526.3333167527476
Irwin Rivera,1484.635674216312,258.2687788941414,317858934.22878504,2020-09-19,1503.1861396299403
Harold Howard,1484.5974952882166,298.43219695770097,616486193.2075858,1995-09-08,1506.1500225556908
Elise Reed,1484.5671710655602,196.40701094200543,130101375.72211741,2023-09-16,1502.2945172049665
Rogerio Bontorin,1484.5316001614424,304.8635212817122,525444763.7007883,2022-01-15,1542.8853917617994
Heath Herring,1484.501289720776,234.50542242520058,317215704.5909875,2008-08-09,1505.6381905275712
Carlo Pedersoli Jr.,1484.4796015928073,268.46625006814924,469610473.4509053,2019-02-23,1519.6196291211645
Andre Pederneiras,1484.4673495924894,315.0,362924590.5917355,1999-07-16,1500.0
Julian Marquez,1484.4203422849914,315.0,695808886.7498299,2024-06-15,1549.8400002159733
Bruno Santos,1484.411422405262,273.5604218979188,376638422.0040544,2014-10-04,1503.1556127109566
Hector Urbina,1484.314099958962,315.0,507334170.98522407,2016-09-24,1522.8424455374245
Riki Fukuda,1484.2813065837472,244.49083516122178,223941832.45956767,2013-03-02,1501.0431531292745
Sabina Mazo,1484.2411232296897,218.4942424514765,229506851.5509609,2022-03-12,1547.9374888691436
Josh Hendricks,1484.2386527423473,315.0,373690395.09025705,2008-11-15,1500.0
John Lober,1484.1595674015425,315.0,377449918.50441027,1998-10-16,1500.0
Simeon Thoresen,1484.123740381016,269.93834190235185,524170222.643346,2013-01-26,1525.0
Chico Camus,1484.0874609320297,226.33406194743594,174684854.1875694,2015-09-26,1519.2561430498213
Mike Ricci,1484.0750566028046,270.56852724558263,264355047.088933,2013-09-21,1500.0
David Abbott,1484.0633093677764,206.09220153727082,0.01,2003-11-21,1574.0809028099154
Nathan Coy,1484.0597339394435,313.50149619191217,382958028.4876829,2017-04-15,1500.1019236100146
Greg Stott,1484.038254992467,315.0,383253383.18853056,1997-10-17,1500.0
Justin Salas,1484.0364928995907,311.47743843258235,588194516.0721158,2016-03-05,1524.0870193921378
Per Eklund,1483.9653437971003,286.43412223526514,492595162.81039256,2009-02-21,1504.2075372723402
Sheldon Westcott,1483.9383885258453,310.1112207337877,530680028.5547073,2016-01-02,1500.0
Joseph Morales,1483.923712572382,294.23418142809317,639816403.4125998,2018-11-10,1525.0
Spike Carlyle,1483.8953620410996,269.67923515362344,460392902.27644336,2020-11-28,1525.0
Francisco Rivera,1483.8884242090182,205.438525882099,0.01,2016-07-30,1549.1179402441433
Alexandre Barros,1483.8741322534233,315.0,391175320.9151377,2009-01-17,1500.0
Yan Cabral,1483.7517795450487,281.41176750382385,442855964.4098531,2016-05-08,1520.787999124499
Jeka Saragih,1483.730021127092,300.766940609724,682996263.6810473,2024-06-22,1506.2074466763797
Nick Pace,1483.7194544799356,279.7900262526839,464145072.9344059,2011-11-19,1525.0
Justin Lawrence,1483.6934155448337,277.52458690974356,447668630.279815,2013-04-13,1525.0
Jason Von Flue,1483.6460695165017,263.6561903924741,348656615.7569047,2006-08-17,1525.1395332638763
Rolando Delgado,1483.6211115402439,275.27248612851605,500612558.6101172,2009-11-14,1525.0
Jorge Patino,1483.5592417185685,315.0,406601473.88835925,1999-01-08,1500.0
Kevin Rosier,1483.5507011184648,306.41645400918424,577093154.5497581,1994-12-16,1525.0
Michinori Tanaka,1483.5500874407255,285.87482241297033,489013121.82581615,2017-02-04,1522.5074162033627
Allen Crowder,1483.519851970715,292.68924685577366,443715549.6222314,2019-06-22,1502.2340510562676
Robert Sanchez,1483.4799545662904,283.3619749336395,539637406.490971,2018-09-08,1504.9495040143065
Adam Yandiev,1483.4592170187614,315.0,411564007.52596164,2018-09-15,1500.0
Marcel Fortuna,1483.4130134203795,269.148914826556,457118791.91576016,2017-11-11,1524.6752134172216
Adam Milstead,1483.3973897877142,314.26365373082837,687198144.3043822,2018-12-15,1523.7961065191025
Valmir Lazaro,1483.3755368688112,292.6195166236251,508469258.3121001,2015-11-21,1503.4145292627238
Matt Arroyo,1483.3582464555245,286.51448311846576,491129572.67627925,2009-01-31,1525.0
James McSweeney,1483.3582464555245,273.64701566515527,437988262.4170532,2010-10-16,1525.0
Ben Alloway,1483.3582464555245,267.0084081936202,411320851.96114457,2013-08-28,1525.0
Lara Procopio,1483.3358087244355,290.3815245607923,435509392.1529228,2021-06-19,1502.0542680368515
David Heath,1483.3338415521187,227.30703978188566,265311170.40013167,2008-02-02,1543.563362922196
Jerrod Sanders,1483.099648291142,315.0,513797023.1194789,2016-07-07,1501.5809757376771
Daichi Abe,1483.0880120146687,268.4627449414781,270344896.59515214,2018-06-23,1520.678604732805
Brian Johnston,1483.0842983572254,202.46711413933684,0.01,1997-07-27,1525.0
Paul Creighton,1483.035408186531,315.0,432924425.35676974,2002-05-10,1500.0
Homer Moore,1483.0352234172788,315.0,432933855.77028686,2001-11-02,1500.0
James Irvin,1483.025485565078,248.76809673469103,0.01,2010-08-01,1537.8335105418105
Mike Easton,1482.9664385274084,212.2981722484623,196527296.62309808,2014-06-14,1564.0822826892625
Mitch Ramirez,1482.957595890617,315.0,436904963.218264,2024-03-16,1500.0
Jesse Lennox,1482.9181153321674,271.96119956268467,469116065.6967713,2010-06-12,1525.0
Alexandre Ferreira,1482.9148909027429,315.0,439097306.2399229,2010-11-13,1500.0
Rodrigo Damm,1482.91433717601,206.96873584959002,157808385.96593192,2015-01-03,1542.2888341283742
Aaron Rosa,1482.8803084252468,267.8901789738218,343718646.15407383,2012-03-02,1501.2722370814874
Art Jimmerson,1482.8538866890758,315.0,442238592.40667194,1993-11-12,1500.0
Hugo Duarte,1482.8296640546068,315.0,443488992.4509447,1998-05-15,1500.0
CJ Vergara,1482.8293310354902,218.33021500901148,235405815.16912836,2024-10-19,1522.7849139226903
Callan Potter,1482.8152009956552,281.8634346932083,356720243.38333035,2020-02-22,1500.3857501595348
Rob Kimmons,1482.8012965635708,214.42219573504326,249359771.0577879,2011-03-03,1526.1272306755752
Ricardo Romero,1482.800487587428,290.7384730453537,493917422.4281914,2011-09-24,1522.8702268539514
AJ Cunningham,1482.7758951109045,315.0,446270914.8941847,2024-03-02,1500.0
John Gunderson,1482.7755435517631,267.79783379442335,303510959.88724095,2010-09-15,1500.065968938621
Rainy Martinez,1482.7621482467266,315.0,446983552.65957487,1997-02-07,1500.0
Steve Vigneault,1482.7138236251408,315.0,449493214.3642476,2006-03-04,1500.0
Dylan Andrews,1482.7062089083133,257.5210794235189,407257980.1093665,2015-05-09,1547.8516607158615
Henry Martinez,1482.697188724566,272.48124479917084,380875731.2256213,2012-12-08,1501.641363110822
Dhiego Lima,1482.6734073208786,280.5341997910265,250840725.13898146,2021-06-19,1511.7996348498834
Ross Pearson,1482.6722425037945,60.0342499049069,2342774.515321961,2019-03-30,1596.544853664345
Fatima Kline,1482.6712772817252,315.0,451708606.30363125,2024-07-20,1500.0
Hayato Sakurai,1482.6524825907798,315.0,452688981.8058288,2002-03-22,1500.0
Caolan Loughran,1482.610105362283,276.60945082025415,481112736.9204783,2024-08-03,1503.5006298328465
Sam Hoger,1482.5220040805443,245.88310448138844,328817166.30122346,2007-02-03,1522.8394976479858
Azunna Anyanwu,1482.5108897084035,315.0,460108962.7514085,2017-09-16,1500.0
Rex Holman,1482.4946492173535,315.0,460963879.3047642,2007-03-03,1500.0
Danny Chavez,1482.4616705826525,315.0,430037511.24705625,2022-06-18,1518.7370138678857
Luke Zachrich,1482.45134167245,262.7657343886929,392413845.32863283,2014-11-07,1502.601068408798
Austin Springer,1482.3825982478297,315.0,466883984.4818435,2020-08-29,1500.0
Mark Hominick,1482.3663581318065,242.5719824588434,306517454.1467107,2012-11-17,1569.948628966185
Carlos Vera,1482.360167015674,315.0,468073654.83053815,2024-02-17,1500.0
Poliana Botelho,1482.3568852183814,315.0,610400467.1321752,2022-06-04,1543.9238957203606
Rudyard Moncayo,1482.3362294236565,315.0,469344886.6603504,1995-07-14,1500.0
Travis Lutter,1482.3220593134256,309.77083211724823,0.01,2008-04-19,1524.1076040583891
Gabriella Fernandes,1482.3095713351508,305.1686634405028,694986693.141218,2024-06-22,1500.0
Mike Wessel,1482.2882383484864,315.0,471898697.47906,2008-12-27,1500.0
Alex Karalexis,1482.2844471265068,269.5478317096923,418725286.49594414,2006-01-16,1525.0
Tom Gallicchio,1482.276858486652,315.0,472505285.03919154,2017-07-07,1500.0
Liliya Shakirova,1482.2458049591166,315.0,474162531.9156046,2020-10-24,1500.0
Cindy Dandois,1482.2125672621996,315.0,475939556.7518557,2017-04-22,1500.0
Ernest Chavez,1482.1947961610945,264.17012488679717,350577180.1422356,2014-10-04,1520.0
Askar Mozharov,1482.1035827766086,315.0,481789634.57323426,2022-06-04,1500.0
Oskar Piechota,1482.048400325458,265.59035128014,402490669.05120915,2019-12-14,1542.8991744922143
Bibulatov Magomed,1482.022093040163,315.0,609161846.394045,2019-02-02,1521.0921269864034
Felipe Bunes,1482.0212943819927,315.0,486230394.00179505,2024-01-13,1500.0
Mason Jones,1482.01025833664,308.55553236158886,555767130.9634757,2022-07-23,1501.6910995049689
Deron Winn,1482.0005715477955,315.0,474483110.260584,2022-06-18,1518.497557295119
Trevor Peek,1481.988449563708,231.00377616450663,267707892.52367228,2024-09-14,1523.1182958174777
Sasha Palatnikov,1481.9573367983057,268.3634349115358,469140521.89532745,2021-08-21,1525.0
Thiago Perpetuo,1481.9494714635266,290.48414625414586,581159142.3196464,2014-03-23,1525.0
William Knight,1481.946068133274,208.37958135015205,237870908.36082804,2023-02-18,1548.3649259873778
Ben Sosoli,1481.9440444349132,315.0,490417788.6496355,2020-02-22,1500.0
Shamar Bailey,1481.8998575801897,260.45149611947016,372919078.7030393,2011-11-19,1520.0
Nick Agallar,1481.8457274446462,315.0,495773104.57432413,2003-11-21,1500.0
Tamires Vidal,1481.835064374336,307.4896988518477,549647166.6277759,2024-06-01,1522.7959634464196
Clifford Starks,1481.828831273747,315.0,608447406.5044912,2013-04-20,1520.0
Brandon Melendez,1481.8130947132395,315.0,497557034.06678104,2007-06-23,1500.0
Kamuela Kirk,1481.7966811560334,315.0,684348668.5564417,2023-07-08,1523.8672961595103
Koji Kitao,1481.6770869306786,315.0,505026657.2269848,1996-05-17,1500.0
Zviad Lazishvili,1481.6219963010694,315.0,508068101.81647515,2021-10-23,1500.0
Igor Zinoviev,1481.600237560802,315.0,509271874.1427709,1998-03-13,1500.0
Neil Wain,1481.5232209212227,315.0,513544157.10566354,2008-10-18,1500.0
Raphael Pessoa,1481.4954572927793,282.61868372639776,401851805.7166934,2020-07-25,1500.082699006656
Yuki Sasaki,1481.495143489814,315.0,515106112.94073415,2006-08-17,1500.0
Danyelle Wolf,1481.4946383667689,315.0,515134234.80370176,2022-09-10,1500.0
Nikolay Veretennikov,1481.4465637665141,315.0,517814219.22281855,2024-08-17,1500.0
Josh Shockman,1481.436637077804,315.0,518368462.1759915,2006-11-18,1500.0
CM Punk,1481.436637077804,315.0,518368462.1759915,2016-09-10,1500.0
Melton Bowen,1481.436637077804,315.0,518368462.1759915,1994-12-16,1500.0
Tony Halme,1481.436637077804,315.0,518368462.1759915,1997-05-30,1500.0
Frank Caracci,1481.436637077804,315.0,518368462.1759915,1999-01-08,1500.0
Anton Kuivanen,1481.436637077804,280.45943801677106,393262240.80373025,2013-02-23,1500.0
John Dowdy,1481.436637077804,315.0,518368462.1759915,1995-04-07,1500.0
John Marsh,1481.436637077804,315.0,518368462.1759915,2005-04-16,1500.0
Joao Roque,1481.436637077804,315.0,518368462.1759915,2000-06-09,1500.0
Mike Whitehead,1481.436637077804,315.0,518368462.1759915,2006-02-04,1500.0
Brian Gassaway,1481.436637077804,315.0,518368462.1759915,2005-08-20,1500.0
Carlos Hernandez,1481.429255411747,262.61164873357245,389389439.4828218,2024-07-13,1520.0
Stewart Nicoll,1481.4291416673177,315.0,518787154.50370985,2024-08-24,1500.0
Caros Fodor,1481.423012251308,315.0,519129668.24205,2013-02-23,1500.0
Ravena Oliveira,1481.406116129621,315.0,520074414.18097657,2023-10-14,1500.0
Antonio Trocoli,1481.3973286902065,315.0,520566102.9914795,2024-06-29,1500.0
Lucas Rocha,1481.3781175268434,315.0,521641845.73606557,2024-10-19,1500.0
Keiichiro Yamamiya,1481.370762618833,315.0,522053982.95722055,1999-11-19,1500.0
Jesse Bongfeldt,1481.3653745491117,315.0,522356010.35403574,2011-06-11,1500.0
Martin Sano,1481.354631919276,315.0,522958447.44076735,2021-09-25,1500.0
Ricky Glenn,1481.2550785660362,300.7082318489828,0.01,2024-08-24,1536.6963594398985
Hans Stringer,1481.1894911838758,296.63495880562294,494916691.43661565,2015-07-18,1521.093692980313
Yoshinori Horie,1481.1670399012223,315.0,533534408.06712604,2019-07-27,1500.0
Reginaldo Vieira,1481.1648388404897,303.11123586276045,554609874.5752358,2017-02-19,1520.0
