fighter,peak_rating
Paul Kelly,1548.614945648248
Pablo Garza,1548.563362922196
Steve Jennum,1548.563362922196
Joel Sutton,1548.563362922196
Teruto Ishihara,1548.5089285553356
Jesus Aguilar,1548.439977914557
William Knight,1548.3649259873778
Tanner Boser,1548.253007883915
Joanne Wood,1548.166519330104
Ramsey Nijem,1548.023174911895
Sabina Mazo,1547.9374888691436
Charlie Brenneman,1547.8697195036702
Efrain Escudero,1547.8661021512908
Dylan Andrews,1547.8516607158615
Kenny Robertson,1547.8137153425307
Chris Padilla,1547.6781864033035
Hyder Amil,1547.6558290298715
Clayton Carpenter,1547.6002340316927
Josh Culibao,1547.583931860583
Sam Stout,1547.547839859717
Saidyokub Kakhramonov,1547.5057482723978
Eugene Jackson,1547.4792148254762
Pannie Kianzad,1547.1620159974964
Adlan Amagov,1547.109383267114
Nora Cornolle,1547.045155712502
Bas Rutten,1547.0324652231645
Andre Ewell,1546.9618303007344
Nina Nunes,1546.7729152445809
Godofredo Pepey,1546.7235417534437
Lyman Good,1546.717905983391
Igor Pokrajac,1546.3950000171828
Juan Espino,1546.3766781091526
John Maguire,1546.2566208592768
HyunSung Park,1546.2455360042732
George Sullivan,1546.2164456487264
Guangyou Ning,1546.0840285005768
Desmond Green,1546.0761814755317
Mirko Filipovic,1545.9277181368325
Kevin Jousset,1545.8834496595991
Jhonata Diniz,1545.6469076303893
Russell Doane,1545.6115535588733
Chris Duncan,1545.560261893954
Darren Stewart,1545.4606915265858
Daniel Zellhuber,1545.4493819479535
Joe Riggs,1545.4270980619592
Michael Chandler,1545.3562543866235
Phillip Miller,1545.3214891131436
Oumar Sy,1545.1985723859589
Tony DeSouza,1545.1122533664623
Diego Rivas,1545.0948291306443
Michael Graves,1544.9569314507644
Jimy Hettes,1544.9361215058823
Nicholas Musoke,1544.91669136794
Jamie Varner,1544.894520264372
Kevin Aguilar,1544.7298784294835
Brian Bowles,1544.712196731638
Erik Koch,1544.712196731638
Chris Holdsworth,1544.6059384048772
Nick Ring,1544.4171373460506
Jason Brilz,1544.2640411468456
Hugo Viana,1544.203153253329
Antonio Silva,1544.1604098855632
Cyrille Diabate,1544.0629214335024
Poliana Botelho,1543.9238957203606
Charlie Campbell,1543.9128618067439
Danny Henry,1543.8499774443092
Danny Barlow,1543.726781100695
David Heath,1543.563362922196
Mike van Arsdale,1543.563362922196
Melsik Baghdasaryan,1543.563362922196
Rich Attonito,1543.563362922196
Chris Beal,1543.563362922196
Don Madge,1543.563362922196
Yves Jabouin,1543.5201275107684
Rob Emerson,1543.465636456672
Ronnie Lawrence,1543.46228455483
Gian Villante,1543.3810972908243
Laureano Staropoli,1543.309388199735
Tainara Lisboa,1543.0609890559897
Shane Nelson,1542.9680371741483
Oskar Piechota,1542.8991744922143
Rogerio Bontorin,1542.8853917617994
Trevor Prangley,1542.875866882721
Darren Uyenoyama,1542.7659489437324
Eddie Wineland,1542.7543274941318
Ildemar Alcantara,1542.747095200844
Cory McKenna,1542.7224225420682
Joey Beltran,1542.6320309131502
Adam Wieczorek,1542.5992693699632
Fabiano Iha,1542.5764205717226
Alex Hunter,1542.4900522619869
Rory Singer,1542.4239803903831
Kenichi Yamamoto,1542.3982853150071
Devin Clark,1542.391712193705
Scott Jorgensen,1542.3888916052542
Tsuyoshi Kohsaka,1542.3881857974611
Rodrigo Damm,1542.2888341283742
Damir Hadzovic,1542.287959068858
Charles Radtke,1542.123455376236
Bea Malecki,1541.9814611616373
Livinha Souza,1541.832990767718
Timur Valiev,1541.5806183410707
Trey Waters,1541.5404624581095
Yazmin Jauregui,1541.486006106859
Armen Petrosyan,1541.453750129864
Viscardi Andrade,1541.4430383484307
Justin Tafa,1541.1992184378196
Sumudaerji,1541.1682314115208
Igor Araujo,1541.1579413092438
Justin Scoggins,1541.1474023551773
Julia Avila,1541.0644904303253
Omar Morales,1541.0240082944754
Viviane Pereira,1540.8457751367757
Jessica-Rose Clark,1540.7946161346977
DaMarques Johnson,1540.770395309921
David Terrell,1540.768924029595
Andrew Sanchez,1540.7502326530853
Jack Jenkins,1540.717138212457
Arjan Bhullar,1540.7088201395798
Aleksandra Albu,1540.6998510554085
Nick Maximov,1540.6647141136984
Jamie Mullarkey,1540.6266890281506
Danilo Marques,1540.620113092595
Ronaldo Rodriguez,1540.604915382761
Zach Makovsky,1540.5037862081156
Paddy Holohan,1540.3322875490048
Michael Trizano,1540.287803268362
Carlos Felipe,1540.199699540125
Shayilan Nuerdanbieke,1540.118522187823
Hatsu Hioki,1540.0457496148667
Angela Hill,1539.5853606326777
Tamdan McCrory,1539.314847280147
Brad Katona,1539.070576453373
Remco Pardoel,1538.953023090257
Nad Narimani,1538.8499774443092
Josefine Knutsson,1538.8499774443092
Zhang Lipeng,1538.8499774443092
Royston Wee,1538.8499774443092
Drew Fickett,1538.7451652808002
Charles Johnson,1538.7168859812368
Fabio Maldonado,1538.6564704638422
Christos Giagos,1538.6297334535452
Paul Varelans,1538.5991077998465
JeongYeong Lee,1538.5939569848874
Josh Neer,1538.51320508293
Oban Elliott,1538.4020018258823
Pingyuan Liu,1538.3578138497805
Francimar Barroso,1538.176329933811
Frank Trigg,1538.0612626597
Sijara Eubanks,1538.0546464404256
Dave Menne,1537.916223998081
Megan Anderson,1537.8805862941786
James Irvin,1537.8335105418105
Piera Rodriguez,1537.7174920977245
Keith Hackney,1537.71668030269
Justine Kish,1537.7037663651915
Rafa Garcia,1537.6044398734302
KJ Noons,1537.4998206479459
Viktoriia Dudakova,1537.2742273534357
Takanori Gomi,1537.2597638926727
Sam Sicilia,1537.1955744140464
Wanderlei Silva,1537.141938099079
Carlos Newton,1537.107072333644
Blagoy Ivanov,1537.0862189387828
Stephanie Egger,1536.9706294823172
Parker Porter,1536.8079392110355
Eric Schafer,1536.7438643632363
Bogdan Guskov,1536.7142294214777
Ricky Glenn,1536.6963594398985
Jonathan Goulet,1536.6600025393248
Brian Foster,1536.4814699378073
Joselyne Edwards,1536.1750637073826
Andre Fialho,1535.9895244343104
Hacran Dias,1535.9415998331624
Eric Spicely,1535.3040787485688
Ryan Jimmo,1535.2752924533954
Gan McGee,1535.0754207781702
Yoshiyuki Yoshida,1535.0517658913225
Marc-Andre Barriault,1535.0324819975506
Pete Spratt,1534.7042975746012
Matthew Lopez,1534.6696515697536
Reza Madadi,1534.6509438374637
Zak Ottow,1534.5045583900937
Jafel Filho,1534.484244808922
Joe Charles,1534.4605219450527
Ben Askren,1534.407584647615
Jason DeLucia,1534.3186659727137
Anthony Perosh,1534.228362547668
Takashi Sato,1534.1180667029128
Jacob Malkoun,1533.9923486234095
Dave Beneteau,1533.9081464135945
Denise Gomes,1533.8967942214538
Luigi Fioravanti,1533.8867349123498
Cung Le,1533.797643903399
Brad Pickett,1533.619103780335
Tarec Saffiedine,1533.60330404361
Raulian Paiva,1533.4295167512755
Piotr Hallmann,1533.3775489683294
Shamil Gaziev,1533.1665465336898
Maximo Blanco,1533.086504750732
Trevor Smith,1533.0389941727526
Caol Uno,1532.8297720078915
Che Mills,1532.762762739424
Ismael Bonfim,1532.7190082916086
Felicia Spencer,1532.5887415861296
Johnny Eduardo,1532.440276389418
Joe Soto,1531.345469463372
Scott Ferrozzo,1531.2729506714438
Leandro Issa,1531.2202065249778
Morgan Charriere,1531.1926390148096
James Head,1531.132947540853
Dwight Grant,1531.1211283645905
Sergey Khandozhko,1531.1141713425154
Wesley Correira,1531.022566451014
Drew McFedries,1530.9183987140807
Liz Carmouche,1530.8457155354724
Luis Henrique,1530.7960357702625
Shannon Gugerty,1530.7133763211546
Falaniko Vitale,1530.7112200416382
Roan Carneiro,1530.4341668500374
Chance Rencountre,1530.4264560321449
Leandro Silva,1530.2453598023244
Isaac Dulgarian,1530.2257669164937
Pat Barry,1530.1751611508182
Damian Stasiak,1530.166468537325
Steve Nelmark,1530.1366122271436
Kyle Nelson,1530.1264749275745
Luke Cummo,1529.975820611269
Da'Mon Blackshear,1529.8710418602545
Leslie Smith,1529.8050805910248
Gerard Gordeau,1529.7957914570254
SeungWoo Choi,1529.771376680906
Cody Brundage,1529.7436567926957
Manvel Gamburyan,1529.7363395733062
Daniel Santos,1529.733998234735
Tony Fryklund,1529.712196731638
Dustin Kimura,1529.6867485412804
Peter Sobotta,1529.6173787751256
Antonina Shevchenko,1529.575050176308
Ismail Naurdiev,1529.5262887148492
Goran Reljic,1529.5027444515254
Darrick Minner,1529.3450765855293
Khalid Murtazaliev,1529.2382157538104
Jack Marshman,1529.1575368996587
Felipe Lima,1529.1145943431077
Johnny Rhodes,1528.970312664355
Jon Tuck,1528.942093639086
Marcus Aurelio,1528.8919377821326
Fernando Padilla,1528.8752062510828
Hector Sandoval,1528.721249924649
Elvis Sinosic,1528.6733904521077
Sam Patterson,1528.610017249395
Kalib Starnes,1528.563398003756
Ketlen Souza,1528.4801573897123
Ariane Carnelossi,1528.455151889317
Diego Nunes,1528.4193755177885
Genki Sudo,1528.3582464555245
Emily Whitmire,1528.3241300626828
Jake Hadley,1528.2994808320395
Brian Melancon,1528.2989319792223
Chelsea Chandler,1528.2881315201728
Allan Nascimento,1528.1972160351822
Bart Palaszewski,1527.981917317408
Mike Wilkinson,1527.8828940807066
Neil Seery,1527.8726635417743
Tim Elliott,1527.7715024584058
Sanae Kikuta,1527.7162358363357
Steve Bosse,1527.63637682076
Gabe Green,1527.5893233179195
Shane Roller,1527.577537861459
Ode Osbourne,1527.5730872781971
Antonio Carvalho,1527.5680905342729
Jutaro Nakao,1527.5108897084035
Katsunori Kikuno,1527.4939419372083
Dennis Hallman,1527.453853995859
Jake Hecht,1527.4051062222777
Michael Page,1527.3617008146766
Ashlee Evans-Smith,1527.30798277476
Jason Day,1527.255069272023
Mike Grundy,1527.2271099494849
Irina Alekseeva,1527.1202041192548
Stanislav Nedkov,1527.0271819861089
Randy Costa,1527.0165279242865
Semmy Schilt,1527.0146466946144
Joe Slick,1526.9691411360413
Jonny Parsons,1526.9308720271183
Luke Sanders,1526.898875564289
Shinsho Anzai,1526.8516425694463
Mounir Lazzez,1526.8079760368516
Mike Massenzio,1526.7751226770065
Timothy Johnson,1526.7561050664992
Mike Kyle,1526.7300982314382
Mark Schultz,1526.7226596808885
Trevin Jones,1526.6645677390563
Jordan Wright,1526.5886584490568
Robert Whiteford,1526.5620792294449
Ikuhisa Minowa,1526.5493579759768
Junior Albini,1526.5371676521966
Mariya Agapova,1526.5365870806572
Damien Brown,1526.526490669948
Akihiro Gono,1526.4838338648278
Alessio Di Chirico,1526.443954772706
Humberto Bandenay,1526.436637077804
Kron Gracie,1526.393185751975
Tim Hague,1526.37741289827
Tyson Nam,1526.3346169339536
Niklas Backstrom,1526.3333167527476
Justin Eilers,1526.3316510281425
Christian Wellisch,1526.3233127174162
Mauricio Ruffy,1526.2730763616507
Dmitry Sosnovskiy,1526.2528470801255
Lee Murray,1526.2334235005933
Yuta Sasaki,1526.2235177624148
Lucas Almeida,1526.2006014217272
Andre Winner,1526.1356446527627
Rob Kimmons,1526.1272306755752
Shane Young,1526.0544441439981
Zachary Reese,1525.8463651595453
Dong Hyun Ma,1525.8449063506591
Garrett Armfield,1525.818617475734
Jonathan Brookins,1525.7357869716166
Mark Weir,1525.5853190063958
Sarah Moras,1525.5292842389595
Andrei Semenov,1525.4439810066285
Tony Kelley,1525.420965608904
Tom Duquesnoy,1525.4197264144648
Maheshate,1525.4019782654082
Lina Lansberg,1525.3251909649935
Veronica Hardy,1525.2409473074972
Issei Tamura,1525.22406990128
Dan Bobish,1525.188385239993
Jean Matsumoto,1525.1804789343685
Ramazan Temirov,1525.1728130016959
Jason Von Flue,1525.1395332638763
Jonathan Wilson,1525.106013782459
Will Brooks,1525.064761940339
Ken Stone,1525.0047605374084
Matt Veach,1525.0038108000458
Marcos Vinicius,1525.0
Cesar Almeida,1525.0
John Cholish,1525.0
Paul Jones,1525.0
Mikey Burnett,1525.0
Charles Byrd,1525.0
Alex Karalexis,1525.0
Shana Dobson,1525.0
Yorgan De Castro,1525.0
Troy Mandaloniz,1525.0
Dalcha Lungiambula,1525.0
Modestas Bukauskas,1525.0
Cody McKenzie,1525.0
Sean McCorkle,1525.0
Ron Waterman,1525.0
Polyana Viana,1525.0
Rob Broughton,1525.0
Juliana Miller,1525.0
Scott Adams,1525.0
Yuki Kondo,1525.0
Anying Wang,1525.0
Christian Aguilera,1525.0
Robert McDaniel,1525.0
Tor Troeng,1525.0
Loik Radzhabov,1525.0
Roberto Traven,1525.0
Jimmy Flick,1525.0
War Machine,1525.0
Yanal Ashmouz,1525.0
Glaico Franca Moreira,1525.0
Aisling Daly,1525.0
Branden Lee Hinkle,1525.0
Antonio Braga Neto,1525.0
Rory Markham,1525.0
Tony Sims,1525.0
John Albert,1525.0
Mara Romero Borella,1525.0
Josh Sampo,1525.0
Sam Adkins,1525.0
Anshul Jubli,1525.0
Onassis Parungao,1525.0
Henry Briones,1525.0
Nick Catone,1525.0
Nathan Fletcher,1525.0
Jesse Lennox,1525.0
Jonathan Wiezorek,1525.0
Jon Hess,1525.0
Tom Murphy,1525.0
Justin Martin,1525.0
Simeon Thoresen,1525.0
Mackens Semerzier,1525.0
Nate Loughran,1525.0
Rachael Ostovich,1525.0
Roman Mitichyan,1525.0
Aliaskhab Khizriev,1525.0
Anthony Torres,1525.0
Tulio Palhares,1525.0
Lance Gibson,1525.0
Dave Herman,1525.0
Joseph Morales,1525.0
Cesar Marscucci,1525.0
James McSweeney,1525.0
Ben Alloway,1525.0
Matt Arroyo,1525.0
Kevin Rosier,1525.0
Rolando Delgado,1525.0
John Lewis,1525.0
Justin Lawrence,1525.0
Mairon Santos,1525.0
Brian Johnston,1525.0
Frank Hamaker,1525.0
Nick Pace,1525.0
Ryan Loder,1525.0
Spike Carlyle,1525.0
Junie Browning,1525.0
Thiago Perpetuo,1525.0
Kay Hansen,1525.0
Walel Watson,1525.0
Marcelo Mello,1525.0
Scott Bessac,1525.0
Paul Taylor,1525.0
Mike Nickels,1525.0
Steve Cantwell,1525.0
Enson Inoue,1525.0
Bob Cook,1525.0
Martin Bravo,1525.0
Rafael Carino,1525.0
Eddie Gordon,1525.0
Ricardo Abreu,1525.0
Mike Ciesnolevicz,1525.0
Sasha Palatnikov,1525.0
Kazushi Sakuraba,1525.0
James Wilks,1525.0
Alvaro Herrera Mendoza,1525.0
Zhang Mingyang,1525.0
Sione Latu,1525.0
Pete Sell,1524.9974686175792
Jose Torres,1524.9618077041832
Ji Yeon Kim,1524.8585910129877
Sheymon Moraes,1524.8082293105108
Isaac Vallie-Flagg,1524.7495211884645
Bec Rawlings,1524.711977409814
Rodolfo Bellato,1524.6949576836516
Marcel Fortuna,1524.6752134172216
Justin McCully,1524.6751748058332
Andrew Holbrook,1524.633710310693
Trey Ogden,1524.5908800410798
Josh Quinlan,1524.414486260219
Andre Roberts,1524.4036705016124
Darko Stosic,1524.3422728645482
Priscila Cachoeira,1524.2773353556995
Philip De Fries,1524.2764133892672
Bojan Velickovic,1524.2481608122685
Jorge Santiago,1524.2095240898116
Juan Adams,1524.1477984532426
Travis Lutter,1524.1076040583891
Gokhan Saki,1524.0963711213403
Justin Salas,1524.0870193921378
Zhang Tiequan,1524.0294733045164
Maiquel Falcao,1524.0193042344824
Ebenezer Fontes Braga,1524.018129593483
Justin Jaynes,1523.982408135897
Augusto Montano,1523.9770062100256
Chad Anheliger,1523.9406799774104
Eduarda Moura,1523.8845183051296
Marcelo Golm,1523.870288370098
Kamuela Kirk,1523.8672961595103
Cody Donovan,1523.8501322640263
Corey Hill,1523.8499774443092
Mike Rio,1523.8499774443092
Galore Bofando,1523.8499774443092
Nick Denis,1523.8499774443092
Carlos Eduardo Rocha,1523.8499774443092
Dan Christison,1523.8499774443092
Viacheslav Borshchev,1523.8214647352545
Adam Milstead,1523.7961065191025
Billy Ray Goff,1523.7893337576008
Tedd Williams,1523.7805138465892
Victor Altamirano,1523.73533799914
Impa Kasanganay,1523.6743277719067
Chris Clements,1523.6193434554805
Alexander Yakovlev,1523.570040589264
Cheyanne Vlismas,1523.5523442667054
Sergey Morozov,1523.4798728032476
Yoshihiro Akiyama,1523.4088351707223
Abus Magomedov,1523.3071640490039
Cristian Quinonez,1523.2880627031673
Tom Niinimaki,1523.1964894709465
Felipe Silva,1523.1701465744827
Trevor Peek,1523.1182958174777
Lance Benoist,1523.0488880291539
Wang Cong,1523.033390875038
Robelis Despaigne,1523.008679487461
Francis Marshall,1522.8912374839163
Ricardo Romero,1522.8702268539514
Alex White,1522.8660179086494
Abdul-Kerim Edilov,1522.8613374300621
Hector Urbina,1522.8424455374245
Sam Hoger,1522.8394976479858
Waylon Lowe,1522.8078151514649
Tamires Vidal,1522.7959634464196
CJ Vergara,1522.7849139226903
Edwin Figueroa,1522.7669301298233
Carmelo Marrero,1522.7221243227295
Emil Meek,1522.6052823789419
Albert Duraev,1522.5783547341377
Michinori Tanaka,1522.5074162033627
Brianna Fortino,1522.3965305706636
Tom Nolan,1522.30985468328
Javier Vazquez,1522.2875687624967
Hunter Azure,1522.1658582965083
Masanori Kanehara,1522.143927582493
Ibo Aslan,1522.0239787561954
Charles Rosa,1521.8861168155026
Pascal Krauss,1521.8791003903327
Mark De La Rosa,1521.844661905072
Cole Smith,1521.8259253898912
Mark Godbeer,1521.7927181766647
Chris Kelades,1521.7668039440525
Danny Silva,1521.7241116128741
Dusko Todorovic,1521.6627646370798
Noad Lahat,1521.647363071589
Lucie Pudilova,1521.60315065171
Tristan Connelly,1521.5883757095896
Don'Tale Mayes,1521.56792781099
Melissa Mullins,1521.5580013822348
Wang Guan,1521.480332266192
Renato Verissimo,1521.4728984451867
Carlo Prater,1521.436637077804
Lauren Mueller,1521.436637077804
Alptekin Ozkilic,1521.3550240542822
Montserrat Rendon,1521.3103613365386
Daria Zhelezniakova,1521.2251869588865
Stephanie Luciano,1521.1500225556908
Hans Stringer,1521.093692980313
Bibulatov Magomed,1521.0921269864034
Juliana Lima,1521.0838221776276
Austin Lingo,1521.0649980054566
Aleksa Camur,1521.0589214620686
Benito Lopez,1520.8763856028052
Abu Azaitar,1520.838376782477
Yan Cabral,1520.787999124499
Daichi Abe,1520.678604732805
Emily Ducote,1520.6768403671922
Danielle Taylor,1520.4170271954827
Azat Maksum,1520.4116512666708
Mizuki,1520.3681889199806
Jorge Gurgel,1520.340869616106
Shamil Gamzatov,1520.3042118902322
Miguel Torres,1520.2271765747623
Dan Cramer,1520.2051164666714
Kazuki Tokudome,1520.1482848915955
Sean Spencer,1520.1223871646464
Rei Tsuruya,1520.0872993555545
Jamal Pogues,1520.0648842820801
Yui Chul Nam,1520.008044594502
Levan Makashvili,1520.0049787170074
Reginaldo Vieira,1520.0
Jeff Hougland,1520.0
Colton Smith,1520.0
ChangHo Lee,1520.0
Jim Alers,1520.0
Chris Cope,1520.0
Ben Earwood,1520.0
Sarah Kaufman,1520.0
Victor Hugo,1520.0
Masio Fullen,1520.0
Carlos Hernandez,1520.0
Logan Clark,1520.0
Mark Eddiva,1520.0
Ramon Taveras,1520.0
Montserrat Conejo Ruiz,1520.0
Yoshiki Takahashi,1520.0
Dione Barbosa,1520.0
Ernest Chavez,1520.0
Richard Walsh,1520.0
Mark Hughes,1520.0
Nick Thompson,1520.0
Leah Letson,1520.0
Clay Harvison,1520.0
Patrick Walsh,1520.0
Miranda Granger,1520.0
Joe Ellenberger,1520.0
Nah-Shon Burrell,1520.0
Dave Strasser,1520.0
Josh Stansbury,1520.0
Kai Kamaka,1520.0
Tafon Nchukwi,1520.0
Buddy Roberts,1520.0
Clifford Starks,1520.0
Naoki Inoue,1520.0
Kyle Watson,1520.0
Bolaji Oki,1520.0
Jamey-Lyn Horth,1520.0
Ricky Turcios,1520.0
Heather Clark,1520.0
Ian Loveland,1520.0
Erick Montano,1520.0
Shamar Bailey,1520.0
Jessamyn Duke,1520.0
John Gunther,1520.0
Geraldo de Freitas,1520.0
Guram Kutateladze,1520.0
Benji Radach,1520.0
Ryan Janes,1520.0
Jessin Ayari,1520.0
Talita Alencar,1520.0
Jessica Penne,1520.0
Chris Gruetzemacher,1520.0
Tiago dos Santos e Silva,1520.0
Nurullo Aliev,1519.7241748439317
Francisco Figueiredo,1519.7093916808085
Carlo Pedersoli Jr.,1519.6196291211645
Kevin Ferguson,1519.4012541585726
Jordan Espinosa,1519.304569753869
Nadia Kassem,1519.2688215185667
Chico Camus,1519.2561430498213
Jesus Pinedo,1519.2342026748356
Rafael Estevam,1519.1974216230594
Blake Bilder,1519.168813163559
Tucker Lutz,1519.1658991160632
Francisco Trevino,1519.1628734697863
Eduardo Garagorri,1519.129824121109
Cody Haddon,1519.0195885336452
MarQuel Mederos,1519.0137872132761
Jenel Lausa,1518.991080188004
Luke Jumeau,1518.9659597037335
Milana Dudieva,1518.8499774443092
Jarred Brooks,1518.8499774443092
Puja Tomar,1518.8499774443092
Forrest Petz,1518.8499774443092
Marcelo Guimaraes,1518.8499774443092
Nicco Montano,1518.8499774443092
Magomed Gadzhiyasulov,1518.8499774443092
Tyrone Roberts,1518.7906814958308
Syuri Kondo,1518.784047942041
Brok Weaver,1518.781592649535
Danny Chavez,1518.7370138678857
Kanako Murata,1518.5704331817487
Ange Loosa,1518.539663015012
Luis Saldana,1518.5184268551138
Lando Vannata,1518.5107121102733
Deron Winn,1518.497557295119
Sedriques Dumas,1518.430858185196
Mana Martinez,1518.1364929748809
Jamie Moyle,1518.1194123697398
Ryan Benoit,1517.9001680697418
Hannah Cifers,1517.898962984815
Sirwan Kakai,1517.7577205812927
Abubakar Nurmagomedov,1517.390821157594
Natan Levy,1517.099900042586
Terry Martin,1516.986907542235
Gaston Bolanos,1516.7558869857633
Ivan Jorge,1516.7288560798338
Nikolas Motta,1516.5779640555834
Jessica Eye,1516.2481602268806
Gilbert Melendez,1516.2016452018763
Wellington Turman,1515.5830007123654
Jordan Rinaldi,1515.581625834173
Alessandro Costa,1514.995169485067
Sean O'Connell,1514.7607998974731
Vince Morales,1514.5579977518748
Anthony Njokuani,1514.0286495883104
James Moontasri,1513.8667996011968
Chris Barnett,1513.309905554035
Melquizael Costa,1512.9302906434987
Jake Rosholt,1512.7324486951031
Brad Scott,1512.559862845201
Ihor Potieria,1512.4763213016074
Kyle Daukaus,1512.4574100374273
Cortney Casey,1512.0516896143065
Scott Askham,1511.959538748523
Austin Hubbard,1511.8614340706008
Dhiego Lima,1511.7996348498834
Markus Perez,1511.7735319699148
Mitch Clarke,1511.153846193172
Mike Rodriguez,1511.1070958872172
Anthony Hamilton,1510.9464062374323
Jason High,1510.7787169210021
Fabricio Camoes,1510.5332352436612
Mike de la Torre,1510.5123540069342
Malcolm Gordon,1510.331628751727
Rafael Alves,1510.3272672889914
Jason Witt,1510.1107831213558
Leonard Garcia,1510.0711941229108
Jake Collier,1510.069658845233
Luigi Vendramini,1509.981658945359
Randa Markos,1509.9737139804843
Jamall Emmers,1509.9174168202965
Tom Watson,1509.8584386032048
Preston Parsons,1509.8315588331209
Maxim Grishin,1509.7570206182386
Adam Fugitt,1509.7458512792527
Rafael Cavalcante,1509.64573092942
Kimo Leopoldo,1509.5774012456673
Ramiz Brahimaj,1509.3041475277473
Steven Peterson,1509.2735303649997
Karlos Vemola,1509.174868445369
Jared Hamman,1509.0209012863568
Justin Buchholz,1508.9771906395351
Francisco Prado,1508.9694117165996
Mario Miranda,1508.8962873925636
Dwayne Cason,1508.7874130333753
Chris Wilson,1508.7010783075636
Junior Tafa,1508.6493644425013
Cyril Asker,1508.646338382701
Daniel Sarafian,1508.496086147886
Rameau Thierry Sokoudjou,1508.3136832583696
Justin Edwards,1508.2896727171137
Bassil Hafez,1508.2790123817138
Christian Morecraft,1508.2186570705364
Ian McCall,1508.15687604547
TJ Brown,1508.07796184792
Vagner Rocha,1508.071379189119
Gustavo Lopez,1507.9753073456739
Geane Herrera,1507.9055504726373
Cody Gibson,1507.784355503606
John Salter,1507.7688593820071
Sultan Aliev,1507.7654826203548
Jeremy Kimball,1507.6100143217739
Tra Telligman,1507.5918682569438
Dominique Steele,1507.558659757029
Frankie Perez,1507.534560908651
Geza Kalman,1507.5042144586355
Alex Nicholson,1507.5042144586355
Nick Sanzo,1507.4886777971333
Dongi Yang,1507.4704568156337
Scott Smith,1507.4297229000406
Anthony Birchak,1507.3563065688184
Luan Chagas,1507.3393665255846
Patrick Williams,1507.2924653504917
Willie Gates,1507.2419799239933
Ryo Chonan,1507.1758743127814
Oluwale Bamgbose,1507.0810969242973
Akbarh Arreola,1507.0364393164327
Aoriqileng,1507.0153226988132
Yaotzin Meza,1506.8565191615223
George Roop,1506.8103363812204
Jose Johnson,1506.7173430759126
Darrell Horcher,1506.6382123340431
Joachim Christensen,1506.5916619013572
Bruna Brasil,1506.5031334553673
Wu Yanan,1506.3968193589242
David Bielkheden,1506.3558490115704
Johnny Munoz,1506.3387679324076
Dale Hartt,1506.2318876915995
Pete Rodriguez,1506.2159914943118
Jeka Saragih,1506.2074466763797
Artem Lobov,1506.175686667808
Harold Howard,1506.1500225556908
Steven Graham,1506.1500225556908
Chris Brennan,1506.1500225556908
Tai Bowden,1506.1500225556908
Reuben Duran,1506.1500225556908
Katsuhisa Fujii,1506.1500225556908
Yosdenis Cedeno,1506.1500225556908
Louis Gaudinot,1506.1500225556908
Tae Hyun Bang,1506.1500225556908
Garreth McLellan,1506.1500225556908
Rob MacDonald,1506.1500225556908
Khalid Taha,1506.1500225556908
Ian Entwistle,1506.1500225556908
Gilbert Urbina,1506.0903295858002
Guido Cannetti,1506.0511652297846
Junior Assuncao,1506.0242442792683
Claudio Ribeiro,1505.9927031644563
Shane Campbell,1505.8677576365137
Jarjis Danho,1505.6814896762376
Scott Morris,1505.674148389656
Michael Kuiper,1505.640392940139
Heath Herring,1505.6381905275712
Chris Fishgold,1505.5677770890998
Charles McCarthy,1505.5596524001603
Marcus Bossett,1505.548390377344
Matt Dwyer,1505.4937632205776
Alvin Robinson,1505.4409986645965
Edgar Chairez,1505.4342268606829
Joe Doerksen,1505.3991920896185
Orlando Wiet,1505.345599283978
Chris Tuchscherer,1505.3286992171406
Keith Rockel,1505.2968315805163
Klidson Abreu,1505.2851094269254
Todd Medina,1505.255538350585
Teemu Packalen,1505.1651792363386
Amaury Bitetti,1505.1574483767286
Denis Tiuliulin,1505.1568308438495
Brad Kohler,1505.1487173720325
Dustin Pague,1505.082699006656
Jack Nilson,1505.065968938621
Kleydson Rodrigues,1505.0127003264477
Alex Chambers,1505.0
Vik Grujic,1505.0
Kaue Fernandes,1504.9941612157181
Robert Sanchez,1504.9495040143065
Augusto Mendes,1504.9209266231849
Kyle Bochniak,1504.9013580206731
Greg Soto,1504.8443870160277
Kuniyoshi Hironaka,1504.7472184868766
Albert Morales,1504.747098298234
Gabriel Miranda,1504.726067365334
Josh Fremd,1504.716528846724
Chase Sherman,1504.5918335747372
Jason Gonzalez,1504.5831637744748
Vaughan Lee,1504.5759752416222
Evan Elder,1504.5084481717377
Mads Burnell,1504.3708586085456
Steve Bruno,1504.3498555126912
Curt Warburton,1504.3127654045538
Clay Collard,1504.2742060410794
Per Eklund,1504.2075372723402
Matt Sayles,1504.1937066589257
Maki Pitolo,1504.0467369616322
Frank Camacho,1504.0370869098097
Rongzhu,1503.9904403347014
Amanda Cooper,1503.9868746891714
Cal Worsham,1503.8554774415504
Felipe Colares,1503.8189638910549
Jamie Pickett,1503.716753850638
Daniel Spitz,1503.672266339814
Jai Herbert,1503.5382620556218
Caolan Loughran,1503.5006298328465
Felipe dos Santos,1503.46518553015
Valmir Lazaro,1503.4145292627238
Julia Polastri,1503.4090339659772
Thomas Petersen,1503.2328106744983
Liana Jojua,1503.1918771771814
Irwin Rivera,1503.1861396299403
Renee Forte,1503.171710676436
