Fighter,Peak Elo
Eugene Jackson,1167.79
Mike Grundy,1167.69
Yoshiyuki Yoshida,1167.19
Mansur Abdul-Malik,1167.14
Zak Ottow,1166.96
Teruto Ishihara,1166.85
Manvel Gamburyan,1166.79
Sanae Kikuta,1166.59
Modestas Bukauskas,1165.88
Emily Whitmire,1165.87
Lina Lansberg,1165.51
Shane Roller,1164.78
Arjan Bhullar,1164.31
Bea Malecki,1164.21
Sergey Morozov,1164.21
Brian Foster,1164.01
Mark Hall,1163.91
Ikuhisa Minowa,1163.69
Darren Uyenoyama,1163.5
Antonio Carvalho,1163.25
Will Brooks,1162.63
Dmitry Sosnovskiy,1162.57
Lando Vannata,1162.56
Francimar Barroso,1162.38
Jafel Filho,1162.38
Sijara Eubanks,1162.09
DaMarques Johnson,1162.01
Sam Sicilia,1161.98
Pingyuan Liu,1161.79
Maiquel Falcao,1161.69
Jonathan Goulet,1161.31
Rodrigo Damm,1161.27
Che Mills,1161.07
SuYoung You,1160.53
Batgerel Danaa,1160.18
Dave Menne,1160.12
Rogerio Bontorin,1159.8
Niklas Backstrom,1159.73
Charles Radtke,1159.23
Tom Nolan,1159.16
Luana Carolina,1158.13
Ketlen Souza,1157.78
Scott Jorgensen,1157.2
Junior Albini,1157.05
Rory Singer,1157.03
Joe Slick,1156.96
Emil Meek,1156.92
Oskar Piechota,1156.91
Shayilan Nuerdanbieke,1156.9
Irina Alekseeva,1156.88
Lee Murray,1156.51
Eric Schafer,1156.09
Trevor Prangley,1155.36
Gabe Green,1155.07
JeongYeong Lee,1154.03
Joey Beltran,1153.64
Mark Godbeer,1152.89
Felicia Spencer,1152.65
Gan McGee,1152.35
Leandro Issa,1152.28
Sultan Aliev,1152.21
Yoshihiro Akiyama,1152.04
Mark Schultz,1151.73
Humberto Bandenay,1151.73
ChangHo Lee,1151.65
Livinha Souza,1151.48
Stanislav Nedkov,1151.0
Akihiro Gono,1150.89
Takashi Sato,1150.39
Juan Espino,1150.33
Isaac Vallie-Flagg,1149.45
Nikolas Motta,1149.39
Charles Rosa,1148.86
Alex Hunter,1148.49
Andre Winner,1148.47
Morgan Charriere,1148.33
Ibo Aslan,1148.13
Viscardi Andrade,1147.98
Masanori Kanehara,1147.91
Carmelo Marrero,1147.43
Terry Martin,1146.85
Lucas Almeida,1146.48
Keita Nakamura,1146.36
Justine Kish,1146.32
Anthony Njokuani,1146.14
Shinsho Anzai,1146.13
Hector Sandoval,1145.73
Diego Nunes,1145.49
Mike Massenzio,1144.93
Azamat Bekoev,1144.8
Jimy Hettes,1144.72
Semmy Schilt,1144.65
Parker Porter,1144.63
Luigi Fioravanti,1143.39
Kyle Daukaus,1143.1
Jonathan Brookins,1142.96
Tom Niinimaki,1142.63
Justin Eilers,1142.4
Melissa Mullins,1142.32
Tristan Connelly,1141.81
Kron Gracie,1141.8
Jonny Parsons,1141.72
Damian Stasiak,1141.68
Dan Bobish,1141.34
Tim Hague,1141.18
HyunSung Park,1141.15
Brianna Fortino,1141.03
Alessio Di Chirico,1140.79
Aleksandra Albu,1140.77
Reza Madadi,1140.51
Cyrille Diabate,1139.83
Pete Spratt,1139.62
Dustin Kimura,1139.54
Kamuela Kirk,1139.31
Bart Palaszewski,1139.27
Andrew Holbrook,1139.25
Roxanne Modafferi,1139.0
Renato Verissimo,1138.91
Steve Bosse,1138.78
Lucie Pudilova,1138.06
Tainara Lisboa,1137.75
Kimo Leopoldo,1137.47
Eduarda Moura,1137.47
Jordan Rinaldi,1137.45
Cory McKenna,1137.33
Shauna Bannon,1137.08
Mitch Clarke,1136.9
Gabriel Santos,1136.84
MarQuel Mederos,1135.97
Maheshate,1135.76
Tom Duquesnoy,1135.72
Jason High,1135.08
Don'Tale Mayes,1134.61
Tallison Teixeira,1134.6
Ashlee Evans-Smith,1134.55
Wang Guan,1134.41
Vince Morales,1133.75
Christian Wellisch,1133.41
Timothy Johnson,1133.22
Daria Zhelezniakova,1132.75
Jimmy Flick,1132.66
Chris Kelades,1132.57
Justin McCully,1131.94
Carlo Prater,1131.94
Lauren Mueller,1131.94
Luis Henrique,1131.58
Lance Benoist,1131.51
Bojan Velickovic,1130.92
Shane Young,1130.88
Valter Walker,1130.18
Jonathan Micallef,1129.46
Yazmin Jauregui,1129.41
Paddy Holohan,1129.19
Andrei Semenov,1128.49
Sean O'Connell,1128.32
Ian McCall,1128.23
Stephanie Luciano,1128.01
Michinori Tanaka,1127.55
Julian Marquez,1127.35
Waylon Lowe,1127.32
Emily Ducote,1126.83
Katsunori Kikuno,1126.46
Kaue Fernandes,1125.65
Priscila Cachoeira,1125.4
Leslie Smith,1125.16
Jonathan Wilson,1124.62
Danilo Marques,1123.84
Jake Rosholt,1123.65
Ryan Benoit,1123.13
Bibulatov Magomed,1123.09
Julia Avila,1122.69
Jon Tuck,1121.2
Hamdy Abdelwahab,1120.85
Austin Lingo,1120.69
Isaac Dulgarian,1120.27
Hans Stringer,1120.23
Drew McFedries,1120.21
Mizuki,1120.0
Juliana Lima,1119.97
Philip De Fries,1119.52
Ariane Carnelossi,1119.46
Damien Brown,1119.34
Bruno Lopes,1119.34
Yuta Sasaki,1118.73
Albert Duraev,1118.67
Rodolfo Bellato,1118.55
Montserrat Rendon,1118.14
Cameron Smotherman,1117.68
Jake Hadley,1117.65
Wellington Turman,1117.22
George Roop,1115.72
Kevin Rosier,1115.0
Scott Morris,1115.0
Frank Hamaker,1115.0
Orlando Wiet,1115.0
Harold Howard,1115.0
Marcus Bossett,1115.0
Jon Hess,1115.0
Todd Medina,1115.0
Onassis Parungao,1115.0
Scott Bessac,1115.0
Sam Adkins,1115.0
Rafael Carino,1115.0
Roberto Traven,1115.0
Nick Sanzo,1115.0
Justin Martin,1115.0
Enson Inoue,1115.0
Steven Graham,1115.0
Tony Fryklund,1115.0
Dwayne Cason,1115.0
Kazushi Sakuraba,1115.0
Chris Brennan,1115.0
Mikey Burnett,1115.0
Cesar Marscucci,1115.0
Tulio Palhares,1115.0
Sione Latu,1115.0
Ron Waterman,1115.0
Marcelo Mello,1115.0
Paul Jones,1115.0
John Lewis,1115.0
Katsuhisa Fujii,1115.0
Scott Adams,1115.0
Bob Cook,1115.0
Lance Gibson,1115.0
Yuki Kondo,1115.0
Genki Sudo,1115.0
Jonathan Wiezorek,1115.0
Alex Karalexis,1115.0
Branden Lee Hinkle,1115.0
Tom Murphy,1115.0
Mike Nickels,1115.0
Kalib Starnes,1115.0
Anthony Torres,1115.0
Paul Taylor,1115.0
Roman Mitichyan,1115.0
Matt Arroyo,1115.0
Troy Mandaloniz,1115.0
War Machine,1115.0
Shannon Gugerty,1115.0
Nate Loughran,1115.0
Rory Markham,1115.0
Steve Cantwell,1115.0
Rolando Delgado,1115.0
Junie Browning,1115.0
Nick Catone,1115.0
Mike Ciesnolevicz,1115.0
James Wilks,1115.0
Jesse Lennox,1115.0
James McSweeney,1115.0
Sean McCorkle,1115.0
Rob Broughton,1115.0
Nick Pace,1115.0
Cody McKenzie,1115.0
Mackens Semerzier,1115.0
Dave Herman,1115.0
Walel Watson,1115.0
John Albert,1115.0
John Cholish,1115.0
Simeon Thoresen,1115.0
Justin Lawrence,1115.0
Marcos Vinicius,1115.0
Thiago Perpetuo,1115.0
Ben Alloway,1115.0
Tor Troeng,1115.0
Robert McDaniel,1115.0
Antonio Braga Neto,1115.0
Josh Sampo,1115.0
Anying Wang,1115.0
Ricardo Abreu,1115.0
Eddie Gordon,1115.0
Henry Briones,1115.0
Aisling Daly,1115.0
Tony Sims,1115.0
Glaico Franca Moreira,1115.0
Alvaro Herrera Mendoza,1115.0
Martin Bravo,1115.0
Joseph Morales,1115.0
Mara Romero Borella,1115.0
Shana Dobson,1115.0
Rachael Ostovich,1115.0
Polyana Viana,1115.0
Charles Byrd,1115.0
Dalcha Lungiambula,1115.0
Yorgan De Castro,1115.0
Spike Carlyle,1115.0
Christian Aguilera,1115.0
Kay Hansen,1115.0
Sasha Palatnikov,1115.0
Aliaskhab Khizriev,1115.0
Juliana Miller,1115.0
Anshul Jubli,1115.0
Yanal Ashmouz,1115.0
Ryan Loder,1115.0
Nathan Fletcher,1115.0
Shi Ming,1115.0
DongHun Choi,1115.0
Tony Kelley,1114.95
Benito Lopez,1114.01
Alptekin Ozkilic,1113.73
Mike de la Torre,1113.18
Matt Veach,1113.09
Carlos Leal,1113.04
Jose Torres,1112.88
Tom Watson,1112.71
Justin Jaynes,1112.66
Kazuki Tokudome,1112.31
Ji Yeon Kim,1112.3
Mark Weir,1111.55
Shamil Gamzatov,1111.38
Sumudaerji,1111.19
Jacobe Smith,1110.75
Joselyne Edwards,1110.45
Cole Smith,1110.2
Jordan Espinosa,1109.99
Issei Tamura,1109.84
Ronaldo Rodriguez,1109.83
Marcel Fortuna,1109.75
Ode Osbourne,1109.02
Francisco Prado,1108.7
Cody Brundage,1108.66
Hunter Azure,1108.62
James Moontasri,1108.27
Ken Stone,1107.98
Marcus Aurelio,1107.97
Pete Sell,1107.92
Pat Barry,1107.89
Gabriella Fernandes,1107.51
Bec Rawlings,1106.03
Sarah Moras,1105.92
Azat Maksum,1105.91
Mario Pinto,1105.73
Robert Whiteford,1105.46
Loik Radzhabov,1104.96
Aleksa Camur,1104.31
Garrett Armfield,1103.66
Yui Chul Nam,1102.52
Talita Alencar,1102.25
Fabricio Camoes,1102.13
Zhang Tiequan,1101.51
Travis Lutter,1101.03
Josh Quinlan,1100.54
Artem Lobov,1100.42
Pascal Krauss,1100.06
Yoshiki Takahashi,1100.0
Ben Earwood,1100.0
Mark Hughes,1100.0
Benji Radach,1100.0
Dave Strasser,1100.0
Sam Hoger,1100.0
Nick Thompson,1100.0
Logan Clark,1100.0
Kyle Watson,1100.0
Ian Loveland,1100.0
Miguel Torres,1100.0
Clay Harvison,1100.0
Shamar Bailey,1100.0
Chris Cope,1100.0
Jeff Hougland,1100.0
Clifford Starks,1100.0
Justin Salas,1100.0
Buddy Roberts,1100.0
Colton Smith,1100.0
Nah-Shon Burrell,1100.0
Sarah Kaufman,1100.0
Jessamyn Duke,1100.0
Ernest Chavez,1100.0
Mark Eddiva,1100.0
Jim Alers,1100.0
Richard Walsh,1100.0
Joe Ellenberger,1100.0
Patrick Walsh,1100.0
Tiago dos Santos e Silva,1100.0
Heather Clark,1100.0
Jessica Penne,1100.0
Masio Fullen,1100.0
Reginaldo Vieira,1100.0
Erick Montano,1100.0
Chris Gruetzemacher,1100.0
Josh Stansbury,1100.0
Jessin Ayari,1100.0
Ryan Janes,1100.0
Naoki Inoue,1100.0
John Gunther,1100.0
Leah Letson,1100.0
Geraldo de Freitas,1100.0
Miranda Granger,1100.0
Kai Kamaka,1100.0
Guram Kutateladze,1100.0
Tafon Nchukwi,1100.0
Montserrat Conejo Ruiz,1100.0
Ricky Turcios,1100.0
Carlos Hernandez,1100.0
Jamey-Lyn Horth,1100.0
Ramon Taveras,1100.0
Bolaji Oki,1100.0
Victor Hugo,1100.0
Dione Barbosa,1100.0
Aleksandre Topuria,1100.0
Ebenezer Fontes Braga,1099.91
Levan Makashvili,1099.27
Gustavo Lopez,1099.26
Rei Tsuruya,1098.39
Yan Cabral,1098.37
Sean Spencer,1097.25
Jai Herbert,1097.17
Luke Jumeau,1095.32
Kevin Vallejos,1095.03
Chris Clements,1094.73
Andre Roberts,1094.37
Austin Hubbard,1094.02
Impa Kasanganay,1093.75
Rafael Alves,1093.75
Justin Edwards,1093.69
Abu Azaitar,1093.6
Jason Von Flue,1093.2
Leonard Garcia,1093.03
Danielle Taylor,1092.99
Preston Parsons,1092.98
Chris Wilson,1092.96
Malcolm Gordon,1092.78
Jorge Santiago,1092.42
Zachary Reese,1092.12
Austin Vanderford,1092.0
Luke Cummo,1091.75
Chad Anheliger,1091.67
Darko Stosic,1091.45
Cortney Casey,1091.21
Javier Vazquez,1090.89
Wesley Correira,1090.79
Maxim Grishin,1090.33
Jorge Gurgel,1090.07
Dan Cramer,1089.47
Cody Donovan,1088.9
Randa Markos,1088.9
Francisco Trevino,1088.63
Augusto Montano,1088.49
Justin Buchholz,1088.47
Jason Witt,1088.25
Carlo Pedersoli Jr.,1088.23
Daichi Abe,1087.97
Jamal Pogues,1087.57
Victor Altamirano,1087.43
Kyle Bochniak,1087.2
Tresean Gore,1087.13
Jared Hamman,1087.1
Ryo Chonan,1085.95
Jesus Pinedo,1085.79
Quillan Salkilld,1085.6
Nadia Kassem,1085.23
Noad Lahat,1085.2
Kanako Murata,1085.11
Jamall Emmers,1084.72
Geane Herrera,1084.66
Dong Hyun Ma,1084.45
Luis Saldana,1084.42
Mike Kyle,1084.39
Alvin Robinson,1084.15
Alexia Thainara,1083.95
Guido Cannetti,1083.62
Valmir Lazaro,1083.47
Dan Christison,1082.79
Ange Loosa,1082.74
Chico Camus,1082.67
Greg Soto,1082.3
Shane Campbell,1082.25
Viacheslav Borshchev,1082.05
Ateba Gautier,1081.82
Jenel Lausa,1081.69
Steven Peterson,1081.19
Cody Haddon,1081.06
Junior Tafa,1080.24
Amaury Bitetti,1080.21
Tucker Lutz,1080.02
Ihor Potieria,1079.71
Augusto Mendes,1079.68
Juan Adams,1079.6
Wang Cong,1078.51
Corey Hill,1078.27
Carlos Eduardo Rocha,1078.27
Nick Denis,1078.27
Mike Rio,1078.27
Galore Bofando,1078.27
Randy Costa,1077.94
Luan Chagas,1077.41
Elijah Smith,1077.34
Cristian Quinonez,1076.98
Marcelo Golm,1076.9
Vagner Rocha,1076.8
Alessandro Costa,1076.68
Luigi Vendramini,1075.9
Trevor Peek,1075.86
Heath Herring,1075.56
Edwin Figueroa,1075.44
Bogdan Grad,1075.33
Felipe Silva,1074.94
Blake Bilder,1074.89
Mario Miranda,1074.15
Oluwale Bamgbose,1073.87
Scott Smith,1073.39
Carlos Vera,1073.3
Albert Morales,1073.28
Viktoriia Dudakova,1073.19
Bassil Hafez,1073.16
Mike Brown,1073.14
Rameau Thierry Sokoudjou,1072.91
Felipe dos Santos,1072.52
Brandon Davis,1072.36
Caolan Loughran,1072.05
Milana Dudieva,1071.99
Jarred Brooks,1071.99
Nicco Montano,1071.99
Puja Tomar,1071.99
Billy Ray Goff,1071.9
Felipe Colares,1071.86
Dan Argueta,1071.84
Francisco Figueiredo,1071.27
Wu Yanan,1070.42
Rob Kimmons,1070.06
Adam Fugitt,1069.95
Dustin Stoltzfus,1069.83
Christian Morecraft,1069.75
Brendson Ribeiro,1069.7
David Bielkheden,1069.48
Francis Marshall,1068.84
Adam Milstead,1068.38
Mariya Agapova,1068.09
Forrest Petz,1068.06
Marcelo Guimaraes,1068.06
Magomed Gadzhiyasulov,1068.06
Navajo Stirling,1068.06
Torrez Finney,1068.06
Rafael Cavalcante,1067.67
Tyrone Roberts,1067.44
Eduardo Garagorri,1067.41
Ricardo Romero,1067.35
Darrell Horcher,1066.0
Cody Gibson,1065.66
Bruna Brasil,1065.62
Anthony Hamilton,1065.49
Mark De La Rosa,1065.3
Robelis Despaigne,1065.28
Tedd Williams,1064.88
Aoriqileng,1064.74
Syuri Kondo,1064.62
Brok Weaver,1064.1
Tamires Vidal,1063.72
Patrick Williams,1063.29
Jose Delgado,1063.15
Gina Mazany,1062.91
Mickael Lebout,1062.51
Geza Kalman,1062.21
Alex Nicholson,1062.21
Aaron Riley,1062.2
Jordan Wright,1061.76
Gaston Bolanos,1061.75
Fatima Kline,1061.57
Abdul-Kerim Edilov,1061.46
Irwin Rivera,1061.25
Felipe Bunes,1061.07
Daniel Sarafian,1060.89
David Martinez,1060.89
Gokhan Saki,1060.74
Kevin Ferguson,1060.63
Dominique Steele,1060.44
Alex White,1059.46
Hector Urbina,1059.22
Natan Levy,1057.88
Danny Chavez,1057.64
Jared Gooden,1057.63
Jamie Moyle,1056.93
Mana Martinez,1056.79
Andre Soukhamthath,1056.45
Travis Fulton,1056.33
Vaughan Lee,1054.99
Clay Collard,1054.43
Frank Camacho,1053.76
Kuniyoshi Hironaka,1053.31
Cheyanne Vlismas,1053.14
Vinny Magalhaes,1052.14
Luke Zachrich,1051.9
Joachim Christensen,1051.36
Johnny Munoz,1051.09
Abubakar Nurmagomedov,1051.07
Dongi Yang,1050.73
TJ Brown,1050.36
Hannah Cifers,1050.07
Michael Kuiper,1049.8
Jamie Pickett,1049.52
CJ Vergara,1049.34
Jeka Saragih,1047.46
Curt Warburton,1047.37
Reuben Duran,1047.21
Tae Hyun Bang,1047.21
Yosdenis Cedeno,1047.21
Garreth McLellan,1047.21
Khalid Taha,1047.21
Julia Polastri,1047.08
Chris Barnett,1046.96
Brad Scott,1046.94
Deron Winn,1046.62
Markus Perez,1046.42
Jake Collier,1046.2
Denis Kang,1046.05
Mads Burnell,1045.71
Chris Tuchscherer,1043.95
Gil Castillo,1043.91
Ozzy Diaz,1043.88
Marcin Prachnio,1043.68
Thomas Petersen,1043.66
David Zawada,1043.48
Cristiano Marcello,1042.97
Dusko Todorovic,1042.83
Sirwan Kakai,1042.62
Mason Jones,1042.56
Pete Rodriguez,1041.69
Anthony Birchak,1041.68
Jinh Yu Frey,1041.45
Ivan Jorge,1041.23
Roger Narvaez,1040.92
Allen Crowder,1040.6
Scott Askham,1040.14
Jose Johnson,1040.0
Xiao Long,1039.83
Klidson Abreu,1039.7
Mike Rodriguez,1039.02
Elise Reed,1038.83
Joe Moreira,1038.08
Lucas Alexander,1037.49
Jonathan Meunier,1036.98
Teemu Packalen,1036.74
Anthony Macias,1036.73
Tai Bowden,1036.73
Tra Telligman,1036.73
Rob MacDonald,1036.73
Louis Gaudinot,1036.73
Ian Entwistle,1036.73
Willie Gates,1035.75
Kevin Casey,1035.4
Mike Guymon,1035.04
Eric Shelton,1034.83
Junior Assuncao,1033.69
John Salter,1032.93
Sedriques Dumas,1031.2
Nate Mohr,1029.86
Lara Procopio,1029.74
Jarjis Danho,1029.4
Chris Dempsey,1029.12
Gilbert Urbina,1029.09
Yaotzin Meza,1028.16
Rafaello Oliveira,1028.01
Viktor Pesta,1028.01
Ernesta Kareckaite,1028.01
Joe Doerksen,1027.77
Ramiz Brahimaj,1027.38
Chris Fishgold,1027.37
Matt Dwyer,1026.06
Serhiy Sidey,1025.59
Ron Stallings,1025.39
Julija Stoliarenko,1024.28
Jordan Griffin,1023.83
Jason Gonzalez,1023.45
Frankie Perez,1023.44
Bruno Santos,1022.04
Karlos Vemola,1021.82
Matt Sayles,1021.25
Vernon White,1021.22
Alex Da Silva,1020.98
Kleydson Rodrigues,1020.04
Yao Zhikui,1019.97
Westin Wilson,1019.57
Cyril Asker,1018.62
Jerrod Sanders,1017.07
Richie Vaculik,1016.94
Mike Jackson,1016.94
Dustin Pague,1015.44
Riki Fukuda,1015.36
Tereza Bleda,1015.35
Brendan O'Reilly,1015.05
Renee Forte,1015.04
Vik Grujic,1015.0
Edgar Chairez,1014.18
Chase Sherman,1013.77
Jeremy Kimball,1012.98
Nam Phan,1012.84
Denis Tiuliulin,1012.84
Eddie Yagin,1012.27
Callan Potter,1012.16
David Mitchell,1011.8
Sai Wang,1011.44
Rongzhu,1011.19
Jack Nilson,1010.53
Brad Kohler,1010.53
Carli Judice,1010.48
Evan Elder,1010.42
Dale Hartt,1010.2
Joby Sanchez,1009.64
Josh Fremd,1009.57
Steve Bruno,1008.13
Milton Vieira,1008.04
Jared Vanderaa,1008.04
John Gunderson,1007.25
Charles McCarthy,1005.02
Mizuto Hirota,1003.68
Aaron Rosa,1003.66
AJ Fletcher,1002.5
Gasan Umalatov,1002.15
Phil Harris,1001.74
Akbarh Arreola,1001.09
Per Eklund,1000.69
Cal Worsham,1000.0
Marcus Silveira,1000.0
Alfonso Alcarez,1000.0
Mark Robinson,1000.0
Ron Faircloth,1000.0
Wagner Prado,1000.0
Mike Ricci,1000.0
Pedro Nobre,1000.0
Bubba Bush,1000.0
Robert Drysdale,1000.0
Keith Berish,1000.0
Alex Chambers,1000.0
DeAnna Bennett,1000.0
Melinda Fabian,1000.0
Bobby Moffett,1000.0
John Allan,1000.0
Ben Sosoli,1000.0
Kevin Croom,1000.0
Austen Lane,1000.0
Saparbeg Safarov,999.39
Benardo Sopaj,998.94
Raphael Pessoa,998.43
Claudio Ribeiro,998.02
Andreas Michailidis,997.72
Keith Rockel,997.29
Robert Sanchez,996.74
Henry Martinez,996.28
Kai Asakura,996.23
Seo Hee Ham,996.11
Marcus LeVesseur,996.09
Anton Kuivanen,995.69
Alexander Munoz,994.37
Matt Grice,994.24
Patricio Freire,992.6
Dennis Buzukja,992.59
Amanda Cooper,991.85
Nathan Coy,991.68
Ron van Clief,990.94
Daniel Spitz,990.87
Kamal Shalorus,990.65
Gabriel Miranda,990.59
Ashley Yoder,990.17
Roman Bogatov,989.8
Craig White,988.99
Kevin Borjas,988.87
Maki Pitolo,988.53
Kurt Holobaugh,987.63
Derrick Krantz,987.23
Yohan Lainesse,984.69
Don Shainis,984.52
Cody Pfister,983.3
Bekzat Almakhan,983.23
Maria Oliveira,983.1
Jesse Bongfeldt,980.66
Renzo Gracie,980.33
Cole Williams,979.94
Julian Sanchez,979.64
Journey Newson,979.24
Amar Suloev,978.7
Sean Salmon,978.54
William Macario,978.28
Papy Abedi,978.19
Daniel Barez,977.95
Jason Dent,977.57
Matt Hobar,976.95
James Toney,976.83
Quang Le,976.22
Ryan Jensen,975.9
Chad Griggs,975.54
Christian Colombo,975.22
Orion Cosce,974.85
Chris Haseman,974.05
John Alessio,973.4
Liana Jojua,973.26
Minoki Ichihara,972.24
CJ Fernandes,971.99
Stefan Sekulic,971.76
Kyle Bradley,971.62
Antonio Mendes,970.95
Charlie Ontiveros,970.79
Andre Pederneiras,968.88
Jorge Patino,968.4
Jamey Simmons,968.27
David Michaud,968.06
Gilbert Yvel,967.75
Melissa Martinez,967.21
Rolando Bedoya,965.61
Niklas Stolze,965.57
Nohelin Hernandez,964.93
Jeff Joslin,963.93
Bevon Lewis,963.74
Zachary Scroggin,963.37
Sabah Homasi,963.34
John Lober,963.07
Danny Downes,962.68
Alberto Crane,962.09
Andy Enz,961.92
Koji Oishi,961.69
Leonardo Mafra,961.59
Alex Reyes,961.26
Gaetano Pirrello,961.24
Mehdi Baghdad,961.04
Bobby Hoffman,960.86
Kris Moutinho,960.82
Liliya Shakirova,960.7
Roberto Romero,960.6
Adam Yandiev,960.32
Jon Delos Reyes,960.28
Landon Quinones,960.11
Marcin Held,959.29
Jason Reinhardt,959.07
Jesse Taylor,958.37
Pawel Pawlak,958.17
Mateus Mendonca,958.15
Marvin Eastman,957.57
Anderson Dos Santos,957.44
Mats Nilsson,957.37
Michael McBride,956.83
Josh Parisian,956.58
Liudvik Sholinian,956.55
Brock Jardine,956.47
Kazula Vargas,956.18
Kazuhiro Nakamura,956.12
Austin Arnett,955.88
Joseph Holmes,955.67
Roger Hollett,955.62
Chad Reiner,955.21
Jessica Aguilar,955.02
AJ Cunningham,954.99
Dan Moret,954.96
Denis Stojnic,954.71
Carl Deaton,954.39
Anton Turkalj,953.93
Rudyard Moncayo,953.79
Steve Lopez,953.58
Andy Ogle,953.57
Jason Tan,953.53
Kaynan Kruschewsky,953.45
Edgar Garcia,953.33
Shane del Rosario,953.04
Doug Evans,952.66
Joey Gambino,952.32
Jocelyn Jones-Lybarger,951.95
Tom Gallicchio,951.8
Salim Touahri,951.53
Assuerio Silva,951.0
Roman Salazar,950.68
Devin Powell,950.29
Oliver Enkamp,950.11
Mallory Martin,949.8
Zac Pauga,949.54
Billy Elekana,949.53
Josh Hendricks,949.11
Mike Breeden,948.75
Paul Creighton,948.31
Azunna Anyanwu,948.24
Greg Stott,948.04
Brandon Melendez,948.02
Eric McConico,947.73
Peter Barrett,947.27
Lukasz Brzeski,947.27
Julius Walker,947.21
Ryan Couture,946.36
Luan Lacerda,946.02
Darrius Flowers,945.88
Edwin DeWees,945.66
Tim Gorman,945.64
Austin Bashi,945.54
Rolando Dy,945.47
Ramona Pascual,944.36
Wes Sims,944.15
Blood Diamond,943.84
Amilcar Alves,943.55
Jim Mullen,943.54
Elvis Mutapcic,943.32
Thibault Gouti,943.21
Bojan Mihajlovic,943.1
Tonya Evinger,942.89
Homer Moore,942.86
Terrence Mitchell,942.55
Yanis Ghemmouri,942.55
Joe Brammer,942.52
Alex Soto,942.5
Jarno Errens,942.2
Alexandre Ferreira,942.12
Quinn Mulhern,942.07
Mitch Ramirez,941.96
JC Cottrell,941.58
Ricardo Funch,941.09
Matt Bessette,940.62
Rex Holman,940.54
Brandon Wolff,940.48
Mike Wessel,940.48
Igor Zinoviev,940.19
Hayato Sakurai,939.98
Carlos Huachin,939.97
Danny Mitchell,939.92
Nick Agallar,939.86
Shayna Baszler,939.77
Juancamilo Ronderos,939.77
Ray Rodriguez,939.67
Danyelle Wolf,939.17
Antonio McKee,938.98
Ryan Parker,938.6
Gilbert Aldana,938.26
Yuki Sasaki,938.11
Alexandre Barros,937.89
Matt Horwich,937.73
Jason Miller,937.67
Gabriel Silva,937.59
Yasuhiro Urushitani,937.28
Antonio Trocoli,937.22
Joao Zeferino,936.87
Jesse Butler,936.39
Julio Paulino,936.05
AJ Dobson,935.66
Joe Merritt,935.36
Steve Vigneault,935.04
Reese Andy,935.02
Joseph Gigliotti,934.99
Jodie Esquibel,934.87
Dokonjonosuke Mishima,934.76
Brian Houston,934.59
Kevin Jordan,934.42
Caio Machado,934.42
Neil Wain,933.73
Elizabeth Phillips,933.53
Ruan Potts,933.48
Mark Striegl,932.97
Joey Gomez,932.32
Melton Bowen,932.26
Darrell Montague,932.0
Joao Roque,931.94
John Marsh,931.94
Mike Whitehead,931.94
Seth Petruzelli,931.94
Josh Shockman,931.94
Victor Valimaki,931.94
Jared Papazian,931.94
Tateki Matsuda,931.94
Justin Jones,931.94
Jeff Hughes,931.94
Bruno Souza,931.94
Uran Satybaldiev,931.31
Zhalgas Zhumagulov,931.2
Eddie Ruiz,931.01
Justin Levens,930.89
Dominic Waters,930.78
Azamat Gashimov,930.69
Austin Springer,930.52
Talita Bernardo,929.94
Yusuke Kasuya,929.9
Nikolay Veretennikov,929.57
KB Bhullar,929.44
Jay Hieron,928.98
Cameron VanCamp,928.98
Thomas Gifford,928.77
Jesse Strader,928.53
Alen Amedovski,928.4
Grigory Popov,928.21
Diana Belbita,928.21
Andrey Pulyaev,928.11
Hernani Perpetuo,928.07
Nick Roehrick,928.07
Brad Gumm,928.01
Adrian Serrano,928.01
Jason Young,928.01
Josh Copeland,928.01
Paul Redmond,928.01
Mitch Raposo,928.01
Jin Soo Son,927.87
Damian Grabowski,927.65
Brian Camozzi,926.45
Alan Baudot,926.19
Mostapha Al-Turk,926.15
Erick Gonzalez,926.15
Kailin Curran,926.13
Dan Lauzon,926.07
Rob Wilkinson,925.29
Victoria Leonardo,924.64
Shanna Young,924.53
Martin Day,924.28
Rodrigo de Lima,923.36
Hugo Duarte,923.28
Takenori Sato,922.94
Zarrukh Adashev,922.9
Rhys McKee,922.79
Phil Johns,922.19
Juan Manuel Puig,921.79
Scott Baker,921.73
Fred Ettish,921.73
Felix Lee Mitchell,921.73
Joe Son,921.73
John Dowdy,921.73
Frank Caracci,921.73
Valeri Ignatov,921.73
Brian Gassaway,921.73
Guto Inocente,921.73
Jason Novelli,921.73
CM Punk,921.73
Lucio Linhares,921.61
Daniel Teymur,921.39
Pearl Gonzalez,920.93
Ivana Petrovic,920.69
Vanessa Melo,920.63
Sarah Frota,920.4
Yoshinori Horie,920.39
Ronys Torres,920.34
Eric Wisely,919.83
Nick Penner,919.74
Harry Moskowitz,919.25
Chris Heatherly,918.43
Kyle Prepolec,918.16
Tim Lajcik,917.85
Larissa Pacheco,917.38
Cindy Dandois,917.37
Anthony Christodoulou,917.26
Rainy Martinez,917.21
Paul Rodriguez,917.21
Bill Mahood,917.21
Chris Price,917.21
John Halverson,917.21
