Fighter,Peak Elo
Elvis Sinosic,1026.45
James Head,1026.42
Brian Melancon,1026.38
Allan Nascimento,1026.35
Takanori Gomi,1026.32
Takashi Sato,1026.17
Shane Roller,1026.08
Damian Stasiak,1025.96
Michael Page,1025.93
Nikolas Motta,1025.9
Josh Neer,1025.86
Diego Nunes,1025.85
Bart Palaszewski,1025.85
Sanae Kikuta,1025.84
DaMarques Johnson,1025.79
Jutaro Nakao,1025.75
Isaac Dulgarian,1025.75
Antonio Carvalho,1025.71
Dennis Hallman,1025.67
Jake Hecht,1025.62
Chelsea Chandler,1025.6
Mike Grundy,1025.56
Cody Brundage,1025.5
Gabe Green,1025.43
James Irvin,1025.37
Antonina Shevchenko,1025.21
Che Mills,1025.17
Joe Charles,1025.07
Eric Schafer,1025.06
Roan Carneiro,1025.04
Jason Day,1025.04
Luke Sanders,1025.03
Semmy Schilt,1024.97
Luke Cummo,1024.97
Johnny Eduardo,1024.92
Marcus Aurelio,1024.87
Irina Alekseeva,1024.84
Jon Tuck,1024.83
Leandro Issa,1024.78
Darrick Minner,1024.78
Pete Spratt,1024.75
Ikuhisa Minowa,1024.63
Trevin Jones,1024.63
Joe Slick,1024.61
Junior Albini,1024.61
Genki Sudo,1024.57
Stanislav Nedkov,1024.55
Timothy Johnson,1024.53
Mark Schultz,1024.52
Akihiro Gono,1024.52
Niklas Backstrom,1024.52
Humberto Bandenay,1024.52
Sam Sicilia,1024.45
SeungWoo Choi,1024.45
Tim Hague,1024.43
Lee Murray,1024.41
Neil Seery,1024.38
Justin Eilers,1024.37
Andre Winner,1024.33
Dustin Kimura,1024.25
Dmitry Sosnovskiy,1024.23
Mike Massenzio,1024.22
Lucas Almeida,1024.16
Yuta Sasaki,1024.14
Fernando Padilla,1024.11
Brian Foster,1024.1
Will Brooks,1024.07
Jonny Parsons,1023.97
Damien Brown,1023.95
Mounir Lazzez,1023.85
Emily Whitmire,1023.83
Ketlen Souza,1023.83
Drew McFedries,1023.76
Luis Henrique,1023.72
Jake Hadley,1023.71
Maiquel Falcao,1023.67
Shane Young,1023.66
Kron Gracie,1023.65
Isaac Vallie-Flagg,1023.62
Joe Soto,1023.59
Hector Sandoval,1023.57
Jonathan Brookins,1023.54
Trey Ogden,1023.48
Andrei Semenov,1023.34
Maheshate,1023.31
Jonathan Goulet,1023.29
Shannon Gugerty,1023.27
Mike Wilkinson,1023.25
Tom Duquesnoy,1023.19
Kamuela Kirk,1023.13
Issei Tamura,1023.09
Kalib Starnes,1023.08
Tom Niinimaki,1023.06
Peter Sobotta,1023.03
Kevin Rosier,1023.0
Scott Morris,1023.0
Frank Hamaker,1023.0
Orlando Wiet,1023.0
Harold Howard,1023.0
Marcus Bossett,1023.0
Jon Hess,1023.0
Todd Medina,1023.0
Onassis Parungao,1023.0
Scott Bessac,1023.0
Sam Adkins,1023.0
Rafael Carino,1023.0
Roberto Traven,1023.0
Nick Sanzo,1023.0
Justin Martin,1023.0
Enson Inoue,1023.0
Steven Graham,1023.0
Tony Fryklund,1023.0
Dwayne Cason,1023.0
Kazushi Sakuraba,1023.0
Chris Brennan,1023.0
Mikey Burnett,1023.0
Cesar Marscucci,1023.0
Tulio Palhares,1023.0
Sione Latu,1023.0
Ron Waterman,1023.0
Marcelo Mello,1023.0
Paul Jones,1023.0
John Lewis,1023.0
Katsuhisa Fujii,1023.0
Scott Adams,1023.0
Bob Cook,1023.0
Lance Gibson,1023.0
Yuki Kondo,1023.0
Jonathan Wiezorek,1023.0
Alex Karalexis,1023.0
Branden Lee Hinkle,1023.0
Tom Murphy,1023.0
Mike Nickels,1023.0
Anthony Torres,1023.0
Paul Taylor,1023.0
Roman Mitichyan,1023.0
Matt Arroyo,1023.0
Troy Mandaloniz,1023.0
War Machine,1023.0
Nate Loughran,1023.0
Rory Markham,1023.0
Steve Cantwell,1023.0
Rolando Delgado,1023.0
Junie Browning,1023.0
Nick Catone,1023.0
Mike Ciesnolevicz,1023.0
James Wilks,1023.0
Jesse Lennox,1023.0
James McSweeney,1023.0
Sean McCorkle,1023.0
Rob Broughton,1023.0
Nick Pace,1023.0
Cody McKenzie,1023.0
Mackens Semerzier,1023.0
Dave Herman,1023.0
Walel Watson,1023.0
John Albert,1023.0
John Cholish,1023.0
Simeon Thoresen,1023.0
Justin Lawrence,1023.0
Marcos Vinicius,1023.0
Thiago Perpetuo,1023.0
Ben Alloway,1023.0
Tor Troeng,1023.0
Robert McDaniel,1023.0
Antonio Braga Neto,1023.0
Josh Sampo,1023.0
Anying Wang,1023.0
Ricardo Abreu,1023.0
Eddie Gordon,1023.0
Henry Briones,1023.0
Aisling Daly,1023.0
Tony Sims,1023.0
Glaico Franca Moreira,1023.0
Alvaro Herrera Mendoza,1023.0
Martin Bravo,1023.0
Joseph Morales,1023.0
Mara Romero Borella,1023.0
Shana Dobson,1023.0
Rachael Ostovich,1023.0
Polyana Viana,1023.0
Charles Byrd,1023.0
Dalcha Lungiambula,1023.0
Yorgan De Castro,1023.0
Spike Carlyle,1023.0
Christian Aguilera,1023.0
Kay Hansen,1023.0
Modestas Bukauskas,1023.0
Sasha Palatnikov,1023.0
Aliaskhab Khizriev,1023.0
Juliana Miller,1023.0
Anshul Jubli,1023.0
Yanal Ashmouz,1023.0
Cesar Almeida,1023.0
Mairon Santos,1023.0
Ryan Loder,1023.0
Nathan Fletcher,1023.0
Shi Ming,1023.0
DongHun Choi,1023.0
Jose Torres,1022.95
Jonathan Wilson,1022.91
Sarah Moras,1022.86
Tony Kelley,1022.84
Ramazan Temirov,1022.84
Matt Veach,1022.81
Jason Von Flue,1022.8
Manvel Gamburyan,1022.8
Marc-Andre Barriault,1022.8
Mark Weir,1022.74
Lance Benoist,1022.74
Wesley Correira,1022.73
Yoshihiro Akiyama,1022.69
Bec Rawlings,1022.64
Ashlee Evans-Smith,1022.52
Carmelo Marrero,1022.47
Shinsho Anzai,1022.47
Dan Bobish,1022.45
Pete Sell,1022.44
Jimmy Flick,1022.42
Pat Barry,1022.37
Michinori Tanaka,1022.26
Brianna Fortino,1022.25
Ji Yeon Kim,1022.12
Rodolfo Bellato,1022.11
Sheymon Moraes,1022.08
Emil Meek,1021.97
Katsunori Kikuno,1021.95
Marcel Fortuna,1021.88
Jorge Santiago,1021.85
Travis Lutter,1021.77
Darko Stosic,1021.72
Zhang Tiequan,1021.7
Ebenezer Fontes Braga,1021.68
Dan Christison,1021.68
Viacheslav Borshchev,1021.63
Augusto Montano,1021.61
Josh Quinlan,1021.61
Chad Anheliger,1021.59
Melissa Mullins,1021.57
Eduarda Moura,1021.57
Christian Wellisch,1021.55
Pascal Krauss,1021.52
Masanori Kanehara,1021.5
Juan Adams,1021.5
Steve Bosse,1021.49
Ariane Carnelossi,1021.49
Corey Hill,1021.48
Carlos Eduardo Rocha,1021.48
Nick Denis,1021.48
Mike Rio,1021.48
Galore Bofando,1021.48
Tristan Connelly,1021.45
Cody Donovan,1021.44
Rob Kimmons,1021.4
Adam Milstead,1021.4
Billy Ray Goff,1021.39
Mansur Abdul-Malik,1021.39
Tedd Williams,1021.37
Sam Patterson,1021.37
Victor Altamirano,1021.36
Chris Kelades,1021.33
Justin McCully,1021.32
Carlo Prater,1021.32
Gokhan Saki,1021.32
Lauren Mueller,1021.32
Robert Whiteford,1021.31
Lucie Pudilova,1021.3
Justin Jaynes,1021.29
Javier Vazquez,1021.27
Leslie Smith,1021.26
Cole Smith,1021.22
Jordan Wright,1021.22
Daria Zhelezniakova,1021.22
Montserrat Rendon,1021.18
Stephanie Luciano,1021.15
Cheyanne Vlismas,1021.12
Hans Stringer,1021.08
Juliana Lima,1021.08
Bibulatov Magomed,1021.08
Alptekin Ozkilic,1021.07
Danny Silva,1020.98
Garrett Armfield,1020.95
Mariya Agapova,1020.91
Austin Lingo,1020.9
Cristian Quinonez,1020.89
Renato Verissimo,1020.87
Hunter Azure,1020.87
Sam Hoger,1020.86
Marcelo Golm,1020.84
Aleksa Camur,1020.77
Andrew Holbrook,1020.73
Alessio Di Chirico,1020.71
Mike Kyle,1020.66
Wang Guan,1020.57
Abu Azaitar,1020.49
Tamires Vidal,1020.46
Felipe Silva,1020.45
Trevor Peek,1020.37
Ricardo Romero,1020.35
Alex White,1020.31
Hector Urbina,1020.3
Mizuki,1020.26
Emily Ducote,1020.25
Philip De Fries,1020.24
Francis Marshall,1020.24
Wang Cong,1020.24
Cameron Smotherman,1020.24
Shamil Gamzatov,1020.22
Ken Stone,1020.21
Robelis Despaigne,1020.21
Loik Radzhabov,1020.2
Abdul-Kerim Edilov,1020.16
Miguel Torres,1020.11
Edwin Figueroa,1020.1
Jorge Gurgel,1020.08
Tim Elliott,1020.07
Daichi Abe,1020.02
Yoshiki Takahashi,1020.0
Ben Earwood,1020.0
Mark Hughes,1020.0
Benji Radach,1020.0
Dave Strasser,1020.0
Nick Thompson,1020.0
Logan Clark,1020.0
Kyle Watson,1020.0
Ian Loveland,1020.0
Clay Harvison,1020.0
Shamar Bailey,1020.0
Chris Cope,1020.0
Jeff Hougland,1020.0
Clifford Starks,1020.0
Justin Salas,1020.0
Buddy Roberts,1020.0
Colton Smith,1020.0
Nah-Shon Burrell,1020.0
Sarah Kaufman,1020.0
Jessamyn Duke,1020.0
Ernest Chavez,1020.0
Mark Eddiva,1020.0
Yui Chul Nam,1020.0
Jim Alers,1020.0
Richard Walsh,1020.0
Joe Ellenberger,1020.0
Patrick Walsh,1020.0
Tiago dos Santos e Silva,1020.0
Heather Clark,1020.0
Jessica Penne,1020.0
Masio Fullen,1020.0
Reginaldo Vieira,1020.0
Erick Montano,1020.0
Chris Gruetzemacher,1020.0
Bojan Velickovic,1020.0
Josh Stansbury,1020.0
Jessin Ayari,1020.0
Ryan Janes,1020.0
Naoki Inoue,1020.0
John Gunther,1020.0
Leah Letson,1020.0
Geraldo de Freitas,1020.0
Miranda Granger,1020.0
Kai Kamaka,1020.0
Guram Kutateladze,1020.0
Tafon Nchukwi,1020.0
Montserrat Conejo Ruiz,1020.0
Ricky Turcios,1020.0
Carlos Hernandez,1020.0
Jamey-Lyn Horth,1020.0
Talita Alencar,1020.0
Ramon Taveras,1020.0
Bolaji Oki,1020.0
Victor Hugo,1020.0
Dione Barbosa,1020.0
ChangHo Lee,1020.0
Lone’er Kavanagh,1020.0
SuYoung You,1020.0
Zachary Reese,1019.99
Kazuki Tokudome,1019.98
Danielle Taylor,1019.97
Lina Lansberg,1019.93
Dan Cramer,1019.91
Azat Maksum,1019.84
Levan Makashvili,1019.83
Tyson Nam,1019.82
Wanderlei Silva,1019.77
Randy Costa,1019.76
Rei Tsuruya,1019.76
Jamal Pogues,1019.73
Alexander Yakovlev,1019.56
Waylon Lowe,1019.4
Nurullo Aliev,1019.4
Jordan Espinosa,1019.28
Carlo Pedersoli Jr.,1019.19
Jesus Pinedo,1019.09
Tucker Lutz,1018.99
Rafael Estevam,1018.99
MarQuel Mederos,1018.99
Dusko Todorovic,1018.94
Andre Roberts,1018.92
Chico Camus,1018.87
Blake Bilder,1018.87
Milana Dudieva,1018.85
Veronica Hardy,1018.85
Jarred Brooks,1018.85
Nicco Montano,1018.85
Puja Tomar,1018.85
Nadia Kassem,1018.84
Eduardo Garagorri,1018.84
Cody Haddon,1018.84
Jenel Lausa,1018.82
Impa Kasanganay,1018.8
Tyrone Roberts,1018.78
Francisco Trevino,1018.78
Syuri Kondo,1018.78
Brok Weaver,1018.77
Albert Duraev,1018.77
Forrest Petz,1018.68
Marcelo Guimaraes,1018.68
Magomed Gadzhiyasulov,1018.68
Francisco Figueiredo,1018.64
Kevin Ferguson,1018.61
Benito Lopez,1018.59
Kanako Murata,1018.59
Mark Godbeer,1018.58
Danny Chavez,1018.55
Chris Clements,1018.46
Luke Jumeau,1018.44
Luis Saldana,1018.38
Yan Cabral,1018.28
Ange Loosa,1018.12
Anthony Perosh,1017.98
Brendson Ribiero,1017.81
Sirwan Kakai,1017.7
Deron Winn,1017.6
Noad Lahat,1017.57
Jamie Moyle,1017.56
Mana Martinez,1017.5
Da'Mon Blackshear,1017.48
Sergey Morozov,1017.42
Ode Osbourne,1017.37
CJ Vergara,1017.21
Dong Hyun Ma,1017.19
Sean Spencer,1016.83
Natan Levy,1016.7
Tom Nolan,1016.69
Gaston Bolanos,1016.57
Ivan Jorge,1016.54
Mark De La Rosa,1016.53
Gilbert Melendez,1015.41
Charles Rosa,1015.13
Hannah Cifers,1015.1
Sedriques Dumas,1014.42
Abubakar Nurmagomedov,1014.23
Lando Vannata,1014.15
Randa Markos,1013.76
Jarjis Danho,1013.22
Priscila Cachoeira,1013.07
Kyle Nelson,1012.51
Don'Tale Mayes,1012.33
Jessica Eye,1011.33
Anthony Njokuani,1010.68
Vernon White,1010.57
Kyle Daukaus,1010.13
DeAnna Bennett,1010.0
Jordan Rinaldi,1009.95
Jesse Bongfeldt,1009.46
Ryan Benoit,1009.43
Alessandro Costa,1008.74
Vince Morales,1008.66
Cortney Casey,1008.32
Chris Wilson,1008.29
Austin Hubbard,1008.27
Leonard Garcia,1008.22
Rafael Alves,1008.16
Mike de la Torre,1008.03
Brad Scott,1007.99
Tom Watson,1007.9
James Moontasri,1007.83
Jake Rosholt,1007.8
Terry Martin,1007.74
Gabriella Fernandes,1007.66
Markus Perez,1007.42
Sean O'Connell,1007.36
Ihor Potieria,1007.03
Scott Askham,1007.0
Bassil Hafez,1006.9
Mitch Clarke,1006.82
Tresean Gore,1006.81
Francisco Prado,1006.48
Ryo Chonan,1006.46
Jason High,1006.2
Junior Tafa,1006.16
Preston Parsons,1006.13
Ramiz Brahimaj,1006.0
Maxim Grishin,1005.99
Steven Peterson,1005.98
Geane Herrera,1005.86
Vagner Rocha,1005.82
Daniel Sarafian,1005.8
Cody Gibson,1005.73
Justin Edwards,1005.59
Gustavo Lopez,1005.58
Luigi Vendramini,1005.54
Jamall Emmers,1005.53
Heath Herring,1005.18
Wellington Turman,1005.17
Artem Lobov,1005.12
Dongi Yang,1004.8
Kyle Bochniak,1004.73
Melquizael Costa,1004.73
Wu Yanan,1004.58
Darrell Horcher,1004.53
Chris Barnett,1004.51
Greg Soto,1004.46
Justin Buchholz,1004.33
Reuben Duran,1004.32
Tae Hyun Bang,1004.32
Yosdenis Cedeno,1004.32
Garreth McLellan,1004.32
Khalid Taha,1004.32
Kuniyoshi Hironaka,1004.31
Jared Hamman,1004.22
Jai Herbert,1004.13
Mike Rodriguez,1004.06
Karlos Vemola,1004.0
Akbarh Arreola,1003.99
Rameau Thierry Sokoudjou,1003.96
Mario Miranda,1003.96
Rafael Cavalcante,1003.95
Klidson Abreu,1003.86
Curt Warburton,1003.52
Aoriqileng,1003.39
Xiao Long,1003.38
David Bielkheden,1003.37
Caolan Loughran,1003.34
Teemu Packalen,1003.33
Malcolm Gordon,1003.3
Frank Camacho,1003.19
TJ Brown,1003.19
Irwin Rivera,1003.18
Kleydson Rodrigues,1003.16
Johnny Munoz,1003.12
Adam Fugitt,1003.11
Thomas Petersen,1003.08
Dan Argueta,1003.07
Julia Polastri,1003.07
Felipe dos Santos,1003.04
Vik Grujic,1003.0
Geza Kalman,1002.94
Alex Nicholson,1002.94
Christian Morecraft,1002.93
Valmir Lazaro,1002.87
Felipe Colares,1002.87
Patrick Williams,1002.83
Dominique Steele,1002.82
Bruna Brasil,1002.81
Michael Kuiper,1002.72
Mickael Lebout,1002.69
Shane Campbell,1002.63
Bruno Santos,1002.6
Amaury Bitetti,1002.57
Alvin Robinson,1002.45
Jeremy Kimball,1002.34
Scott Smith,1002.31
Kaue Fernandes,1002.28
Rongzhu,1002.17
Gil Castillo,1002.16
Steve Bruno,1002.13
Augusto Mendes,1002.06
Edgar Chairez,1002.04
John Salter,1001.95
Willie Gates,1001.95
Frankie Perez,1001.93
Lara Procopio,1001.91
Jason Witt,1001.91
Anthony Hamilton,1001.9
Matt Sayles,1001.88
Sultan Aliev,1001.79
Oluwale Bamgbose,1001.78
Per Eklund,1001.77
Mads Burnell,1001.77
Joachim Christensen,1001.71
Vaughan Lee,1001.69
Yaotzin Meza,1001.68
Chris Tuchscherer,1001.55
Anthony Macias,1001.52
Tai Bowden,1001.52
Tra Telligman,1001.52
Rob MacDonald,1001.52
Louis Gaudinot,1001.52
Ian Entwistle,1001.52
Mason Jones,1001.42
Pete Rodriguez,1001.41
Jeka Saragih,1001.38
Henry Martinez,1001.37
Maki Pitolo,1001.35
Joe Moreira,1001.32
Jose Johnson,1001.29
Gilbert Urbina,1001.24
Dale Hartt,1001.23
Rafaello Oliveira,1001.15
Viktor Pesta,1001.15
Kimo Leopoldo,1001.12
Yao Zhikui,1001.08
Clay Collard,1001.07
Brendan O'Reilly,1001.05
Serhiy Sidey,1001.04
Eddie Yagin,1000.93
Jamie Pickett,1000.73
Riki Fukuda,1000.68
Joe Doerksen,1000.59
Daniel Spitz,1000.58
Chris Fishgold,1000.5
Ian McCall,1000.41
Valter Walker,1000.37
Travis Fulton,1000.3
Dhiego Lima,1000.3
Dustin Pague,1000.29
Joseph Holmes,1000.28
Guido Cannetti,1000.27
Brandon Davis,1000.27
Matt Dwyer,1000.26
Charles McCarthy,1000.2
Kevin Casey,1000.18
Claudio Ribeiro,1000.16
Joby Sanchez,1000.13
Jack Nilson,1000.1
Brad Kohler,1000.1
John Gunderson,1000.07
Sai Wang,1000.07
Anthony Birchak,1000.07
Cal Worsham,1000.0
Marcus Silveira,1000.0
Mark Robinson,1000.0
Ron Faircloth,1000.0
Wagner Prado,1000.0
Mike Ricci,1000.0
Pedro Nobre,1000.0
Bubba Bush,1000.0
Robert Drysdale,1000.0
Keith Berish,1000.0
Alex Chambers,1000.0
Bobby Moffett,1000.0
John Allan,1000.0
Ben Sosoli,1000.0
Kevin Croom,1000.0
Hamdy Abdelwahab,1000.0
Austen Lane,1000.0
Seo Hee Ham,999.99
Denis Tiuliulin,999.98
Gasan Umalatov,999.93
Gina Mazany,999.93
Robert Sanchez,999.93
Denis Kang,999.92
Roxanne Modafferi,999.91
Luke Zachrich,999.84
Shauna Bannon,999.84
George Roop,999.83
Anton Kuivanen,999.83
Jonathan Meunier,999.82
Keith Rockel,999.75
Cristiano Marcello,999.63
Allen Crowder,999.57
Jake Collier,999.55
Roger Narvaez,999.48
Chase Sherman,999.41
Elise Reed,999.36
Gabriel Miranda,999.36
Jason Gonzalez,999.35
Evan Elder,999.31
Renee Forte,999.26
Josh Fremd,999.15
Ivana Petrovic,999.15
Sam Hughes,999.08
Jinh Yu Frey,999.03
David Michaud,998.68
Mike Guymon,998.67
Chris Dempsey,998.63
Maria Oliveira,998.62
Junior Assuncao,998.6
Cyril Asker,998.6
Melissa Martinez,998.53
Tereza Bleda,998.49
Jerrod Sanders,998.46
Nate Mohr,998.44
Richie Vaculik,998.32
Mike Jackson,998.32
Aaron Rosa,998.29
Phil Harris,998.18
Lucas Alexander,997.88
Ron Stallings,997.82
Liana Jojua,997.82
Andy Ogle,997.45
Jared Vanderaa,997.38
Josh Parisian,997.37
Callan Potter,997.27
Raphael Pessoa,997.25
Nathan Coy,997.24
Jesse Taylor,997.15
Andreas Michailidis,997.15
Alex Da Silva,997.11
Matt Grice,997.08
Amanda Cooper,997.07
Marcus LeVesseur,997.02
Mallory Martin,996.83
Pawel Pawlak,996.8
Fabricio Camoes,996.58
Yohan Lainesse,996.34
Cody Pfister,996.23
Matt Hobar,996.17
Mizuto Hirota,996.01
William Macario,995.99
Daniel Barez,995.9
Orion Cosce,995.8
Zac Pauga,995.49
Luan Chagas,994.6
Albert Morales,993.89
Andre Soukhamthath,991.5
Keita Nakamura,991.21
Brad Gumm,990.58
Muin Gafurov,990.46
David Zawada,990.19
Jordan Griffin,990.15
Milton Vieira,990.03
Alfonso Alcarez,990.0
Melinda Fabian,990.0
Christian Colombo,989.43
CJ Fernandes,989.42
Tim Lajcik,988.55
AJ Fletcher,987.8
Mike Brown,987.71
Vinny Magalhaes,987.7
Eric Shelton,987.51
Roman Bogatov,987.14
Ron van Clief,986.82
Renzo Gracie,986.36
Nam Phan,986.22
Marcin Prachnio,985.99
Jared Gooden,985.96
Kamal Shalorus,985.84
Aaron Riley,985.81
Quang Le,985.78
Craig White,985.67
Carlos Leal,985.62
Jason Dent,985.56
James Toney,985.49
Derrick Krantz,985.24
Bekzat Almakhan,985.2
David Mitchell,985.05
Dennis Buzukja,985.05
Anderson Dos Santos,984.94
Roger Hollett,984.89
Ashley Yoder,984.84
Chris Haseman,984.7
Alexander Munoz,984.47
Amar Suloev,984.43
Jeff Joslin,984.41
Devin Powell,984.23
Papy Abedi,984.22
Marcin Held,984.2
Brock Jardine,983.79
Koji Oishi,983.67
Gabriel Santos,983.54
Jorge Patino,983.53
Liudvik Sholinian,983.39
John Alessio,983.22
Westin Wilson,983.21
Rolando Bedoya,983.1
Zhalgas Zhumagulov,982.95
Zachary Scroggin,982.92
Don Shainis,982.84
Roberto Romero,982.82
Luan Lacerda,982.77
Stefan Sekulic,982.72
Andy Enz,982.71
Hannah Goldy,982.68
Assuerio Silva,982.67
Salim Touahri,982.66
Niklas Stolze,982.65
Cole Williams,982.64
Justin Levens,982.58
Wes Sims,982.49
Fatima Kline,982.48
Michael McBride,982.47
Kurt Holobaugh,982.46
Journey Newson,982.46
Sean Salmon,982.43
Jesse Butler,982.43
Edgar Garcia,982.41
Landon Quinones,982.41
Chad Reiner,982.39
Reese Andy,982.39
Azunna Anyanwu,982.39
Kazuhiro Nakamura,982.37
Charlie Ontiveros,982.36
Mateus Mendonca,982.36
Jon Delos Reyes,982.29
Jocelyn Jones-Lybarger,982.29
Carlos Vera,982.25
Danny Downes,982.24
Oliver Enkamp,982.24
Peter Barrett,982.2
Shanna Young,982.19
Matt Bessette,982.16
Kris Moutinho,982.14
Kazula Vargas,982.13
Andre Pederneiras,982.11
Bobby Hoffman,982.11
Darrius Flowers,982.11
Alberto Crane,982.1
Elizabeth Phillips,981.98
Joao Roque,981.86
Jamey Simmons,981.85
Julian Sanchez,981.83
Gabriel Silva,981.8
Tom Gallicchio,981.79
Nohelin Hernandez,981.79
AJ Dobson,981.79
Kyle Prepolec,981.75
Cindy Dandois,981.7
Jessica Aguilar,981.66
Danny Martinez,981.56
Minoki Ichihara,981.51
Tim Gorman,981.5
Ramona Pascual,981.47
Alen Amedovski,981.46
Jason Miller,981.44
Antonio Mendes,981.44
Ricardo Funch,981.41
Gilbert Yvel,981.41
Matt Horwich,981.4
John Lober,981.39
Yuki Sasaki,981.39
Marvin Eastman,981.37
John Marsh,981.32
Mike Whitehead,981.32
Seth Petruzelli,981.32
Josh Shockman,981.32
Victor Valimaki,981.32
Jared Papazian,981.32
Tateki Matsuda,981.32
Justin Jones,981.32
Jeff Hughes,981.32
Bruno Souza,981.32
Nikolay Veretennikov,981.32
Jin Soo Son,981.3
JC Cottrell,981.29
Danny Mitchell,981.28
Sabah Homasi,981.28
Thomas Gifford,981.27
Jarno Errens,981.25
Danyelle Wolf,981.25
Ravena Oliveira,981.25
Harry Moskowitz,981.23
Dominic Waters,981.22
Caio Machado,981.21
Sarah Frota,981.17
Yusuke Kasuya,981.16
Lukasz Brzeski,981.16
Adrian Serrano,981.15
Jason Young,981.15
Josh Copeland,981.15
Paul Redmond,981.15
Mitch Raposo,981.15
Jodie Esquibel,981.13
Zviad Lazishvili,981.12
Martin Day,981.1
Jonavin Webb,981.09
Dan Moret,981.06
Elvis Mutapcic,981.05
Quinn Mulhern,981.04
Mehdi Baghdad,981.03
Carl Deaton,981.03
Diana Belbita,981.01
Chad Griggs,981.0
Caros Fodor,981.0
Adam Yandiev,980.94
Ronys Torres,980.92
Kevin Borjas,980.91
Doug Evans,980.89
Joao Zeferino,980.86
Josh Hendricks,980.81
Alexandre Barros,980.78
Ryan Couture,980.64
Julio Paulino,980.58
Ashkan Mokhtarian,980.55
Eddie Ruiz,980.52
Darian Weeks,980.52
Alex Reyes,980.5
Vanessa Melo,980.46
Mostapha Al-Turk,980.43
Antonio McKee,980.43
Yoji Anjo,980.42
Jason Reinhardt,980.4
Joseph Gigliotti,980.4
Joe Merritt,980.36
Leonardo Mafra,980.33
Hernani Perpetuo,980.31
Cristina Stanciu,980.29
Kyle Bradley,980.25
Todd Brown,980.23
Michihiro Omigawa,980.16
Gaetano Pirrello,980.16
Jay Silva,980.15
Saparbeg Safarov,980.15
Erick Gonzalez,980.14
Anton Turkalj,980.13
Paul Creighton,980.12
Denis Stojnic,980.1
Vinicius Salvador,980.08
Ericka Almeida,980.07
Jason Tan,980.05
Steve Lopez,980.02
Lukasz Sajewski,980.01
Fabio Gurgel,980.0
Wallid Ismail,980.0
Townsend Saunders,980.0
Noe Hernandez,980.0
Allan Goes,980.0
Alex Stiebling,980.0
Curtis Stout,980.0
Steve Berger,980.0
Nick Serra,980.0
James Zikic,980.0
Richard Crunkilton,980.0
Romie Aram,980.0
Bobby Southworth,980.0
Brad Imes,980.0
Keith Wisniewski,980.0
Steve Byrnes,980.0
Naoyuki Kotani,980.0
Dan Barrera,980.0
Dante Rivera,980.0
Andre Gusmao,980.0
Phillipe Nover,980.0
Rodney Wallace,980.0
Justin Wren,980.0
James Hammortree,980.0
Mark Scanlon,980.0
Sako Chivitchian,980.0
Tyler Toner,980.0
Josh Grispi,980.0
Norifumi Yamamoto,980.0
Antonio Banuelos,980.0
Cole Escovedo,980.0
Ryan McGillivray,980.0
Chuck O'Neil,980.0
Donny Walker,980.0
Josh Clopton,980.0
Stephen Bass,980.0
Bernardo Magalhaes,980.0
Chris Tickle,980.0
John Teixeira,980.0
Brendan Loughnane,980.0
Colin Fletcher,980.0
Yuri Villefort,980.0
Jon Manley,980.0
Chris Spang,980.0
Collin Hart,980.0
Rosi Sexton,980.0
Roger Gracie,980.0
Julie Kedzie,980.0
Peggy Morgan,980.0
Dave Galera,980.0
Luiz Dutra,980.0
Mike Rhodes,980.0
Jumabieke Tuerxun,980.0
Alan Omer,980.0
Chris Indich,980.0
Alexis Dufresne,980.0
Daniel Spohn,980.0
Tina Lahdemaki,980.0
Andreas Stahl,980.0
Nolan Ticman,980.0
Jianping Yang,980.0
Rodolfo Rubio Perez,980.0
Leonardo Morales,980.0
Emily Kagan,980.0
Angela Magana,980.0
Alex Torres,980.0
Rocky Lee,980.0
Dileno Lopes,980.0
Nazareno Malegarie,980.0
Horacio Gutierrez,980.0
Enrique Marin,980.0
Abner Lloveras,980.0
Marcin Wrzosek,980.0
Cory Hendricks,980.0
Alex Ricci,980.0
Jim Wallhead,980.0
Kwan Ho Kwak,980.0
Carls John De Tomas,980.0
Terrion Ware,980.0
Daniel Teymur,980.0
James Mulheron,980.0
Tyler Diamond,980.0
Allan Zuniga,980.0
Jay Cucciniello,980.0
Joe Giannetti,980.0
Julija Stoliarenko,980.0
Alex Gorgees,980.0
Rostem Akman,980.0
Antonio Arroyo,980.0
Carlton Minus,980.0
Jordan Williams,980.0
Jay Perrin,980.0
Gadzhi Omargadzhiev,980.0
Carlos Candelario,980.0
Nick Fiore,980.0
Yizha,980.0
Hailey Cowan,980.0
Marnic Mann,980.0
Rayanne dos Santos,980.0
Timmy Cuamba,980.0
Igor Severino,980.0
Pedro Falcao,980.0
Ernesta Kareckaite,980.0
Jose Daniel Medina,980.0
Jose Ochoa,980.0
Baergeng Jieleyisi,980.0
Kaynan Kruschewsky,979.99
Saimon Oliveira,979.97
Willamy Freire,979.96
Mohammad Yahya,979.95
Mats Nilsson,979.94
Roman Salazar,979.94
Greg Stott,979.93
Bojan Mihajlovic,979.93
Tonya Evinger,979.93
Michal Figlak,979.92
Shane del Rosario,979.91
Homer Moore,979.88
Carlos Huachin,979.86
Joey Gambino,979.84
Steve Vigneault,979.83
Terrence Mitchell,979.8
Dan Lauzon,979.79
Darrell Montague,979.78
Rex Holman,979.75
