Fighter,Peak Elo
Shane Roller,1147.73
Masanori Kanehara,1147.14
Justin Tafa,1146.47
Alex Hunter,1146.32
Justine Kish,1146.32
Yoshiyuki Yoshida,1146.22
Jafel Filho,1145.96
Oskar Piechota,1145.91
Viscardi Andrade,1145.9
Charles Rosa,1145.85
Jutaro Nakao,1145.82
Mike Grundy,1145.82
Shayilan Nuerdanbieke,1145.66
Trevin Jones,1145.4
Jai Herbert,1145.39
Livinha Souza,1145.18
Charles Radtke,1145.01
Jake Hecht,1144.99
Ketlen Souza,1144.82
Scott Jorgensen,1144.57
Manvel Gamburyan,1144.06
Joe Charles,1143.51
Tyson Nam,1143.04
Carmelo Marrero,1142.95
Joey Beltran,1142.59
Isaac Vallie-Flagg,1142.49
Danny Silva,1142.32
Tom Niinimaki,1142.1
Stephanie Egger,1141.88
Sanae Kikuta,1141.05
Dmitry Sosnovskiy,1140.95
Sultan Aliev,1140.55
Lando Vannata,1140.3
Diego Nunes,1140.21
Gabe Green,1139.84
Brianna Fortino,1139.51
Shinsho Anzai,1139.45
Brian Foster,1138.97
Batgerel Danaa,1138.91
Antonio Carvalho,1138.79
Niklas Backstrom,1138.76
Tainara Lisboa,1137.19
DaMarques Johnson,1137.05
Tristan Connelly,1136.73
Ikuhisa Minowa,1136.22
Takashi Sato,1136.1
Kamuela Kirk,1136.04
Hector Sandoval,1135.99
Melissa Mullins,1135.7
Lucie Pudilova,1135.44
Lee Murray,1135.2
Gan McGee,1135.16
Junior Albini,1135.14
Eric Schafer,1134.46
Antonina Shevchenko,1133.77
Cory McKenna,1133.77
Juan Espino,1133.26
Renato Verissimo,1132.52
Waylon Lowe,1132.44
Daria Zhelezniakova,1132.04
Wang Guan,1131.93
Joe Slick,1131.84
Alessio Di Chirico,1131.73
Andre Winner,1131.66
Christian Leroy Duncan,1129.87
Irina Alekseeva,1129.76
Jimy Hettes,1129.2
Lucas Almeida,1128.8
Stanislav Nedkov,1128.73
Aleksandra Albu,1128.68
Ashlee Evans-Smith,1128.62
Lance Benoist,1128.52
HyunSung Park,1128.18
Mark Schultz,1128.01
Justin McCully,1128.01
Carlo Prater,1128.01
Humberto Bandenay,1128.01
Lauren Mueller,1128.01
Stephanie Luciano,1128.01
Akihiro Gono,1127.94
Chris Kelades,1127.73
Paddy Holohan,1127.57
Timothy Johnson,1127.52
Yazmin Jauregui,1127.06
Cyrille Diabate,1126.83
Teruto Ishihara,1126.8
Steve Bosse,1126.44
Emily Ducote,1126.22
Mauricio Ruffy,1125.91
Anthony Njokuani,1125.63
Roxanne Modafferi,1125.4
Leandro Issa,1125.01
Luigi Fioravanti,1124.77
Jordan Rinaldi,1124.67
Mike Massenzio,1124.39
Kyle Daukaus,1124.35
Morgan Charriere,1124.15
Michinori Tanaka,1123.91
Christian Wellisch,1123.85
Felicia Spencer,1123.75
Bibulatov Magomed,1123.62
Jonny Parsons,1123.09
Shane Young,1123.01
Kron Gracie,1122.58
Austin Lingo,1122.56
Ryan Benoit,1122.1
Don'Tale Mayes,1121.66
Pete Spratt,1121.62
Albert Duraev,1121.54
Hans Stringer,1120.97
Justin Eilers,1120.92
Dustin Kimura,1120.85
Tim Hague,1120.69
Kalib Starnes,1120.51
Julia Avila,1120.5
Abus Magomedov,1120.45
Leslie Smith,1120.3
Jean Matsumoto,1120.15
Juliana Lima,1119.97
Bart Palaszewski,1119.93
Dan Bobish,1119.4
Vince Morales,1118.94
Ian McCall,1118.76
Semmy Schilt,1118.53
Mitch Clarke,1118.19
Benito Lopez,1116.96
Melquizael Costa,1116.93
George Roop,1116.53
Katsunori Kikuno,1116.36
Kimo Leopoldo,1116.32
Jonathan Brookins,1116.3
Jason High,1116.11
Danilo Marques,1115.97
Montserrat Rendon,1115.4
Alptekin Ozkilic,1115.21
Damian Stasiak,1115.06
Modestas Bukauskas,1114.99
Sumudaerji,1114.88
Kazuki Tokudome,1114.84
Tom Duquesnoy,1114.84
Terry Martin,1113.98
Mizuki,1113.14
Maheshate,1112.64
Ronaldo Rodriguez,1112.48
Shamil Gamzatov,1111.78
Keita Nakamura,1111.18
Nurullo Aliev,1111.07
Ariane Carnelossi,1110.49
Philip De Fries,1110.47
Jonathan Wilson,1110.02
Hunter Azure,1109.44
Jordan Espinosa,1109.19
Ode Osbourne,1108.96
Priscila Cachoeira,1107.65
Andrei Semenov,1107.58
Drew McFedries,1107.57
Damien Brown,1107.22
Cole Smith,1107.2
Noad Lahat,1105.6
Reza Madadi,1104.94
Rodolfo Bellato,1104.27
Isaac Dulgarian,1104.26
Aleksa Camur,1104.17
Azat Maksum,1103.79
Pat Barry,1103.76
Rei Tsuruya,1103.76
Nick Catone,1103.58
Jon Tuck,1103.51
Levan Makashvili,1103.5
Yui Chul Nam,1103.04
Sean Spencer,1102.99
Matt Veach,1102.31
Ken Stone,1102.31
Luis Henrique,1102.3
Pascal Krauss,1101.75
Garrett Armfield,1100.48
Randa Markos,1100.36
Joselyne Edwards,1100.06
Kevin Rosier,1100.0
Scott Morris,1100.0
Frank Hamaker,1100.0
Orlando Wiet,1100.0
Harold Howard,1100.0
Marcus Bossett,1100.0
Jon Hess,1100.0
Todd Medina,1100.0
Onassis Parungao,1100.0
Scott Bessac,1100.0
Sam Adkins,1100.0
Rafael Carino,1100.0
Roberto Traven,1100.0
Nick Sanzo,1100.0
Justin Martin,1100.0
Yoshiki Takahashi,1100.0
Enson Inoue,1100.0
Steven Graham,1100.0
Tony Fryklund,1100.0
Dwayne Cason,1100.0
Kazushi Sakuraba,1100.0
Chris Brennan,1100.0
Mikey Burnett,1100.0
Cesar Marscucci,1100.0
Tulio Palhares,1100.0
Sione Latu,1100.0
Ron Waterman,1100.0
Marcelo Mello,1100.0
Paul Jones,1100.0
John Lewis,1100.0
Katsuhisa Fujii,1100.0
Scott Adams,1100.0
Bob Cook,1100.0
Lance Gibson,1100.0
Yuki Kondo,1100.0
Ben Earwood,1100.0
Mark Hughes,1100.0
Benji Radach,1100.0
Genki Sudo,1100.0
Dave Strasser,1100.0
Jonathan Wiezorek,1100.0
Alex Karalexis,1100.0
Sam Hoger,1100.0
Branden Lee Hinkle,1100.0
Nick Thompson,1100.0
Tom Murphy,1100.0
Mike Nickels,1100.0
Anthony Torres,1100.0
Logan Clark,1100.0
Paul Taylor,1100.0
Roman Mitichyan,1100.0
Matt Arroyo,1100.0
Troy Mandaloniz,1100.0
War Machine,1100.0
Shannon Gugerty,1100.0
Nate Loughran,1100.0
Rory Markham,1100.0
Steve Cantwell,1100.0
Rolando Delgado,1100.0
Junie Browning,1100.0
Mike Ciesnolevicz,1100.0
James Wilks,1100.0
Jesse Lennox,1100.0
James McSweeney,1100.0
Sean McCorkle,1100.0
Rob Broughton,1100.0
Nick Pace,1100.0
Kyle Watson,1100.0
Ian Loveland,1100.0
Cody McKenzie,1100.0
Miguel Torres,1100.0
Mackens Semerzier,1100.0
Clay Harvison,1100.0
Shamar Bailey,1100.0
Chris Cope,1100.0
Dave Herman,1100.0
Jeff Hougland,1100.0
Walel Watson,1100.0
Clifford Starks,1100.0
John Albert,1100.0
John Cholish,1100.0
Justin Salas,1100.0
Simeon Thoresen,1100.0
Justin Lawrence,1100.0
Buddy Roberts,1100.0
Marcos Vinicius,1100.0
Thiago Perpetuo,1100.0
Ben Alloway,1100.0
Colton Smith,1100.0
Nah-Shon Burrell,1100.0
Tor Troeng,1100.0
Robert McDaniel,1100.0
Antonio Braga Neto,1100.0
Sarah Kaufman,1100.0
Josh Sampo,1100.0
Jessamyn Duke,1100.0
Ernest Chavez,1100.0
Mark Eddiva,1100.0
Anying Wang,1100.0
Jim Alers,1100.0
Richard Walsh,1100.0
Ricardo Abreu,1100.0
Joe Ellenberger,1100.0
Sarah Moras,1100.0
Patrick Walsh,1100.0
Eddie Gordon,1100.0
Tiago dos Santos e Silva,1100.0
Henry Briones,1100.0
Aisling Daly,1100.0
Heather Clark,1100.0
Jessica Penne,1100.0
Masio Fullen,1100.0
Tony Sims,1100.0
Reginaldo Vieira,1100.0
Glaico Franca Moreira,1100.0
Alvaro Herrera Mendoza,1100.0
Erick Montano,1100.0
Chris Gruetzemacher,1100.0
Bojan Velickovic,1100.0
Josh Stansbury,1100.0
Jessin Ayari,1100.0
Martin Bravo,1100.0
Ryan Janes,1100.0
Naoki Inoue,1100.0
Joseph Morales,1100.0
Mara Romero Borella,1100.0
Shana Dobson,1100.0
Rachael Ostovich,1100.0
Polyana Viana,1100.0
Charles Byrd,1100.0
John Gunther,1100.0
Leah Letson,1100.0
Geraldo de Freitas,1100.0
Dalcha Lungiambula,1100.0
Miranda Granger,1100.0
Yorgan De Castro,1100.0
Spike Carlyle,1100.0
Christian Aguilera,1100.0
Kay Hansen,1100.0
Kai Kamaka,1100.0
Guram Kutateladze,1100.0
Sasha Palatnikov,1100.0
Tafon Nchukwi,1100.0
Montserrat Conejo Ruiz,1100.0
Ricky Turcios,1100.0
Carlos Hernandez,1100.0
Aliaskhab Khizriev,1100.0
Juliana Miller,1100.0
Anshul Jubli,1100.0
Loik Radzhabov,1100.0
Yanal Ashmouz,1100.0
Jamey-Lyn Horth,1100.0
Talita Alencar,1100.0
Ramon Taveras,1100.0
Bolaji Oki,1100.0
Zhang Mingyang,1100.0
Cesar Almeida,1100.0
Victor Hugo,1100.0
Dione Barbosa,1100.0
ChangHo Lee,1100.0
Mairon Santos,1100.0
Ryan Loder,1100.0
Nathan Fletcher,1100.0
Preston Parsons,1099.46
Bec Rawlings,1099.34
Danielle Taylor,1099.13
Yuta Sasaki,1098.06
Robert Whiteford,1097.76
Ji Yeon Kim,1097.73
Tony Kelley,1097.7
Justin Jaynes,1097.19
Jose Torres,1096.92
Yan Cabral,1096.62
Jake Rosholt,1096.58
Mark Weir,1095.58
Guido Cannetti,1094.4
Francisco Trevino,1094.3
Wellington Turman,1094.17
Austin Hubbard,1093.76
Pete Sell,1093.63
Jason Witt,1093.34
Jimmy Flick,1093.26
Marcel Fortuna,1093.11
Luke Jumeau,1093.1
Issei Tamura,1093.03
Artem Lobov,1092.48
Dong Hyun Ma,1092.43
Jake Hadley,1092.33
Dan Cramer,1091.96
Sean O'Connell,1091.73
Josh Quinlan,1091.72
Chris Wilson,1091.63
Zachary Reese,1091.63
Malcolm Gordon,1090.87
Jorge Gurgel,1090.73
Shane Campbell,1090.11
Daichi Abe,1089.9
Javier Vazquez,1089.54
Sam Hughes,1088.88
Carlo Pedersoli Jr.,1088.72
Ryo Chonan,1088.36
Mike de la Torre,1088.32
Zhang Tiequan,1088.28
Jamal Pogues,1088.17
MarQuel Mederos,1087.97
Kanako Murata,1087.93
Travis Lutter,1087.83
Abu Azaitar,1087.41
James Moontasri,1087.03
Ebenezer Fontes Braga,1086.89
Nadia Kassem,1086.26
Kyle Bochniak,1085.93
Augusto Mendes,1085.67
Clayton Carpenter,1085.26
Julian Marquez,1085.23
Alvin Robinson,1085.21
Jason Von Flue,1085.16
Impa Kasanganay,1085.02
Andre Roberts,1084.81
Chico Camus,1084.73
Tucker Lutz,1084.69
Victor Altamirano,1084.55
Cody Brundage,1084.37
Ange Loosa,1084.17
Jenel Lausa,1083.63
Tom Watson,1083.28
Jorge Santiago,1082.87
Jesus Pinedo,1082.67
Da'Mon Blackshear,1082.63
Wesley Correira,1082.03
Gustavo Lopez,1081.23
Darko Stosic,1081.03
Marcus Aurelio,1080.71
Francisco Prado,1080.7
Chad Anheliger,1080.65
Jamall Emmers,1080.62
Chris Clements,1080.56
Leonard Garcia,1080.32
Luis Saldana,1079.74
Greg Soto,1079.7
Luke Cummo,1079.67
Ihor Potieria,1078.86
Amaury Bitetti,1078.47
Blake Bilder,1077.91
Cody Donovan,1077.83
Augusto Montano,1077.59
Sam Patterson,1077.58
Maxim Grishin,1076.89
Valmir Lazaro,1074.66
Rafael Estevam,1074.64
Aaron Riley,1074.15
Heath Herring,1074.13
Rafael Alves,1073.87
Mike Kyle,1073.79
Viktoriia Dudakova,1073.53
Edwin Figueroa,1073.51
Bruna Brasil,1073.39
Francisco Figueiredo,1073.35
Wang Cong,1072.84
Mike Brown,1072.53
Bassil Hafez,1072.45
Dan Christison,1071.99
Forrest Petz,1071.99
Corey Hill,1071.99
Carlos Eduardo Rocha,1071.99
Nick Denis,1071.99
Marcelo Guimaraes,1071.99
Mike Rio,1071.99
Milana Dudieva,1071.99
Galore Bofando,1071.99
Jarred Brooks,1071.99
Nicco Montano,1071.99
Puja Tomar,1071.99
Magomed Gadzhiyasulov,1071.99
Eduarda Moura,1071.88
Juan Adams,1071.83
Justin Buchholz,1071.39
Viacheslav Borshchev,1071.32
Dan Argueta,1070.97
Felipe Colares,1069.01
Felipe Silva,1068.88
Felipe dos Santos,1068.56
Justin Edwards,1068.43
Jared Hamman,1068.38
Randy Costa,1068.38
Tyrone Roberts,1067.51
Trevor Peek,1067.51
Billy Ray Goff,1067.36
Eduardo Garagorri,1067.27
Kevin Ferguson,1066.61
Francis Marshall,1066.45
Steven Peterson,1066.08
Darrell Horcher,1066.06
Rob Kimmons,1066.02
David Bielkheden,1065.6
Brok Weaver,1065.04
Natan Levy,1064.86
Syuri Kondo,1064.62
Mark De La Rosa,1064.39
Mariya Agapova,1064.27
Nikolas Motta,1064.21
Cristian Quinonez,1064.2
Gina Mazany,1064.1
Adam Milstead,1063.76
Mana Martinez,1063.35
Tedd Williams,1062.92
Anthony Hamilton,1062.71
Danny Chavez,1062.4
Marcelo Golm,1062.33
Marcin Prachnio,1061.4
Cortney Casey,1061.31
Rameau Thierry Sokoudjou,1060.99
Abubakar Nurmagomedov,1060.9
Vernon White,1060.88
Geane Herrera,1060.68
Irwin Rivera,1060.68
Tom Nolan,1060.46
Jordan Wright,1059.85
Ricardo Romero,1059.79
Luigi Vendramini,1059.72
Jamie Moyle,1058.95
Aoriqileng,1058.52
Hannah Cifers,1058.38
Adam Fugitt,1058.34
Vaughan Lee,1058.09
Robelis Despaigne,1058.05
Alessandro Costa,1057.84
Junior Tafa,1057.79
Abdul-Kerim Edilov,1057.65
Kuniyoshi Hironaka,1057.56
Muin Gafurov,1057.4
Mickael Lebout,1057.32
Christian Morecraft,1057.24
Vagner Rocha,1057.14
Travis Fulton,1057.03
Jamie Pickett,1057.03
Scott Smith,1056.7
Gokhan Saki,1056.32
Hector Urbina,1056.16
Brandon Davis,1056.11
CJ Vergara,1055.66
Clay Collard,1055.58
Caolan Loughran,1055.5
Luke Zachrich,1055.11
Tamires Vidal,1053.95
Deron Winn,1053.6
Frank Camacho,1053.55
Alex White,1053.13
Denis Kang,1053.05
Oluwale Bamgbose,1052.72
Cristiano Marcello,1051.95
Patrick Williams,1051.95
Elise Reed,1051.95
Mads Burnell,1051.85
Sedriques Dumas,1051.5
Chris Tuchscherer,1051.4
Rafael Cavalcante,1050.85
Roger Narvaez,1050.76
Johnny Munoz,1050.62
DeAnna Bennett,1050.0
Mario Miranda,1049.09
Dominique Steele,1049.03
Fabricio Camoes,1048.92
Jinh Yu Frey,1048.84
Cheyanne Vlismas,1048.61
Geza Kalman,1048.44
Alex Nicholson,1048.44
Allen Crowder,1048.44
Kevin Casey,1046.25
Jake Collier,1046.19
Wu Yanan,1045.92
Daniel Sarafian,1045.58
Gil Castillo,1045.43
Ibo Aslan,1045.38
TJ Brown,1044.83
Curt Warburton,1044.32
Mike Guymon,1043.93
Sirwan Kakai,1043.14
Andre Soukhamthath,1042.82
Cody Gibson,1042.79
Jonathan Meunier,1042.79
Thomas Petersen,1042.59
Ivan Jorge,1041.84
Anthony Birchak,1041.75
Klidson Abreu,1041.13
Albert Morales,1040.9
Jesse Bongfeldt,1039.79
Mason Jones,1039.65
Junior Assuncao,1039.46
Dusko Todorovic,1038.89
Joachim Christensen,1038.78
Gaston Bolanos,1038.25
Jeka Saragih,1037.21
Brad Scott,1037.08
Jarjis Danho,1036.9
Joe Moreira,1036.62
Nate Mohr,1036.48
Lucas Alexander,1035.79
Pete Rodriguez,1035.26
Chris Dempsey,1034.92
Dongi Yang,1032.77
Eric Shelton,1032.01
Yaotzin Meza,1031.72
Renee Forte,1031.5
Jerrod Sanders,1031.31
Alex Da Silva,1031.3
Lara Procopio,1030.12
Scott Askham,1029.57
Vinny Magalhaes,1029.41
Willie Gates,1028.82
Anthony Macias,1028.01
Tai Bowden,1028.01
Tra Telligman,1028.01
Rob MacDonald,1028.01
Rafaello Oliveira,1028.01
Reuben Duran,1028.01
Louis Gaudinot,1028.01
Richie Vaculik,1028.01
Tae Hyun Bang,1028.01
Yosdenis Cedeno,1028.01
Viktor Pesta,1028.01
Ian Entwistle,1028.01
Garreth McLellan,1028.01
Mike Jackson,1028.01
Khalid Taha,1028.01
Markus Perez,1027.54
Ron Stallings,1027.28
Chris Barnett,1026.69
John Salter,1026.31
Gilbert Urbina,1025.15
David Zawada,1024.99
Bruno Santos,1024.61
Mike Rodriguez,1023.91
Michael Kuiper,1023.84
Callan Potter,1023.21
Frankie Perez,1022.4
Tereza Bleda,1022.0
Chris Fishgold,1020.65
Yao Zhikui,1019.97
Joe Doerksen,1019.67
Jose Johnson,1019.24
Matt Dwyer,1018.34
Brendan O'Reilly,1017.73
Jason Gonzalez,1016.44
Jared Gooden,1015.77
Teemu Packalen,1015.44
Mizuto Hirota,1014.88
Phil Harris,1014.56
Aaron Rosa,1014.45
Riki Fukuda,1014.4
Jared Vanderaa,1014.01
Marcus LeVesseur,1013.77
Denis Tiuliulin,1012.58
Eddie Yagin,1012.08
Sai Wang,1011.28
Chase Sherman,1010.91
Jeremy Kimball,1010.85
Andreas Michailidis,1010.1
Dale Hartt,1009.79
Cyril Asker,1008.8
Josh Fremd,1008.51
Nam Phan,1008.23
Matt Grice,1008.04
Dustin Pague,1008.04
Raphael Pessoa,1008.04
Jack Nilson,1007.25
Brad Kohler,1007.25
John Gunderson,1007.25
Evan Elder,1007.07
Joby Sanchez,1007.04
Amanda Cooper,1006.09
Ramiz Brahimaj,1005.85
Gasan Umalatov,1005.63
David Mitchell,1005.3
Karlos Vemola,1004.9
Luan Chagas,1004.58
Westin Wilson,1004.47
Matt Sayles,1003.86
Saparbeg Safarov,1002.52
Nathan Coy,1001.54
Shauna Bannon,1001.54
Jordan Griffin,1000.85
Charles McCarthy,1000.68
Kleydson Rodrigues,1000.09
Cal Worsham,1000.0
Marcus Silveira,1000.0
Mark Robinson,1000.0
Ron Faircloth,1000.0
Anton Kuivanen,1000.0
Wagner Prado,1000.0
Mike Ricci,1000.0
Pedro Nobre,1000.0
Vik Grujic,1000.0
Bubba Bush,1000.0
Robert Drysdale,1000.0
Keith Berish,1000.0
Alex Chambers,1000.0
Bobby Moffett,1000.0
John Allan,1000.0
Ben Sosoli,1000.0
Kevin Croom,1000.0
Hamdy Abdelwahab,1000.0
Austen Lane,1000.0
Ashley Yoder,999.06
Seo Hee Ham,997.69
Steve Bruno,997.59
Robert Sanchez,996.72
Keith Rockel,996.31
Julija Stoliarenko,996.29
Alexander Munoz,994.74
Henry Martinez,994.56
Cody Pfister,993.65
Edgar Chairez,993.18
Yohan Lainesse,992.79
Journey Newson,992.07
Rongzhu,990.51
Claudio Ribeiro,990.3
Kamal Shalorus,990.16
Kaue Fernandes,990.16
Dennis Buzukja,990.04
William Macario,989.54
Ron van Clief,989.42
Per Eklund,989.42
Craig White,989.41
Orion Cosce,989.29
Gabriel Miranda,989.16
Daniel Barez,989.14
Maria Oliveira,988.8
Roman Bogatov,988.35
Dustin Stoltzfus,988.24
Matt Hobar,988.08
Valter Walker,987.93
Akbarh Arreola,985.66
Derrick Krantz,985.08
Don Shainis,984.92
Renzo Gracie,981.83
Gabriel Santos,980.71
Daniel Spitz,980.53
Bekzat Almakhan,980.12
Cole Williams,979.36
Kurt Holobaugh,979.33
Sean Salmon,979.32
Maki Pitolo,978.95
Tim Lajcik,978.72
James Toney,978.63
Papy Abedi,977.94
AJ Fletcher,977.75
Julian Sanchez,976.52
Amar Suloev,976.37
Leonardo Mafra,975.54
John Alessio,974.72
Quang Le,973.42
Charlie Ontiveros,973.06
Jamey Simmons,972.25
David Michaud,971.99
Tresean Gore,971.96
Andre Pederneiras,970.76
Stefan Sekulic,970.49
Liana Jojua,969.88
Ryan Jensen,969.82
Minoki Ichihara,969.8
Chris Haseman,969.32
Chad Griggs,969.28
Antonio Mendes,968.68
Jesse Taylor,968.48
Zac Pauga,967.35
Austin Arnett,966.45
Gilbert Yvel,966.12
Jorge Patino,965.43
Marcin Held,965.43
Gaetano Pirrello,965.27
Alberto Crane,964.93
Adam Yandiev,964.76
Mehdi Baghdad,964.56
Sabah Homasi,964.4
Nohelin Hernandez,964.39
Brad Gumm,964.01
Kyle Bradley,963.67
Bevon Lewis,963.55
Niklas Stolze,963.1
John Lober,962.83
Liliya Shakirova,962.44
Pawel Pawlak,961.94
Kris Moutinho,961.94
Jeff Joslin,961.86
Michael McBride,961.84
Alex Reyes,959.34
Jason Reinhardt,959.11
Josh Parisian,958.71
Jon Delos Reyes,958.47
Kazula Vargas,958.36
Carl Deaton,958.33
Andy Ogle,958.32
Mats Nilsson,958.31
Landon Quinones,957.99
Mallory Martin,957.95
Kaynan Kruschewsky,957.9
Rolando Bedoya,957.74
Marvin Eastman,957.5
Mateus Mendonca,957.5
Joey Gambino,957.24
Koji Oishi,957.23
Doug Evans,957.23
Steve Lopez,957.07
Jason Tan,956.54
Danny Downes,956.29
Andy Enz,955.74
Anton Turkalj,955.43
Jason Dent,955.15
Denis Stojnic,955.06
Kazuhiro Nakamura,955.01
Liudvik Sholinian,954.85
Shane del Rosario,954.82
Roger Hollett,954.67
Dan Moret,954.67
Gabriella Fernandes,954.31
Joseph Holmes,954.28
AJ Cunningham,954.03
Milton Vieira,954.02
Chad Reiner,953.4
Mike Breeden,953.07
Rudyard Moncayo,952.68
Josh Hendricks,952.5
Roman Salazar,952.29
Brock Jardine,951.96
Jocelyn Jones-Lybarger,951.95
Lukasz Brzeski,951.63
Ryan Couture,951.59
Edgar Garcia,951.24
Alexandre Ferreira,951.19
Jessica Aguilar,950.73
Alex Soto,950.24
Rolando Dy,950.15
Bobby Hoffman,950.12
Alfonso Alcarez,950.0
Melinda Fabian,950.0
Yanis Ghemmouri,949.9
Amilcar Alves,949.74
Mitch Ramirez,949.01
Anderson Dos Santos,948.91
Paul Creighton,948.9
Darrius Flowers,948.88
Greg Stott,948.85
Brandon Melendez,948.65
Juancamilo Ronderos,948.42
Jim Mullen,947.83
Luan Lacerda,947.74
Terrence Mitchell,947.65
Shayna Baszler,947.63
Assuerio Silva,947.43
Tom Gallicchio,947.24
Oliver Enkamp,946.89
Fatima Kline,946.8
Quinn Mulhern,946.71
Ray Rodriguez,946.6
Edwin DeWees,946.19
Homer Moore,946.08
AJ Dobson,946.06
Peter Barrett,945.87
Tonya Evinger,945.86
Rex Holman,945.82
Brandon Wolff,945.82
Bojan Mihajlovic,945.82
Azunna Anyanwu,945.82
Joe Brammer,945.5
Yasuhiro Urushitani,945.46
Jarno Errens,945.28
Alexandre Barros,945.03
Blood Diamond,944.74
Salim Touahri,944.68
Antonio Trocoli,943.7
Carlos Huachin,943.08
Hayato Sakurai,942.98
Nick Agallar,942.36
Brian Houston,942.07
Victoria Leonardo,941.61
Wes Sims,941.56
Igor Zinoviev,941.14
Mike Wessel,941.0
Austin Springer,940.96
JC Cottrell,940.89
Matt Bessette,940.72
Ryan Parker,940.51
Gilbert Aldana,940.51
Thibault Gouti,939.92
Justin Levens,939.89
Steve Vigneault,939.79
Antonio McKee,939.63
Danny Mitchell,939.36
Darrell Montague,939.31
Devin Powell,939.17
Elizabeth Phillips,938.93
Ramona Pascual,938.46
Jesse Butler,938.3
Jason Miller,938.22
Tim Gorman,938.2
Danyelle Wolf,937.89
Jodie Esquibel,937.31
Joao Roque,937.19
Jay Hieron,937.08
Neil Wain,936.82
Dokonjonosuke Mishima,936.75
Christian Colombo,936.64
Kevin Jordan,936.63
Ruan Potts,936.42
Joey Gomez,936.35
Mark Striegl,936.24
CJ Fernandes,935.99
Melton Bowen,935.26
Ricardo Funch,935.26
Gabriel Silva,935.24
KB Bhullar,935.21
Felipe Bunes,935.19
Joseph Gigliotti,935.07
Daniel Teymur,935.04
Nick Roehrick,935.03
Carlos Vera,934.81
Damian Grabowski,934.61
Caio Machado,934.46
Julio Paulino,934.2
Rodrigo de Lima,933.85
Azamat Gashimov,933.55
Yuki Sasaki,933.46
Brian Camozzi,933.19
Hugo Duarte,932.96
Matt Horwich,932.92
Yoshinori Horie,932.5
Diana Belbita,932.23
Jesse Strader,931.9
Joao Zeferino,931.85
Grigory Popov,931.84
Larissa Pacheco,931.49
Alan Baudot,931.48
Zarrukh Adashev,931.25
Dominic Waters,931.09
Reese Andy,931.04
Pat Audinwood,931.04
Cameron VanCamp,930.96
Mostapha Al-Turk,930.36
Lucio Linhares,930.27
Joe Merritt,929.81
Dan Lauzon,929.49
Yusuke Kasuya,929.28
Takenori Sato,928.6
Pearl Gonzalez,928.48
Erick Gonzalez,928.43
Scott Baker,928.01
Fred Ettish,928.01
Felix Lee Mitchell,928.01
Joe Son,928.01
John Dowdy,928.01
Rainy Martinez,928.01
Frank Caracci,928.01
Valeri Ignatov,928.01
Adrian Serrano,928.01
Paul Rodriguez,928.01
John Marsh,928.01
Bill Mahood,928.01
Brian Gassaway,928.01
Mike Whitehead,928.01
Seth Petruzelli,928.01
Chris Price,928.01
Josh Shockman,928.01
Victor Valimaki,928.01
John Halverson,928.01
Jason Black,928.01
Ryan Thomas,928.01
Jason Young,928.01
Jared Papazian,928.01
Guto Inocente,928.01
Tateki Matsuda,928.01
Kailin Curran,928.01
Josh Copeland,928.01
Justin Jones,928.01
Paul Redmond,928.01
Jason Novelli,928.01
CM Punk,928.01
Jeff Hughes,928.01
Daniel Lacerda,928.01
Bruno Souza,928.01
Mitch Raposo,928.01
Julia Polastri,928.01
Ivana Petrovic,927.92
Eric Wisely,927.91
Rob Wilkinson,927.1
Juan Manuel Puig,926.49
Alen Amedovski,926.19
Nikolay Veretennikov,925.4
Phil Johns,925.26
Thomas Gifford,925.17
Travis Wiuff,924.63
Elvis Mutapcic,924.35
Anthony Christodoulou,923.81
Jin Soo Son,923.67
Martin Day,923.67
Stewart Nicoll,923.22
Cameron Else,923.06
Askar Mozharov,922.92
Hernani Perpetuo,922.65
Marcelo Aguiar,922.51
Eddie Ruiz,922.51
Talita Bernardo,922.46
Harry Hunsucker,922.46
Kyle Prepolec,922.34
Zhalgas Zhumagulov,922.29
Nick Penner,921.66
Jose Maria,921.51
Cindy Dandois,921.34
Anna Elmose,921.18
Chris Heatherly,920.79
Rhys McKee,920.51
Keiichiro Yamamiya,920.43
Ronys Torres,919.97
Shanna Young,919.74
Koji Kitao,919.26
Reza Nasri,919.07
Vanessa Melo,918.94
Jason Godsey,918.6
Toshiomi Kazama,918.49
Brian Cobb,918.43
Harry Moskowitz,918.42
Tim Williams,918.26
Marcelo Rojo,918.23
Sarah Frota,917.98
Kelly Dullanty,917.46
Gabe Ruediger,916.9
Victor Martinez,916.8
Hector Aldana,916.68
Zviad Lazishvili,916.24
Martin Sano,915.82
Val Woodburn,915.68
Rodney Wallace,914.94
Ravena Oliveira,914.88
Kit Cope,914.84
David Velasquez,914.29
Chase Gormley,913.51
Willamy Freire,913.01
TJ O'Brien,911.89
Gloria de Paula,911.74
Jay Silva,911.27
Kevin Borjas,911.15
Mike Stumpf,910.31
Roger Bowling,910.31
Ramiro Hernandez,910.28
Michal Figlak,909.97
Cristina Stanciu,909.69
Stevie Lynch,909.62
Scott Junk,909.6
Saimon Oliveira,908.86
Michihiro Omigawa,908.52
Derrick Noble,908.04
Jesse Sanders,908.04
Ericka Almeida,908.04
Yoji Anjo,907.65
Ednaldo Oliveira,907.42
Daiju Takase,907.4
