Fighter,Elo Rating
Shamil Gamzatov,997.31
David Dvorak,997.29
Jesse Taylor,997.15
Jimy Hettes,997.15
Igor Araujo,997.05
Kyle Watson,996.92
Mike Pyle,996.9
Danny Henry,996.83
Bolaji Oki,996.79
Brock Larson,996.78
Nick Catone,996.77
Azat Maksum,996.62
Eddie Sanchez,996.61
Nick Maximov,996.61
Trevor Prangley,996.56
Sam Adkins,996.52
Paul Varelans,996.49
Viacheslav Borshchev,996.44
Shane Nelson,996.21
Tsuyoshi Kohsaka,996.19
Benito Lopez,996.18
Alex Oliveira,996.17
Nad Narimani,996.13
Luke Jumeau,996.12
Roan Carneiro,996.04
Punahele Soriano,996.03
Spencer Fisher,995.96
Kevin Ferguson,995.9
Daniel Barez,995.9
Ottman Azaitar,995.82
Dave Strasser,995.68
Pablo Garza,995.68
Joe Ellenberger,995.68
Impa Kasanganay,995.53
Zhang Lipeng,995.52
Francisco Figueiredo,995.48
Natan Levy,995.46
Rory Singer,995.44
Leah Letson,995.41
Vernon White,995.16
Pingyuan Liu,995.12
Nicholas Musoke,995.09
Eliot Marshall,994.88
Mana Martinez,994.78
Gustavo Lopez,994.76
Godofredo Pepey,994.73
Noad Lahat,994.73
Wang Cong,994.73
David Branch,994.6
Anshul Jubli,994.54
Bryan Barberena,994.39
Mark Godbeer,994.35
Carlos Newton,994.31
Piera Rodriguez,994.31
Shonie Carter,994.24
Jordan Rinaldi,993.92
Dongi Yang,993.73
Ricky Turcios,993.73
Elise Reed,993.49
Kyle Nelson,993.36
Damir Hadzovic,993.2
Roland Delorme,993.09
Tiago dos Santos e Silva,993.03
Valerie Letourneau,992.98
Ivan Jorge,992.93
Ion Cutelaba,992.85
Maryna Moroz,992.83
Cory McKenna,992.66
Fabio Maldonado,992.52
Tim Means,992.37
Blagoy Ivanov,992.11
Don'Tale Mayes,992.02
Ramsey Nijem,991.95
Aleksandra Albu,991.93
Marcelo Guimaraes,991.89
Thomas Almeida,991.78
Rob Emerson,991.75
Brad Katona,991.73
Joe Proctor,991.69
Akira Corassani,991.58
Bartosz Fabinski,991.24
Reza Madadi,991.19
Devonte Smith,991.13
Francimar Barroso,990.88
Danny Roberts,990.68
Brian Bowles,990.6
Brad Gumm,990.58
Jason Lambert,990.56
Hugo Viana,990.5
Cat Zingano,990.47
Muin Gafurov,990.46
Akihiro Gono,990.21
David Loiseau,990.07
Alfonso Alcarez,990.0
Makwan Amirkhani,989.95
Tony DeSouza,989.92
Jeremy Stephens,989.92
Leandro Silva,989.92
Luana Pinheiro,989.75
Felipe Arantes,989.69
CJ Fernandes,989.42
Danilo Marques,989.35
Jason High,989.2
Maurice Greene,989.07
Yuta Sasaki,989.05
Luigi Fioravanti,989.04
Paul Taylor,989.0
Levan Makashvili,988.79
Chris Leben,988.76
Jeremy Horn,988.7
Jason Knight,988.66
Tarec Saffiedine,988.64
Raulian Paiva,988.58
Andrew Sanchez,988.37
Junior Tafa,988.36
Peter Sobotta,988.11
Vitor Miranda,988.04
John Howard,987.97
Cody Brundage,987.86
Jonathan Goulet,987.53
Francisco Prado,987.44
Jesse Bongfeldt,987.34
Leandro Issa,987.29
Danny Chavez,987.19
Roman Bogatov,987.14
Jon Tuck,986.92
Preston Parsons,986.86
Ron van Clief,986.82
Fabiano Iha,986.6
Frankie Saenz,986.58
Renzo Gracie,986.36
Livinha Souza,986.35
Tamdan McCrory,986.27
Shayilan Nuerdanbieke,986.23
Warlley Alves,986.19
Ryan Jimmo,986.18
Jake Rosholt,986.16
Maxim Grishin,986.13
Glaico Franca Moreira,986.06
Kyle Noke,985.95
Bassil Hafez,985.95
Court McGee,985.83
Daniel Roberts,985.73
Marco Beltran,985.71
John Cholish,985.63
Maximo Blanco,985.62
Carlos Leal,985.62
Jamie Mullarkey,985.57
Pannie Kianzad,985.54
James Toney,985.49
Zach Makovsky,985.45
Gabe Green,985.31
Bekzat Almakhan,985.2
Felipe dos Santos,985.09
Kron Gracie,985.05
Cyrille Diabate,985.0
Neil Seery,984.93
Mickael Lebout,984.93
Carlos Eduardo Rocha,984.89
Felice Herrig,984.81
Augusto Mendes,984.77
Chris Haseman,984.7
Tristan Connelly,984.57
Alexander Munoz,984.47
Greg Hardy,984.46
Jeff Joslin,984.41
Yoshiyuki Yoshida,984.41
Jason Day,984.37
Daniel Omielanczuk,984.29
Parker Porter,984.28
John Maguire,984.26
Irwin Rivera,984.26
Curt Warburton,984.22
Stephanie Egger,984.21
Gil Castillo,984.18
Trevin Giles,984.15
Nick Osipczak,984.1
Jamall Emmers,984.03
Aoriqileng,984.03
KJ Noons,984.01
Jake Hadley,983.98
Heath Herring,983.88
Rob Broughton,983.86
Mike Ricci,983.83
Bruno Santos,983.77
Riki Fukuda,983.76
Ian McCall,983.76
James Te Huna,983.73
Jose Johnson,983.71
Kimo Leopoldo,983.7
Robert Whiteford,983.65
Klidson Abreu,983.64
Masanori Kanehara,983.63
Edgar Chairez,983.62
Antonio Braga Neto,983.55
Jorge Patino,983.53
Keith Jardine,983.52
Shamil Abdurakhimov,983.47
Tony Sims,983.46
Renan Barao,983.38
Westin Wilson,983.21
Marco Polo Reyes,983.17
Steve Bruno,983.16
Phil Hawes,983.13
Tae Hyun Bang,983.09
Gabriel Santos,983.03
Denis Kang,982.93
Zachary Scroggin,982.92
Renato Verissimo,982.86
Valmir Lazaro,982.84
Roberto Romero,982.82
Kalib Starnes,982.81
Greg Soto,982.72
Mads Burnell,982.63
Michinori Tanaka,982.59
Luke Cummo,982.57
Chris Barnett,982.52
Fatima Kline,982.48
Marcus Brimage,982.46
Chris Gruetzemacher,982.42
Miguel Baeza,982.41
Robert McDaniel,982.39
Walt Harris,982.39
Azunna Anyanwu,982.39
Daron Cruickshank,982.29
Carlos Vera,982.25
Nick Hein,982.23
Caolan Loughran,982.17
Andre Pederneiras,982.11
Jess Liaudin,982.0
John Gunderson,982.0
Sheymon Moraes,981.95
Yuki Kondo,981.94
Spike Carlyle,981.94
Joao Roque,981.86
Daichi Abe,981.85
Julian Sanchez,981.83
Nick Pace,981.83
Tom Gallicchio,981.79
Matt Veach,981.73
Cindy Dandois,981.7
Jonathan Brookins,981.63
Jake Hecht,981.54
Minoki Ichihara,981.51
Batgerel Danaa,981.51
Mason Jones,981.41
John Lober,981.39
Yuki Sasaki,981.39
Charles McCarthy,981.35
John Marsh,981.32
Mike Whitehead,981.32
Josh Shockman,981.32
Nikolay Veretennikov,981.32
Luiz Cane,981.29
Danyelle Wolf,981.25
Ravena Oliveira,981.25
Ivan Menjivar,981.18
Adrian Serrano,981.15
Mitch Raposo,981.15
Joe Soto,981.14
Zviad Lazishvili,981.12
Rameau Thierry Sokoudjou,981.08
Caros Fodor,981.0
Adam Yandiev,980.94
Dan Miller,980.81
Josh Hendricks,980.81
Rory Markham,980.79
Alexandre Barros,980.78
Sam Hoger,980.76
Junior Assuncao,980.75
Matt Schnell,980.64
Ivan Salaverry,980.6
Chico Camus,980.57
Eddie Ruiz,980.52
Marcel Fortuna,980.48
Antonio McKee,980.43
Hyun Gyu Lim,980.39
Shannon Gugerty,980.37
Joe Merritt,980.36
Lara Procopio,980.23
Yves Jabouin,980.2
Cristian Quinonez,980.2
Anthony Macias,980.18
David Bielkheden,980.18
Katsunori Kikuno,980.17
Carlo Prater,980.16
Jeff Hougland,980.15
Paul Creighton,980.12
Jason Brilz,980.04
Heather Clark,980.01
Fabio Gurgel,980.0
Wallid Ismail,980.0
Noe Hernandez,980.0
Allan Goes,980.0
Alex Stiebling,980.0
Nick Serra,980.0
James Zikic,980.0
Richard Crunkilton,980.0
Romie Aram,980.0
Bobby Southworth,980.0
Steve Byrnes,980.0
Dan Barrera,980.0
Dante Rivera,980.0
Justin Wren,980.0
James Hammortree,980.0
Mark Scanlon,980.0
Sako Chivitchian,980.0
Tyler Toner,980.0
Antonio Banuelos,980.0
Ryan McGillivray,980.0
Chuck O'Neil,980.0
Stephen Bass,980.0
Chris Tickle,980.0
John Teixeira,980.0
Brendan Loughnane,980.0
Jon Manley,980.0
Chris Spang,980.0
Collin Hart,980.0
Roger Gracie,980.0
Peggy Morgan,980.0
Dave Galera,980.0
Keith Berish,980.0
Daniel Spohn,980.0
Tina Lahdemaki,980.0
Jianping Yang,980.0
Rodolfo Rubio Perez,980.0
Alex Torres,980.0
Rocky Lee,980.0
Nazareno Malegarie,980.0
Abner Lloveras,980.0
Marcin Wrzosek,980.0
Cory Hendricks,980.0
James Mulheron,980.0
Tyler Diamond,980.0
Allan Zuniga,980.0
Jay Cucciniello,980.0
Joe Giannetti,980.0
Alex Gorgees,980.0
Hailey Cowan,980.0
Igor Severino,980.0
Pedro Falcao,980.0
Ernesta Kareckaite,980.0
Jose Daniel Medina,980.0
Jose Ochoa,980.0
Baergeng Jieleyisi,980.0
Willamy Freire,979.96
Greg Stott,979.93
Cole Smith,979.91
Homer Moore,979.88
James Head,979.87
Mike Easton,979.85
Dustin Kimura,979.85
Steve Vigneault,979.83
Rex Holman,979.75
Alexandre Ferreira,979.71
Cortavious Romious,979.71
Niklas Backstrom,979.66
Henry Martinez,979.6
Eduardo Garagorri,979.59
Trevor Peek,979.59
Hayato Sakurai,979.58
Simeon Thoresen,979.48
Robelis Despaigne,979.45
Augusto Montano,979.41
Carlos Mota,979.4
Joseph Morales,979.39
Liliya Shakirova,979.38
Gilbert Urbina,979.32
Felipe Bunes,979.31
Mitch Ramirez,979.31
Ian Entwistle,979.3
Satoshi Honma,979.28
Roger Narvaez,979.27
Lewis Gonzalez,979.19
AJ Cunningham,979.16
Rudyard Moncayo,979.12
John Salter,979.08
Hector Urbina,979.05
Emily Ducote,979.05
Mike Wessel,979.04
Ivana Petrovic,979.04
Brandon Melendez,979.03
Nissen Osterneck,978.99
Maciej Jewtuszko,978.99
Angel Pacheco,978.98
Danielle Taylor,978.95
Cal Worsham,978.94
Alex Andrade,978.94
Carlos Barreto,978.93
Jordan Vucenic,978.93
Nick Agallar,978.89
Khusein Askhabov,978.87
Yuri Vaulin,978.86
Ryan Parker,978.79
Hugo Duarte,978.78
Sheldon Westcott,978.78
Guilherme Vasconcelos,978.77
Austin Springer,978.76
Chris Brennan,978.72
Igor Zinoviev,978.72
Askar Mozharov,978.7
Austen Lane,978.7
Matt Lucas,978.68
Bibulatov Magomed,978.68
Dean Barry,978.68
Per Eklund,978.65
Toshiomi Kazama,978.65
Melton Bowen,978.62
Rogerio Bontorin,978.62
Nyamjargal Tumendemberel,978.62
Jim Mullen,978.61
Neil Wain,978.61
Matt Arroyo,978.57
Ben Alloway,978.57
Robert Sanchez,978.57
Scott Baker,978.52
Fred Ettish,978.52
Marcus Bossett,978.52
Joe Son,978.52
John Dowdy,978.52
Frank Caracci,978.52
Brian Gassaway,978.52
CM Punk,978.52
Ozzy Diaz,978.52
Reginaldo Vieira,978.5
Rolando Delgado,978.46
Nathan Coy,978.44
Lucas Rocha,978.43
Keiichiro Yamamiya,978.42
Rob MacDonald,978.42
Koji Kitao,978.41
Shamar Bailey,978.4
Maheshate,978.4
Jimmy Flick,978.39
Martin Sano,978.39
Andrew Craig,978.37
Anton Kuivanen,978.36
Ivan Erslan,978.35
Stewart Nicoll,978.33
Rainy Martinez,978.32
Paul Rodriguez,978.32
Bill Mahood,978.32
Kamuela Kirk,978.27
Rafael Cerqueira,978.27
Marcelo Aguiar,978.24
Christian Wellisch,978.17
Yoshinori Horie,978.16
Juliana Lima,978.11
Christian Aguilera,978.09
Drew McFedries,978.06
Sarah Kaufman,978.06
Allen Crowder,978.06
Chris Camozzi,978.05
Adam Milstead,978.02
Andre Ewell,977.96
Robert Bryczek,977.96
Jason Von Flue,977.95
Pete Rodriguez,977.93
Ben Sosoli,977.85
Isabela de Padua,977.83
Phil Johns,977.82
Carlo Pedersoli Jr.,977.78
Cody Gibson,977.73
Carli Judice,977.7
Ian Loveland,977.68
Cody McKenzie,977.67
Bethe Correia,977.67
David Velasquez,977.66
Geraldo de Freitas,977.66
Steven Nguyen,977.65
Nick Roehrick,977.61
Jerrod Sanders,977.59
Matthew Semelsberger,977.59
Seth Baczynski,977.58
Yan Cabral,977.58
Tyson Nam,977.42
Jesse Lennox,977.39
Reza Nasri,977.36
Brian Cobb,977.3
Pawel Pawlak,977.3
Rodrigo Damm,977.28
Matt Hobar,977.28
Hacran Dias,977.24
Joe Jordan,977.23
Kit Cope,977.2
Francisco Trevino,977.18
Branden Lee Hinkle,977.14
Ryan Roberts,977.13
Derrick Noble,977.1
Cyril Asker,977.09
Jesse Sanders,977.08
Floyd Sword,977.07
Felipe Silva,977.06
Garrett Armfield,977.06
Kelly Dullanty,977.05
Will Chope,977.05
Dale Hartt,977.04
Luis Pajuelo,977.04
Pete Spratt,977.03
Austin Lingo,977.03
Teila Tuli,977.0
Kevin Rosier,977.0
Art Jimmerson,977.0
Sean Daugherty,977.0
David Levicki,977.0
Thaddeus Luster,977.0
Robert Lucarelli,977.0
Alberta Cerra Leon,977.0
Emmanuel Yarborough,977.0
Roland Payne,977.0
Eldo Xavier Dias,977.0
Jason Fairn,977.0
Asbel Cancio,977.0
Andy Anderson,977.0
Ernie Verdicia,977.0
Jack McGlaughlin,977.0
John Matua,977.0
Francesco Maturi,977.0
David Hood,977.0
Gerry Harris,977.0
Keith Mielke,977.0
Thomas Ramirez,977.0
Paul Herrera,977.0
Matt Andersen,977.0
Scott Fiedler,977.0
Dave Berry,977.0
Jackie Lee,977.0
Eric Martin,977.0
Wes Albritton,977.0
Dmitri Stepanov,977.0
Tony Halme,977.0
Donnie Chappell,977.0
Todd Butler,977.0
Houston Dorr,977.0
Marcus Silveira,977.0
Josh Stuart,977.0
Courtney Turner,977.0
Eugenio Tadeu,977.0
Bob Gilstrap,977.0
Joe Pardo,977.0
Paulo Santos,977.0
Adriano Santos,977.0
Darrel Gholar,977.0
Joey Roberts,977.0
Chris Condo,977.0
David Roberts,977.0
Flavio Luiz Moura,977.0
Lowell Anderson,977.0
Masutatsu Yano,977.0
Jermaine Andre,977.0
Aaron Brink,977.0
Joey Gilbert,977.0
Rodrigo Ruas,977.0
Zach Light,977.0
Leigh Remedios,977.0
Gerald Strebendt,977.0
Wade Shipp,977.0
Josh Rafferty,977.0
Alex Schoenauer,977.0
Lodune Sincaid,977.0
Chris Sanford,977.0
Jason Thacker,977.0
Keigo Kunihara,977.0
Sean Gannon,977.0
Kerry Schall,977.0
Icho Larenas,977.0
Kristof Midoux,977.0
Cory Walmsley,977.0
Mario Neto,977.0
Justin James,977.0
Sherman Pendergarst,977.0
Andy Wang,977.0
Dorian Price,977.0
John Kolosci,977.0
Richie Hightower,977.0
Billy Miles,977.0
Jared Rollins,977.0
James Giboo,977.0
Cale Yarbrough,977.0
David Baron,977.0
John Polakowski,977.0
Jules Bruchez,977.0
Shane Primm,977.0
Tom Egan,977.0
Derek Downey,977.0
Neil Grove,977.0
Tim McKenzie,977.0
Frank Lester,977.0
Danillo Villefort,977.0
Darrill Schoonover,977.0
Marcus Jones,977.0
Rolles Gracie,977.0
Josh Bryant,977.0
Jamie Yager,977.0
Vinicius Queiroz,977.0
Fredson Paixao,977.0
Aaron Wilkinson,977.0
Dustin Neace,977.0
Chris Saunders,977.0
Marcos Vinicius,977.0
Wagner Campos,977.0
Delson Heleno,977.0
Anistavio Medeiros,977.0
Manuel Rodriguez,977.0
Adam Cella,977.0
Jimmy Quinlan,977.0
Gilbert Smith,977.0
Nandor Guelmino,977.0
Albert Cheng,977.0
Mike King,977.0
Humberto Brown Morrison,977.0
Bentley Syler,977.0
Izabela Badurek,977.0
Bruno Korea,977.0
Vernon Ramos Ho,977.0
Martin Svensson,977.0
Bharat Kandare,977.0
Ariel Beck,977.0
Karine Gevorgyan,977.0
Christina Marks,977.0
Maia Stevenson,977.0
Richie Smullen,977.0
Michel Batista,977.0
Justin Frazier,977.0
Duda Santana,977.0
Steven Koslow,977.0
SeungGuk Choi,977.0
Manolo Zecchini,977.0
Benardo Sopaj,977.0
Tuco Tokkos,977.0
Kaan Ofli,977.0
Robert Valentin,977.0
Zygimantas Ramaska,977.0
Feng Xiaocan,977.0
Kiru Sahota,977.0
Issei Tamura,976.98
Callan Potter,976.96
Stevie Lynch,976.95
Josh Culibao,976.95
John Campetella,976.9
Scott Junk,976.9
Klaudia Sygula,976.9
Jeff Newton,976.85
Ryan Madigan,976.85
Aaron Rosa,976.85
Luke Zachrich,976.85
Sean McCorkle,976.82
Abdul-Kareem Al-Selwady,976.8
Rick Davis,976.79
Ernest Chavez,976.71
Cynthia Calvillo,976.71
Gabriel Miranda,976.69
Mark Weir,976.59
Kanako Murata,976.57
Jamie Moyle,976.56
Sung Bin Jo,976.46
Ron Stallings,976.41
Bojan Velickovic,976.41
Jim Alers,976.29
Misha Cirkunov,976.19
Chad Anheliger,976.15
Masio Fullen,976.05
Braxton Smith,976.02
Solomon Hutcherson,975.97
Ronald Jhun,975.96
Max Rohskopf,975.96
Dustin Stoltzfus,975.96
Mandy Bohm,975.96
David Michaud,975.95
Stanislav Nedkov,975.93
Roosevelt Roberts,975.93
Raphael Pessoa,975.88
Matthew Lopez,975.85
Juliana Miller,975.85
Allen Berube,975.84
Joshua Weems,975.79
Eddie Mendez,975.78
Tony Petarra,975.77
Patrick Cummins,975.74
Mark Hominick,975.72
Blake Bilder,975.71
Charlie Valencia,975.7
Philip De Fries,975.68
Bubba Bush,975.68
Shunichi Shimizu,975.66
Filip Pejic,975.6
Harold Howard,975.58
Dieusel Berto,975.58
Ivan Serati,975.58
James McSweeney,975.58
Brian Geraghty,975.57
Ray Wizard,975.48
He-Man Gipson,975.48
Nate Schroeder,975.48
Sean Alvarez,975.48
Kristian Rothaermel,975.48
Roger Zapata,975.48
Jeka Saragih,975.48
Paul Georgieff,975.47
Saeed Hosseini,975.38
Chris Liguori,975.35
Justin Lawrence,975.34
Clifford Starks,975.31
Sabina Mazo,975.25
James Lee,975.24
David Heath,975.19
Devin Clark,975.18
William Knight,975.08
Kevin Burns,975.07
Johnny Bedford,975.05
Brok Weaver,975.02
Manvel Gamburyan,974.93
CJ Vergara,974.76
Yui Chul Nam,974.75
Nadia Kassem,974.74
Deron Winn,974.68
Felipe Olivieri,974.58
Sean Sharaf,974.55
Hans Stringer,974.43
Ricardo Romero,974.42
Luan Chagas,974.37
Cameron Dollar,974.36
Emil Meek,974.35
Joao Pierini,974.33
Darren Stewart,974.33
Connor Matthews,974.32
Jake Ellenberger,974.24
Marcus LeVesseur,974.22
Alex Karalexis,974.17
Poliana Botelho,974.03
Justine Kish,973.92
Mike Jackson,973.91
Thiago Perpetuo,973.66
Lucas Alexander,973.5
Sasha Palatnikov,973.49
Eugene Jackson,973.33
Milana Dudieva,973.33
Josh Stansbury,973.18
Khama Worthy,973.08
Tom Blackledge,972.92
Abu Azaitar,972.67
Anthony Njokuani,972.61
Caol Uno,972.39
Chris Cope,972.37
Gabriel Benitez,972.13
George Sullivan,972.11
Clay Harvison,971.95
Jorge Gurgel,971.7
Orion Cosce,971.56
Erick Montano,971.48
Corey Hill,971.42
Chris Beal,971.34
Kevin Casey,971.33
Kyle Kingsbury,971.28
James Moontasri,971.22
Joe Riggs,971.21
Goran Reljic,971.08
Yves Edwards,970.93
Oskar Piechota,970.93
Louis Smolka,970.92
Trevor Smith,970.74
Justin Salas,970.69
Keita Nakamura,970.64
Melinda Fabian,970.63
Omar Morales,970.51
Mario Miranda,970.5
Anthony Perosh,970.48
Guido Cannetti,970.43
Brian Kelleher,970.41
Marcus Aurelio,970.39
Andrew Holbrook,970.35
Rafael Alves,970.18
Travis Lutter,970.01
Francisco Rivera,969.97
Sumudaerji,969.95
Marcin Held,969.88
Priscila Cachoeira,969.73
Duane Ludwig,969.72
Dylan Andrews,969.57
AJ Fletcher,969.49
Mike Brown,969.45
Milton Vieira,969.45
Geane Herrera,969.35
Tim Lajcik,969.21
Brian Johnston,969.18
Craig White,969.03
Isaac Vallie-Flagg,968.68
Russell Doane,968.57
Eric Shelton,968.23
Daniel Sarafian,968.21
Ryo Chonan,968.13
Jason Dent,967.79
Piotr Hallmann,967.78
Darrick Minner,967.59
Justin Scoggins,967.43
Mike Breeden,967.43
Dhiego Lima,967.41
Rob Kimmons,967.33
Efrain Escudero,967.3
Justin Ledet,967.3
Derrick Krantz,967.24
Julian Marquez,967.16
Christos Giagos,966.99
Ben Saunders,966.93
Luke Sanders,966.78
Scott Askham,966.69
Brad Scott,966.67
Jack Marshman,966.64
Kyle Daukaus,966.39
Will Brooks,966.32
Mike de la Torre,966.31
Vanessa Melo,966.15
Frankie Perez,965.98
Daniel Pineda,965.94
Austin Hubbard,965.85
Louis Gaudinot,965.67
Alexander Yakovlev,965.65
Elizabeth Phillips,965.65
Polyana Viana,965.59
Mickey Gall,965.44
Lando Vannata,965.43
Akbarh Arreola,965.33
Bart Palaszewski,965.21
Devin Powell,965.14
Bobby Moffett,965.04
Steven Peterson,964.82
Koji Oishi,964.78
Dwight Grant,964.73
Yosdenis Cedeno,964.67
Dennis Buzukja,964.6
Damian Stasiak,964.52
Felipe Colares,964.51
Ray Rodriguez,964.51
Rostem Akman,964.4
Anderson Dos Santos,964.26
Chris Wilson,964.2
Yaotzin Meza,964.13
Kleydson Rodrigues,964.12
Danny Martinez,964.07
Stefan Sekulic,964.05
Alex White,964.02
Mike Grundy,964.01
Ross Pearson,963.9
Don Shainis,963.83
Terry Martin,963.77
Alex Nicholson,963.76
Roger Hollett,963.72
Hatsu Hioki,963.68
SeungWoo Choi,963.64
DaMarques Johnson,963.63
Andre Winner,963.61
TJ Brown,963.61
Reese Andy,963.56
Shanna Young,963.55
Shane Roller,963.49
Kevin Aguilar,963.45
Lucio Linhares,963.42
Landon Quinones,963.42
Alex Da Silva,963.39
Randa Markos,963.38
Tor Troeng,963.34
Michael McBride,963.31
Mehdi Baghdad,963.29
Luigi Vendramini,963.26
Liudvik Sholinian,963.26
James Irvin,963.25
John Allan,963.25
Josh Clopton,963.24
Darrell Horcher,963.18
Carlos Huachin,963.12
Clay Collard,963.03
Jesse Butler,962.95
Jay Silva,962.89
Matt Dwyer,962.87
Ricky Glenn,962.85
Gabriel Silva,962.85
Pete Williams,962.84
Marcin Prachnio,962.8
Kai Kamaka,962.8
Kay Hansen,962.64
Tim Gorman,962.56
Amar Suloev,962.53
Paul Bradley,962.49
Sam Stout,962.47
Gasan Umalatov,962.42
Chris Fishgold,962.41
Quang Le,962.4
Harry Moskowitz,962.31
Bruno Souza,962.24
Josh Fremd,962.23
Enrique Marin,962.22
Mark Striegl,962.21
Bobby Hoffman,962.19
Jon Olav Einemo,962.19
Jason Novelli,962.18
Jorge Lopez,962.16
Kuniyoshi Hironaka,962.13
Quinn Mulhern,962.13
Vagner Rocha,962.12
Domingo Pilarte,962.08
Edwin Figueroa,962.06
Matt Bessette,961.97
Julio Paulino,961.96
Joao Zeferino,961.96
Danny Downes,961.94
Dylan Budka,961.88
Carmelo Marrero,961.87
Pat Barry,961.87
Sarah Frota,961.87
Kyle Prepolec,961.84
Kazula Vargas,961.76
Christian Morecraft,961.74
Josh Copeland,961.69
Johnny Munoz,961.69
Matt Horwich,961.66
Josh Neer,961.64
Jason MacDonald,961.59
Justin Eilers,961.58
Cortney Casey,961.56
Oliver Enkamp,961.49
Papy Abedi,961.48
Townsend Saunders,961.39
Tateki Matsuda,961.25
Ericka Almeida,961.25
AJ Dobson,961.25
Jin Soo Son,961.24
Mats Nilsson,961.23
Andre Gusmao,961.22
Joey Gambino,961.22
Danny Mitchell,961.21
Jarno Errens,961.21
Brandon Thatch,961.19
Laureano Staropoli,961.19
Julie Kedzie,961.15
Alexis Dufresne,961.15
Rayanne dos Santos,961.15
Austin Arnett,961.14
Justin Jones,961.11
Dan Argueta,961.03
Humberto Bandenay,961.0
Cristiano Marcello,960.98
Yanis Ghemmouri,960.97
Konstantin Erokhin,960.94
Nick Fiore,960.91
Gadzhi Omargadzhiev,960.87
Jonavin Webb,960.85
Teemu Packalen,960.85
Christophe Leninger,960.84
Alberto Crane,960.77
Jason Gonzalez,960.77
Doug Evans,960.75
Justin Levens,960.73
Yao Zhikui,960.71
Carlton Minus,960.69
Jon Delos Reyes,960.64
Fernando Bruno,960.61
Luis Henrique,960.58
Damien Brown,960.56
Chad Reiner,960.55
Wagner Prado,960.55
Kyle Bradley,960.53
Josh Ferguson,960.53
TJ Laramie,960.52
Josh Sampo,960.5
Alex Ricci,960.47
Ryan Couture,960.43
Hernani Perpetuo,960.43
Sam Sicilia,960.41
Shana Dobson,960.37
Peter Barrett,960.35
Karlos Vemola,960.31
Johnny Eduardo,960.27
TJ O'Brien,960.22
Seo Hee Ham,960.22
Reuben Duran,960.17
Amilcar Alves,960.15
Chad Griggs,960.09
Ednaldo Oliveira,960.08
Bernardo Magalhaes,960.08
Nolan Ticman,960.07
Chan-Mi Jeon,960.07
Timmy Cuamba,960.07
Saparbeg Safarov,960.05
Leonardo Mafra,960.04
Yoshihiro Akiyama,960.03
David Dodd,960.02
Carl Deaton,960.02
Colin Fletcher,960.0
Dileno Lopes,960.0
Nohelin Hernandez,959.99
Steve Lopez,959.98
Renee Forte,959.98
Pat Audinwood,959.92
Ronys Torres,959.91
Joey Gomez,959.91
Marnic Mann,959.91
Antonio Mendes,959.9
Matt Sayles,959.9
Paulo Thiago,959.83
Darko Stosic,959.82
Yuri Villefort,959.79
Valeri Ignatov,959.75
Pearl Gonzalez,959.75
Rosi Sexton,959.74
Jordan Radev,959.72
David Zawada,959.72
Steve Berger,959.64
Tom DeBlass,959.63
Ramiro Hernandez,959.63
Patrick Williams,959.61
Zhang Tiequan,959.57
Vik Grujic,959.57
Val Woodburn,959.57
KB Bhullar,959.54
Sean Salmon,959.53
Rongzhu,959.52
Richard Walsh,959.51
Brock Jardine,959.5
Alessio Sakara,959.48
Vaughan Lee,959.46
Jessica Rakoczy,959.46
Jared Gooden,959.46
John Halverson,959.44
Yusuke Kasuya,959.41
Alex Soto,959.4
Steve Montgomery,959.4
Paul Redmond,959.36
Jessica-Rose Clark,959.35
Yasuhiro Urushitani,959.33
Marc-Andre Barriault,959.29
Cole Williams,959.28
Kazuhiro Nakamura,959.27
Te Edwards,959.25
Horacio Gutierrez,959.24
Shayna Baszler,959.23
Lauren Mueller,959.21
Hector Ramirez,959.17
Richardson Moreira,959.17
Louis Cosce,959.17
Anthony Ivy,959.14
Michel Quinones,959.12
Ali AlQaisi,959.03
Michal Figlak,959.0
Dokonjonosuke Mishima,958.98
Yizha,958.96
Luan Lacerda,958.94
Jeremy Kimball,958.9
Alvin Robinson,958.88
Chris Avila,958.85
Motonobu Tezuka,958.83
Brian Houston,958.83
Jason Young,958.82
Rin Nakai,958.82
Tucker Lutz,958.81
Maria Oliveira,958.78
Alice Ardelean,958.76
Bevon Lewis,958.73
Jamey Simmons,958.73
Joseph Gigliotti,958.7
Jonathan Wilson,958.64
Joachim Christensen,958.6
Gaetano Pirrello,958.59
Brandon Wolff,958.54
Jessin Ayari,958.54
Aleksa Camur,958.53
Byron Bloodworth,958.5
Mike Stumpf,958.48
Andreas Stahl,958.44
Tim Williams,958.42
Yorgan De Castro,958.38
Jason Tan,958.37
Thomas Gifford,958.33
Curtis Stout,958.32
Sammy Morgan,958.32
Mike Lullo,958.32
Dan Stittgen,958.32
Luiz Dutra,958.32
Alan Omer,958.32
Carls John De Tomas,958.32
Brendson Ribeiro,958.32
Kazuki Tokudome,958.3
Saimon Oliveira,958.29
Kevin Borjas,958.25
Jason Black,958.24
Crafton Wallace,958.18
Anna Elmose,958.18
Victor Altamirano,958.17
Takenori Sato,958.15
Josh Shockley,958.14
Brendan O'Reilly,958.13
Terrence Mitchell,958.11
Mike Rio,958.08
Michael Patt,958.06
Phil Harris,958.04
Brandon Jenkins,958.0
