Fighter,Elo Rating
Ashkan Mokhtarian,957.97
JC Cottrell,957.94
Silvana Gomez Juarez,957.94
Juancamilo Ronderos,957.9
Frank Trigg,957.88
Brodie Farber,957.88
Eddie Wineland,957.82
Sarah Alpar,957.81
Joe Brammer,957.79
Luis Ramos,957.79
Alptekin Ozkilic,957.78
Vince Morales,957.78
Claudio Ribeiro,957.75
Talita Bernardo,957.72
Josh Quinlan,957.67
Victor Valimaki,957.61
Dakota Bush,957.58
Karl Roberson,957.47
Dan Evensen,957.45
Erik Silva,957.4
Jason Witt,957.39
Kaynan Kruschewsky,957.37
Nick Aguirre,957.36
Chris Heatherly,957.35
Willie Gates,957.34
Vince Cachero,957.3
Danny Abbadi,957.27
Syuri Kondo,957.27
Leo Kuntz,957.24
Pat Schilling,957.23
Houston Alexander,957.21
Rodrigo de Lima,957.2
Mariya Agapova,957.2
Mark Holst,957.18
Shane Howell,957.18
Razak Al-Hassan,957.17
David Kaplan,957.17
Jacob Kilburn,957.17
Brogan Walker,957.17
Gilbert Aldana,957.15
Walel Watson,957.13
Wagner Silva,957.13
Sean Spencer,957.12
Eddie Gordon,957.12
Jesse Strader,957.08
Edward Faaloloto,957.07
Ulysses Gomez,957.07
Leonardo Guimaraes,957.07
Kevin Jordan,957.04
Ryan Thomas,957.04
Shane del Rosario,957.04
Denis Stojnic,957.01
Marcos Mariano,957.01
Chris Indich,957.0
Leonardo Morales,957.0
Azamat Gashimov,956.97
Fabiano Scherner,956.94
Roman Salazar,956.94
Carlos Candelario,956.93
Mohammad Yahya,956.9
Anthony Christodoulou,956.87
Jordan Espinosa,956.82
Brendon Marotte,956.82
Marion Reneau,956.81
Ryan MacDonald,956.81
Donny Walker,956.8
Eiji Mitsuoka,956.8
Kurt Holobaugh,956.79
Elias Garcia,956.73
Jason Godsey,956.72
Ricky Rainey,956.72
Rolando Dy,956.7
Guto Inocente,956.69
Marcelo Golm,956.63
Jose Maria,956.6
Daniel Spitz,956.55
Artem Lobov,956.48
Michael Kuiper,956.47
Eric Wisely,956.43
Rob Wilkinson,956.43
Jim Wallhead,956.41
Larissa Pacheco,956.38
Cody Pfister,956.33
Todd Brown,956.31
Kyle Stewart,956.31
Gloria de Paula,956.3
Anthony Lapsley,956.29
Kris Moutinho,956.29
Collin Anglin,956.24
Dong Hyun Ma,956.21
Jack May,956.17
Travis Wiuff,956.14
Besam Yousef,956.07
Mark Eddiva,956.05
Joseph Holmes,956.02
Alexandre Dantas,955.99
Juan Manuel Puig,955.99
Cain Carrizosa,955.98
George Roop,955.97
Zarrukh Adashev,955.96
Cristina Stanciu,955.93
Suman Mokhtarian,955.92
Antonio Trocoli,955.9
Andreas Michailidis,955.81
Kelly Faszholz,955.78
Edilberto de Oliveira,955.77
Chris de la Rocha,955.76
CJ Keith,955.75
Grigory Popov,955.72
Luke Caudillo,955.7
Kwan Ho Kwak,955.69
Jorge de Oliveira,955.66
Jeremy Jackson,955.63
Xavier Foupa-Pokam,955.59
Jeff Cox,955.54
Larry Cureton,955.52
Moti Horenstein,955.52
Royce Alger,955.52
Joe Veres,955.52
Brad Morris,955.52
Joseph Sandoval,955.52
John Cofer,955.52
Bristol Marunde,955.52
Sheila Gaff,955.52
Charlie Ward,955.52
Aalon Cruz,955.52
Trent Jenkins,955.51
Kiefer Crosbie,955.51
Marcin Bandel,955.45
Ansar Chalangov,955.43
Chris Tuchscherer,955.35
Oli Thompson,955.34
Emily Kagan,955.28
Victor Martinez,955.28
Scott Smith,955.25
Yoislandy Izquierdo,955.23
Tommy Speer,955.18
Ben Wall,955.12
Juan Adams,955.08
Roger Bowling,955.07
Steve Kennedy,955.03
Nick Penner,954.99
Michelle Waterson-Gomez,954.97
Cameron VanCamp,954.85
Jessamyn Duke,954.78
Mike Guymon,954.69
Mac Danzig,954.68
Drako Rodriguez,954.68
Tamires Vidal,954.65
Victor Rodriguez,954.64
Mallory Martin,954.54
Herbert Burns,954.51
Charles Rosa,954.47
Ihor Potieria,954.44
Anthony Birchak,954.4
Rob Yundt,954.39
Wendell Oliveira Marques,954.36
Danilo Belluardo,954.35
Roldan Sangcha'an,954.31
James Bochnovic,954.3
Colin Robinson,954.29
Wes Combs,954.28
Steve Steinbeiss,954.28
Dashon Johnson,954.28
Cesar Arzamendia,954.28
Rafael Cavalcante,954.26
Dusko Todorovic,954.26
William Macario,954.24
Lisa Ellis,954.2
Hayder Hassan,954.2
Yusaku Kinoshita,954.2
Johnny Rees,954.15
Liana Jojua,954.15
Colton Smith,954.14
Micheal Gillmore,954.12
Chase Gormley,954.11
Sam Fulton,954.1
Anton Zafir,954.08
Charalampos Grigoriou,954.07
Joe Vedepo,954.02
Steve Judson,954.01
Zane Frazier,954.0
Chris Price,954.0
Cameron Else,954.0
David Lee,953.9
Barb Honchak,953.9
Alberto Uda,953.88
Andrea Lee,953.75
Tommy Hayden,953.74
Martin Bravo,953.74
Richie Vaculik,953.68
Jordan Griffin,953.48
Jenel Lausa,953.44
Samy Schiavo,953.32
Chris Dempsey,953.31
Henrique da Silva,953.25
David Abbott,953.17
Montserrat Conejo Ruiz,953.15
Tom Niinimaki,953.01
Tom Watson,952.96
Amanda Cooper,952.77
Daniel Jolly,952.76
Gadzhimurad Antigulov,952.74
Matt Van Buren,952.72
Andre Soukhamthath,952.68
Boston Salmon,952.62
Ross Pointon,952.53
Rashad Coulter,952.46
Dave Menne,952.42
Yohan Lainesse,952.38
Rachael Ostovich,952.27
Antonio Dos Santos,952.26
Andre Fialho,952.25
Vinny Magalhaes,952.1
Zac Pauga,952.06
Charles Byrd,951.98
Teruto Ishihara,951.85
Randy Costa,951.8
David Mitchell,951.74
Ode Osbourne,951.61
Cody Donovan,951.44
Alvaro Herrera Mendoza,950.75
Eric Schafer,950.66
Wellington Turman,950.62
Roxanne Modafferi,950.39
Miranda Granger,950.34
Cody East,950.32
Jason Gilliam,950.3
Jason Miller,950.27
Nate Mohr,950.05
Tafon Nchukwi,949.87
Dominic Waters,949.54
Kyle Bochniak,949.52
Takashi Sato,949.52
Emily Whitmire,949.41
Sean O'Connell,949.04
Lukasz Brzeski,948.95
Jamie Varner,948.81
Trevin Jones,948.8
Elvis Mutapcic,948.65
Dominique Steele,948.3
Antonio Silva,947.78
Khalid Taha,947.17
Alessio Di Chirico,947.14
Aaron Riley,947.08
Assuerio Silva,946.89
Kevin Croom,946.46
Salim Touahri,946.41
Christian Colombo,946.39
Henry Briones,946.2
Ryan Benoit,946.19
Lina Lansberg,946.11
Junior Albini,946.0
Markus Perez,945.86
Rolando Bedoya,945.8
Mitch Clarke,945.75
Hannah Goldy,945.28
Sarah Moras,945.18
Pete Sell,945.09
Tim Hague,944.94
Hector Lombard,944.87
Mike Rodriguez,944.64
Kamal Shalorus,944.63
Rodney Wallace,944.6
Gilbert Yvel,944.5
Bec Rawlings,944.46
Vinicius Salvador,944.4
Caio Machado,944.08
Mateus Mendonca,944.06
Jessica Penne,944.04
Jessica Eye,944.01
Dan Lauzon,943.97
Fabricio Camoes,943.95
Wes Sims,943.94
Dave Herman,943.74
Darian Weeks,943.64
Tra Telligman,943.59
Justin Edwards,943.48
Julija Stoliarenko,943.24
Joey Beltran,943.22
Garreth McLellan,943.05
Mike Massenzio,942.98
Jessica Aguilar,942.81
Journey Newson,942.79
Marcio Alexandre Junior,942.78
Jeff Curran,942.61
Mike Rhodes,942.14
Jeff Hughes,942.13
Dan Moret,942.1
Andy Enz,941.76
Diana Belbita,941.39
Mostapha Al-Turk,941.34
Marvin Eastman,941.33
Justin Buchholz,941.29
Kris McCray,941.29
Diego Saraiva,941.18
Alex Reyes,941.09
Blood Diamond,941.04
Daniel Teymur,940.98
Ramona Pascual,940.98
Sabah Homasi,940.93
Felix Lee Mitchell,940.89
Shane Campbell,940.85
Tonya Evinger,940.77
James Llontop,940.76
Lukasz Sajewski,940.65
Alex Chambers,940.56
Eric Spicely,940.53
Ashlee Evans-Smith,940.34
Darrell Montague,940.25
Darrius Flowers,940.25
Jordan Williams,940.18
Jay Perrin,939.83
Brad Imes,939.7
Erick Gonzalez,939.67
Oluwale Bamgbose,939.66
Shane Young,939.52
Antonio Arroyo,939.51
Norifumi Yamamoto,939.39
Jared Papazian,939.37
Hector Aldana,939.25
Jocelyn Jones-Lybarger,939.14
Malcolm Gordon,938.9
Estevan Payan,938.86
Brian Camozzi,938.85
Matt Grice,938.67
Nam Phan,938.6
Alan Baudot,938.47
Yoji Anjo,938.43
Mizuto Hirota,938.41
Justin Jaynes,938.35
Garett Whiteley,938.32
Charlie Ontiveros,938.28
Cole Escovedo,938.17
Edwin DeWees,938.16
Gabe Ruediger,938.16
Josh Haynes,938.12
Damian Grabowski,938.04
Viktor Pesta,938.03
Kevin Natividad,938.0
Wulijiburen,937.92
Victoria Leonardo,937.89
Marcelo Rojo,937.88
Genaro Valdez,937.52
Josh Parisian,937.47
Bobby Nash,937.42
Jumabieke Tuerxun,937.39
Mark De La Rosa,937.31
Roque Martinez,937.16
Jason Reinhardt,937.11
Fabio Cherant,937.05
Iliarde Santos,937.04
Niklas Stolze,937.04
Ruan Potts,936.94
Daiju Takase,936.68
Bojan Mihajlovic,936.68
Albert Morales,936.65
Denys Bondar,936.61
Zelim Imadaev,936.47
Gilbert Melendez,936.46
Jared Hamman,936.39
Angela Magana,936.37
Mara Romero Borella,935.85
Mike Santiago,935.79
Harry Hunsucker,935.79
Forrest Petz,935.77
Joby Sanchez,935.62
Gideon Ray,935.55
Kalindra Faria,934.49
Shannon Ross,934.45
Jeremy Larsen,934.26
Hu Yaozong,934.26
Jake Lindsey,934.21
John Albert,933.87
Jesse Forbes,933.44
Brad Pickett,933.28
Frank Camacho,932.93
Phil Baroni,932.29
Rafaello Oliveira,932.26
Dalcha Lungiambula,932.19
Jordan Wright,932.16
Damacio Page,931.29
Dmitrii Smoliakov,931.23
Gian Villante,930.94
Jorge Santiago,930.76
Charlie Brenneman,930.71
Thibault Gouti,930.55
Jake Collier,929.81
Ryan Jensen,929.26
Igor Pokrajac,928.78
Takanori Gomi,928.73
Rhys McKee,926.35
Hannah Cifers,926.33
Joe Doerksen,925.75
Will Campuzano,925.36
Dustin Pague,925.13
Steve Cantwell,924.95
Jay Hieron,924.83
John Phillips,924.66
Terrion Ware,924.38
Denis Tiuliulin,923.89
Wu Yanan,923.59
Zarah Fairn,923.34
Aaron Phillips,923.31
Ji Yeon Kim,922.92
Khadis Ibragimov,922.92
Bobby Voelker,922.86
Anthony Hamilton,922.75
Keith Wisniewski,922.73
Anton Turkalj,922.65
Fernie Garcia,922.39
Jinh Yu Frey,922.36
Jodie Esquibel,922.35
Ricardo Funch,922.23
Sam Alvey,922.02
Pat Healy,920.48
Brandon Davis,920.4
Gina Mazany,920.25
Andy Ogle,919.6
Maki Pitolo,919.34
Seth Petruzelli,919.27
Dequan Townsend,919.02
Martin Day,918.81
JP Buys,918.58
Elvis Sinosic,918.19
Josh Grispi,918.07
Istela Nunes,917.45
John Alessio,917.18
Phillipe Nover,917.18
Scott Jorgensen,917.02
Edgar Garcia,916.96
Tiki Ghosn,916.67
Ashley Yoder,916.04
Alen Amedovski,915.34
Michihiro Omigawa,915.3
Lucie Pudilova,914.88
Jerome Rivera,914.77
Liang Na,912.41
Vinicius Moreira,911.9
Ike Villanueva,911.77
Zhalgas Zhumagulov,911.33
Leonard Garcia,909.18
Kailin Curran,908.74
Jesse Ronson,905.02
Naoyuki Kotani,904.94
Jared Vanderaa,903.74
Sean Soriano,902.47
Jamie Pickett,901.1
Chase Sherman,897.85
Daniel Lacerda,896.32
Joshua Burkman,893.29
