Fighter,Peak Elo
Luigi Fioravanti,1023.41
Goran Reljic,1023.41
Daniel Santos,1023.36
Gian Villante,1023.34
Eddie Wineland,1023.32
Jack Marshman,1023.3
Isaac Vallie-Flagg,1023.26
Maiquel Falcao,1023.23
Allan Nascimento,1023.2
Kalib Starnes,1023.19
Khalid Murtazaliev,1023.19
Chelsea Chandler,1023.14
Reiner de Ridder,1023.14
DaMarques Johnson,1023.12
Andrew Holbrook,1023.1
Emily Whitmire,1023.03
Takashi Sato,1023.01
Justin Tafa,1022.96
Tom Niinimaki,1022.95
Megan Anderson,1022.93
Ketlen Souza,1022.92
Trey Ogden,1022.91
Stephanie Egger,1022.88
Hector Sandoval,1022.84
Kamuela Kirk,1022.79
Lance Benoist,1022.73
Neil Seery,1022.66
Justin McCully,1022.62
Elvis Sinosic,1022.59
Shane Roller,1022.53
Brian Melancon,1022.46
Jonathan Goulet,1022.42
Bart Palaszewski,1022.4
Yoshihiro Akiyama,1022.39
Piotr Hallmann,1022.37
Josh Neer,1022.34
Che Mills,1022.31
Mike Wilkinson,1022.31
Gabe Green,1022.24
Sergey Morozov,1022.24
Jutaro Nakao,1022.23
Mike Grundy,1022.23
Sanae Kikuta,1022.17
Dennis Hallman,1022.17
Carmelo Marrero,1022.17
Jake Hecht,1022.13
Shinsho Anzai,1022.12
Brianna Fortino,1022.11
Antonio Carvalho,1022.06
Ashlee Evans-Smith,1022.05
Michinori Tanaka,1021.97
Waylon Lowe,1021.95
Timothy Johnson,1021.91
Emil Meek,1021.8
Felicia Spencer,1021.8
Pascal Krauss,1021.57
Luke Sanders,1021.57
Masanori Kanehara,1021.54
Joe Charles,1021.53
Eric Schafer,1021.48
Jason Day,1021.41
Pete Spratt,1021.36
Trevin Jones,1021.35
Niklas Backstrom,1021.32
Lucie Pudilova,1021.27
Junior Albini,1021.26
Tristan Connelly,1021.26
Irina Alekseeva,1021.26
Ikuhisa Minowa,1021.22
Lee Murray,1021.22
Melissa Mullins,1021.22
Joe Slick,1021.21
Hunter Azure,1021.21
Daria Zhelezniakova,1021.21
Semmy Schilt,1021.2
Dmitry Sosnovskiy,1021.2
Stanislav Nedkov,1021.19
Leandro Issa,1021.19
Antonina Shevchenko,1021.17
Andre Winner,1021.16
Mark Schultz,1021.15
Akihiro Gono,1021.15
Carlo Prater,1021.15
Chris Kelades,1021.15
Humberto Bandenay,1021.15
Lauren Mueller,1021.15
Lucas Almeida,1021.15
Morgan Charriere,1021.15
Stephanie Luciano,1021.15
Albert Duraev,1021.13
Katsunori Kikuno,1021.12
Tim Hague,1021.09
Hans Stringer,1021.09
Bibulatov Magomed,1021.09
Dustin Kimura,1021.08
Leslie Smith,1021.08
Juliana Lima,1021.08
Johnny Eduardo,1021.07
Alptekin Ozkilic,1021.07
Fernando Padilla,1021.06
Christian Wellisch,1021.05
Austin Lingo,1021.05
Justin Eilers,1021.04
Shane Young,1021.03
Cole Smith,1021.03
Jonny Parsons,1021.02
Montserrat Rendon,1021.02
Damien Brown,1020.99
Mike Massenzio,1020.97
Javier Vazquez,1020.96
Steve Bosse,1020.92
Danny Silva,1020.9
Mark Godbeer,1020.88
Drew McFedries,1020.84
Noad Lahat,1020.82
Aleksa Camur,1020.8
Garrett Armfield,1020.77
Yuta Sasaki,1020.71
Wang Guan,1020.67
Kron Gracie,1020.65
Renato Verissimo,1020.61
Robert Whiteford,1020.6
Alessio Di Chirico,1020.51
Luis Henrique,1020.48
Shannon Gugerty,1020.44
Ji Yeon Kim,1020.39
Emily Ducote,1020.36
Shamil Gamzatov,1020.21
Damian Stasiak,1020.16
Isaac Dulgarian,1020.16
Joe Soto,1020.15
Jonathan Brookins,1020.14
Danielle Taylor,1020.14
Kazuki Tokudome,1020.13
Tom Duquesnoy,1020.13
Andrei Semenov,1020.11
Nick Catone,1020.1
Mizuki,1020.08
Maheshate,1020.08
Tim Elliott,1020.07
Jonathan Wilson,1020.07
Rei Tsuruya,1020.06
Philip De Fries,1020.05
Jorge Gurgel,1020.04
Brian Foster,1020.04
Abu Azaitar,1020.03
Jon Tuck,1020.01
Yui Chul Nam,1020.01
Levan Makashvili,1020.01
Kevin Rosier,1020.0
Scott Morris,1020.0
Frank Hamaker,1020.0
Orlando Wiet,1020.0
Harold Howard,1020.0
Marcus Bossett,1020.0
Jon Hess,1020.0
Todd Medina,1020.0
Onassis Parungao,1020.0
Scott Bessac,1020.0
Sam Adkins,1020.0
Rafael Carino,1020.0
Roberto Traven,1020.0
Nick Sanzo,1020.0
Justin Martin,1020.0
Yoshiki Takahashi,1020.0
Enson Inoue,1020.0
Steven Graham,1020.0
Tony Fryklund,1020.0
Dwayne Cason,1020.0
Kazushi Sakuraba,1020.0
Chris Brennan,1020.0
Mikey Burnett,1020.0
Cesar Marscucci,1020.0
Tulio Palhares,1020.0
Sione Latu,1020.0
Ron Waterman,1020.0
Marcelo Mello,1020.0
Paul Jones,1020.0
John Lewis,1020.0
Katsuhisa Fujii,1020.0
Scott Adams,1020.0
Bob Cook,1020.0
Lance Gibson,1020.0
Yuki Kondo,1020.0
Ben Earwood,1020.0
Mark Hughes,1020.0
Benji Radach,1020.0
Genki Sudo,1020.0
Dave Strasser,1020.0
Jonathan Wiezorek,1020.0
Alex Karalexis,1020.0
Sam Hoger,1020.0
Branden Lee Hinkle,1020.0
Nick Thompson,1020.0
Tom Murphy,1020.0
Mike Nickels,1020.0
Anthony Torres,1020.0
Logan Clark,1020.0
Paul Taylor,1020.0
Manvel Gamburyan,1020.0
Roman Mitichyan,1020.0
Matt Arroyo,1020.0
Troy Mandaloniz,1020.0
War Machine,1020.0
Nate Loughran,1020.0
Rory Markham,1020.0
Steve Cantwell,1020.0
Rolando Delgado,1020.0
Junie Browning,1020.0
Matt Veach,1020.0
Mike Ciesnolevicz,1020.0
James Wilks,1020.0
Jesse Lennox,1020.0
James McSweeney,1020.0
Sean McCorkle,1020.0
Rob Broughton,1020.0
Nick Pace,1020.0
Kyle Watson,1020.0
Ian Loveland,1020.0
Cody McKenzie,1020.0
Miguel Torres,1020.0
Mackens Semerzier,1020.0
Ken Stone,1020.0
Clay Harvison,1020.0
Shamar Bailey,1020.0
Chris Cope,1020.0
Dave Herman,1020.0
Jeff Hougland,1020.0
Walel Watson,1020.0
Clifford Starks,1020.0
John Albert,1020.0
John Cholish,1020.0
Justin Salas,1020.0
Simeon Thoresen,1020.0
Reza Madadi,1020.0
Justin Lawrence,1020.0
Buddy Roberts,1020.0
Marcos Vinicius,1020.0
Thiago Perpetuo,1020.0
Ben Alloway,1020.0
Colton Smith,1020.0
Nah-Shon Burrell,1020.0
Tor Troeng,1020.0
Robert McDaniel,1020.0
Antonio Braga Neto,1020.0
Sarah Kaufman,1020.0
Josh Sampo,1020.0
Jessamyn Duke,1020.0
Ernest Chavez,1020.0
Mark Eddiva,1020.0
Anying Wang,1020.0
Jim Alers,1020.0
Richard Walsh,1020.0
Ricardo Abreu,1020.0
Joe Ellenberger,1020.0
Sarah Moras,1020.0
Patrick Walsh,1020.0
Eddie Gordon,1020.0
Tiago dos Santos e Silva,1020.0
Henry Briones,1020.0
Aisling Daly,1020.0
Heather Clark,1020.0
Bec Rawlings,1020.0
Jessica Penne,1020.0
Masio Fullen,1020.0
Tony Sims,1020.0
Reginaldo Vieira,1020.0
Glaico Franca Moreira,1020.0
Alvaro Herrera Mendoza,1020.0
Erick Montano,1020.0
Chris Gruetzemacher,1020.0
Bojan Velickovic,1020.0
Josh Stansbury,1020.0
Jessin Ayari,1020.0
Martin Bravo,1020.0
Ryan Janes,1020.0
Naoki Inoue,1020.0
Joseph Morales,1020.0
Mara Romero Borella,1020.0
Shana Dobson,1020.0
Rachael Ostovich,1020.0
Polyana Viana,1020.0
Charles Byrd,1020.0
John Gunther,1020.0
Leah Letson,1020.0
Geraldo de Freitas,1020.0
Dalcha Lungiambula,1020.0
Miranda Granger,1020.0
Yorgan De Castro,1020.0
Spike Carlyle,1020.0
Christian Aguilera,1020.0
Kay Hansen,1020.0
Modestas Bukauskas,1020.0
Kai Kamaka,1020.0
Guram Kutateladze,1020.0
Sasha Palatnikov,1020.0
Tafon Nchukwi,1020.0
Montserrat Conejo Ruiz,1020.0
Ricky Turcios,1020.0
Carlos Hernandez,1020.0
Aliaskhab Khizriev,1020.0
Juliana Miller,1020.0
Anshul Jubli,1020.0
Loik Radzhabov,1020.0
Yanal Ashmouz,1020.0
Jamey-Lyn Horth,1020.0
Talita Alencar,1020.0
Ramon Taveras,1020.0
Bolaji Oki,1020.0
Cesar Almeida,1020.0
Victor Hugo,1020.0
Dione Barbosa,1020.0
ChangHo Lee,1020.0
Mairon Santos,1020.0
Ryan Loder,1020.0
Nathan Fletcher,1020.0
Lone’er Kavanagh,1020.0
Shi Ming,1020.0
DongHun Choi,1020.0
SuYoung You,1020.0
Cameron Smotherman,1019.98
Issei Tamura,1019.94
Jose Torres,1019.94
Dan Cramer,1019.93
Daichi Abe,1019.93
Benito Lopez,1019.88
Ramazan Temirov,1019.88
Jason Von Flue,1019.87
Tony Kelley,1019.86
Mark Weir,1019.81
Wesley Correira,1019.8
Zachary Reese,1019.8
Jamal Pogues,1019.78
Veronica Hardy,1019.77
Luke Cummo,1019.75
Dong Hyun Ma,1019.73
Cody Brundage,1019.73
Sean Spencer,1019.71
Pat Barry,1019.66
Azat Maksum,1019.52
Dan Bobish,1019.5
Jimmy Flick,1019.49
Pete Sell,1019.34
Nurullo Aliev,1019.33
Rodolfo Bellato,1019.29
Jordan Espinosa,1019.27
Jorge Santiago,1019.12
Tucker Lutz,1019.11
Eduarda Moura,1019.11
Marcel Fortuna,1019.1
Francisco Trevino,1019.08
Josh Quinlan,1019.08
Carlo Pedersoli Jr.,1019.07
Marc-Andre Barriault,1019.06
Travis Lutter,1019.04
Victor Altamirano,1019.02
Darko Stosic,1019.01
Cody Haddon,1019.01
Zhang Tiequan,1019.0
Ebenezer Fontes Braga,1018.98
Nadia Kassem,1018.98
MarQuel Mederos,1018.98
Jenel Lausa,1018.97
Ariane Carnelossi,1018.94
Augusto Montano,1018.93
Jesus Pinedo,1018.93
Marcus Aurelio,1018.92
Chad Anheliger,1018.92
Andre Roberts,1018.91
Blake Bilder,1018.91
Sam Patterson,1018.87
Dan Christison,1018.85
Forrest Petz,1018.85
Corey Hill,1018.85
Carlos Eduardo Rocha,1018.85
Nick Denis,1018.85
Marcelo Guimaraes,1018.85
Chico Camus,1018.85
Mike Rio,1018.85
Milana Dudieva,1018.85
Galore Bofando,1018.85
Jarred Brooks,1018.85
Nicco Montano,1018.85
Juan Adams,1018.85
Puja Tomar,1018.85
Magomed Gadzhiyasulov,1018.85
Eduardo Garagorri,1018.83
Rafael Estevam,1018.83
Kevin Ferguson,1018.82
Impa Kasanganay,1018.82
Cody Donovan,1018.81
Francisco Figueiredo,1018.81
Viacheslav Borshchev,1018.8
Tyrone Roberts,1018.79
Rob Kimmons,1018.79
Billy Ray Goff,1018.79
Tedd Williams,1018.78
Adam Milstead,1018.78
Syuri Kondo,1018.78
Brok Weaver,1018.78
Danny Chavez,1018.73
Kanako Murata,1018.68
Jordan Wright,1018.67
Mansur Abdul-Malik,1018.66
Mariya Agapova,1018.64
Gokhan Saki,1018.61
Justin Jaynes,1018.56
Cheyanne Vlismas,1018.53
Luke Jumeau,1018.37
Yan Cabral,1018.34
Ange Loosa,1018.34
Jake Hadley,1018.29
Marcelo Golm,1018.28
Luis Saldana,1018.18
Peter Sobotta,1018.13
Mike Kyle,1018.07
Felipe Silva,1018.05
Mana Martinez,1018.04
Edwin Figueroa,1018.02
Wang Cong,1018.02
Chris Clements,1017.99
Cristian Quinonez,1017.99
Trevor Peek,1017.96
Deron Winn,1017.88
Francis Marshall,1017.88
Ricardo Romero,1017.84
Hector Urbina,1017.83
Jamie Moyle,1017.83
Abdul-Kerim Edilov,1017.83
Gaston Bolanos,1017.82
Brendson Ribiero,1017.81
CJ Vergara,1017.8
Alex White,1017.79
Tamires Vidal,1017.78
Sedriques Dumas,1017.76
Robelis Despaigne,1017.75
Sirwan Kakai,1017.71
Ode Osbourne,1017.7
Hannah Cifers,1017.64
Randy Costa,1017.26
Abubakar Nurmagomedov,1017.26
Tom Nolan,1017.14
Natan Levy,1017.04
Mark De La Rosa,1016.96
Ivan Jorge,1016.69
Dusko Todorovic,1016.65
Alexander Yakovlev,1015.79
Gilbert Melendez,1014.87
Randa Markos,1013.06
Charles Rosa,1012.22
Da'Mon Blackshear,1011.51
Kyle Nelson,1011.4
Lando Vannata,1011.36
Tyson Nam,1011.28
Wanderlei Silva,1011.24
Jessica Eye,1011.21
Anthony Perosh,1011.2
Don'Tale Mayes,1010.76
Vernon White,1010.57
DeAnna Bennett,1010.0
Jarjis Danho,1009.84
Jesse Bongfeldt,1009.46
Priscila Cachoeira,1008.8
Jordan Rinaldi,1008.66
Preston Parsons,1007.96
Ryan Benoit,1007.83
Chris Wilson,1007.8
Vince Morales,1007.73
Anthony Njokuani,1006.98
Jai Herbert,1006.66
Kyle Daukaus,1006.65
Austin Hubbard,1006.48
Ryo Chonan,1006.31
Wellington Turman,1006.24
Darrell Horcher,1006.14
Jake Rosholt,1006.11
Melquizael Costa,1006.06
Bassil Hafez,1006.03
Terry Martin,1005.83
Mitch Clarke,1005.82
Ihor Potieria,1005.63
Sultan Aliev,1005.5
Bruna Brasil,1005.36
Malcolm Gordon,1005.28
Guido Cannetti,1005.25
Mike de la Torre,1005.22
Jason High,1005.21
Leonard Garcia,1005.12
Shane Campbell,1005.07
David Bielkheden,1004.97
Heath Herring,1004.94
Jamall Emmers,1004.92
Dhiego Lima,1004.89
Artem Lobov,1004.82
Alessandro Costa,1004.82
Rafael Alves,1004.79
Kyle Bochniak,1004.58
Augusto Mendes,1004.49
Alvin Robinson,1004.45
James Moontasri,1004.4
Amaury Bitetti,1004.37
Gabriella Fernandes,1004.34
Luigi Vendramini,1004.33
Greg Soto,1004.28
Tom Watson,1004.21
Kuniyoshi Hironaka,1004.18
Jason Witt,1004.18
Adam Fugitt,1004.17
Mads Burnell,1004.02
Chris Tuchscherer,1003.71
Klidson Abreu,1003.68
Justin Buchholz,1003.42
Maxim Grishin,1003.4
Rameau Thierry Sokoudjou,1003.28
Curt Warburton,1003.27
Jamie Pickett,1003.26
Jared Hamman,1003.25
Tresean Gore,1003.19
Clay Collard,1003.18
Caolan Loughran,1003.18
Irwin Rivera,1003.17
Sean O'Connell,1003.12
Elise Reed,1003.11
Julia Polastri,1003.11
Dan Argueta,1003.02
Junior Tafa,1003.02
Frank Camacho,1002.99
Thomas Petersen,1002.95
Kevin Casey,1002.89
Steven Peterson,1002.85
Felipe Colares,1002.84
Brad Scott,1002.83
Daniel Sarafian,1002.83
Francisco Prado,1002.75
Gustavo Lopez,1002.68
Bruno Santos,1002.63
Rafael Cavalcante,1002.58
Felipe dos Santos,1002.58
TJ Brown,1002.55
Valmir Lazaro,1002.52
Travis Fulton,1002.48
Mario Miranda,1002.47
Gina Mazany,1002.47
Vagner Rocha,1002.44
Anthony Hamilton,1002.41
Denis Kang,1002.39
Christian Morecraft,1002.36
Mickael Lebout,1002.36
Geane Herrera,1002.36
Anthony Birchak,1002.31
Luke Zachrich,1002.3
Roger Narvaez,1002.3
Cortney Casey,1002.3
Jonathan Meunier,1002.3
Cristiano Marcello,1002.29
Patrick Williams,1002.29
Dominique Steele,1002.27
Geza Kalman,1002.23
Alex Nicholson,1002.23
Allen Crowder,1002.23
Cody Gibson,1002.22
Gil Castillo,1002.18
Justin Edwards,1002.1
Lara Procopio,1002.04
Markus Perez,1002.03
Renee Forte,1001.98
Dongi Yang,1001.97
Scott Askham,1001.96
Aoriqileng,1001.9
Yaotzin Meza,1001.89
Jeremy Kimball,1001.82
Scott Smith,1001.71
Frankie Perez,1001.69
Johnny Munoz,1001.57
Jinh Yu Frey,1001.56
Jake Collier,1001.51
Willie Gates,1001.48
Mike Guymon,1001.43
John Salter,1001.39
Mason Jones,1001.36
Henry Martinez,1001.35
Wu Yanan,1001.35
Jerrod Sanders,1001.3
Joe Moreira,1001.28
Junior Assuncao,1001.28
Joachim Christensen,1001.28
Chris Dempsey,1001.25
Nate Mohr,1001.23
Pete Rodriguez,1001.22
Serhiy Sidey,1001.19
Jeka Saragih,1001.17
Anthony Macias,1001.15
Tai Bowden,1001.15
Tra Telligman,1001.15
Rob MacDonald,1001.15
Rafaello Oliveira,1001.15
Reuben Duran,1001.15
Louis Gaudinot,1001.15
Richie Vaculik,1001.15
Tae Hyun Bang,1001.15
Yosdenis Cedeno,1001.15
Viktor Pesta,1001.15
Ian Entwistle,1001.15
Garreth McLellan,1001.15
Mike Jackson,1001.15
Khalid Taha,1001.15
Tereza Bleda,1001.15
Gilbert Urbina,1001.09
Yao Zhikui,1001.08
Brendan O'Reilly,1001.08
Mike Rodriguez,1001.05
Phil Harris,1001.02
Aaron Rosa,1000.97
Dale Hartt,1000.96
Eddie Yagin,1000.95
Oluwale Bamgbose,1000.87
Chris Barnett,1000.74
Akbarh Arreola,1000.71
Jose Johnson,1000.62
Ian McCall,1000.42
Riki Fukuda,1000.39
Ron Stallings,1000.38
Joe Doerksen,1000.31
Xiao Long,1000.31
Callan Potter,1000.3
Lucas Alexander,1000.29
Brandon Davis,1000.26
Chris Fishgold,1000.25
Matt Dwyer,1000.19
Marcus LeVesseur,1000.16
Vaughan Lee,1000.14
Teemu Packalen,1000.13
Jared Vanderaa,1000.13
Denis Tiuliulin,1000.13
Andreas Michailidis,1000.12
Joby Sanchez,1000.1
Jack Nilson,1000.07
Brad Kohler,1000.07
Matt Grice,1000.07
John Gunderson,1000.07
Dustin Pague,1000.07
Sai Wang,1000.07
Raphael Pessoa,1000.07
Amanda Cooper,1000.06
Gasan Umalatov,1000.04
Nathan Coy,1000.04
Alex Da Silva,1000.04
Charles McCarthy,1000.01
Shauna Bannon,1000.01
Cal Worsham,1000.0
Marcus Silveira,1000.0
Mark Robinson,1000.0
Ron Faircloth,1000.0
George Roop,1000.0
Anton Kuivanen,1000.0
Wagner Prado,1000.0
Mike Ricci,1000.0
Pedro Nobre,1000.0
Vik Grujic,1000.0
Bubba Bush,1000.0
Robert Drysdale,1000.0
Keith Berish,1000.0
Alex Chambers,1000.0
Seo Hee Ham,1000.0
Bobby Moffett,1000.0
John Allan,1000.0
Ben Sosoli,1000.0
Kevin Croom,1000.0
Ramiz Brahimaj,1000.0
Kleydson Rodrigues,1000.0
Hamdy Abdelwahab,1000.0
Austen Lane,1000.0
Karlos Vemola,999.95
Robert Sanchez,999.94
Edgar Chairez,999.92
Michael Kuiper,999.83
Keith Rockel,999.81
Claudio Ribeiro,999.55
Chase Sherman,999.52
Josh Fremd,999.44
Kaue Fernandes,999.42
Evan Elder,999.37
Steve Bruno,999.3
Jason Gonzalez,999.27
Gabriel Miranda,999.16
Matt Sayles,999.13
Yohan Lainesse,999.12
Matt Hobar,999.1
Per Eklund,999.08
Cody Pfister,999.04
Rongzhu,998.99
William Macario,998.96
Orion Cosce,998.94
Maria Oliveira,998.94
Cyril Asker,998.93
Daniel Barez,998.89
Melissa Martinez,998.86
David Michaud,998.85
Maki Pitolo,998.77
Zac Pauga,998.66
Sam Hughes,998.33
Daniel Spitz,998.13
Jesse Taylor,997.95
Liana Jojua,997.91
Joseph Holmes,997.85
Andy Ogle,997.79
Josh Parisian,997.71
Mallory Martin,997.66
Ivana Petrovic,997.4
Valter Walker,997.4
Pawel Pawlak,996.97
Kimo Leopoldo,996.94
Roxanne Modafferi,996.9
Albert Morales,995.94
Fabricio Camoes,995.22
Mizuto Hirota,995.15
Luan Chagas,993.54
Aaron Riley,992.63
Marcin Prachnio,992.24
Tim Lajcik,991.53
Muin Gafurov,991.29
Brad Gumm,990.58
Milton Vieira,990.03
Alfonso Alcarez,990.0
Melinda Fabian,990.0
Mike Brown,989.59
Christian Colombo,989.43
CJ Fernandes,989.42
David Zawada,988.59
Andre Soukhamthath,988.47
Renzo Gracie,987.85
Ron van Clief,987.67
Craig White,987.4
Eric Shelton,987.36
Kamal Shalorus,987.18
James Toney,987.0
Roman Bogatov,986.64
Jordan Griffin,986.27
Papy Abedi,986.17
Derrick Krantz,986.17
Vinny Magalhaes,986.14
Nam Phan,985.61
Ashley Yoder,985.45
Quang Le,985.41
Carlos Leal,985.4
Journey Newson,985.21
John Alessio,985.13
Leonardo Mafra,985.07
Gabriel Santos,985.04
Zachary Scroggin,984.81
Michael McBride,984.79
Don Shainis,984.79
Dennis Buzukja,984.72
Bekzat Almakhan,984.69
Justin Levens,984.62
Roger Hollett,984.6
Westin Wilson,984.6
Saparbeg Safarov,984.58
David Mitchell,984.57
Cole Williams,984.55
Keita Nakamura,984.53
Sean Salmon,984.51
Alexander Munoz,984.45
Charlie Ontiveros,984.4
Andre Pederneiras,984.28
Amar Suloev,984.28
Darrius Flowers,984.28
Jamey Simmons,984.21
AJ Fletcher,984.18
Chris Haseman,984.16
Alberto Crane,984.16
Kris Moutinho,984.11
Jeff Joslin,984.06
Jon Delos Reyes,984.03
Marcin Held,984.0
Jesse Butler,983.88
Julian Sanchez,983.64
Brock Jardine,983.44
Minoki Ichihara,983.42
Adam Yandiev,983.4
Nohelin Hernandez,983.4
Antonio Mendes,983.37
Jorge Patino,983.36
John Lober,983.35
Mehdi Baghdad,983.35
Gilbert Yvel,983.34
Carl Deaton,983.34
Quinn Mulhern,983.32
Sabah Homasi,983.31
Koji Oishi,983.23
Marvin Eastman,983.23
Doug Evans,983.23
Ryan Couture,983.13
Liudvik Sholinian,983.13
Chad Griggs,983.09
Alexandre Barros,983.05
Dan Moret,982.99
Josh Hendricks,982.98
Jared Gooden,982.82
Luan Lacerda,982.8
Stefan Sekulic,982.67
Gaetano Pirrello,982.67
Mostapha Al-Turk,982.61
Niklas Stolze,982.58
Jason Reinhardt,982.57
Rolando Bedoya,982.53
Alex Reyes,982.51
Alexandre Ferreira,982.47
Austin Arnett,982.47
Jason Tan,982.46
Steve Lopez,982.45
Joey Gambino,982.44
Kaynan Kruschewsky,982.43
Anton Turkalj,982.39
Mats Nilsson,982.37
Roberto Romero,982.37
Mateus Mendonca,982.36
Kazuhiro Nakamura,982.35
Denis Stojnic,982.35
Andy Enz,982.35
Shane del Rosario,982.34
Roman Salazar,982.34
Assuerio Silva,982.33
Jason Dent,982.33
Landon Quinones,982.33
Anderson Dos Santos,982.32
Alex Soto,982.29
Kurt Holobaugh,982.29
Jocelyn Jones-Lybarger,982.29
Kazula Vargas,982.29
Yanis Ghemmouri,982.29
Fatima Kline,982.29
Rolando Dy,982.28
AJ Dobson,982.27
Terrence Mitchell,982.27
Paul Creighton,982.26
Chad Reiner,982.25
Edgar Garcia,982.25
Greg Stott,982.23
Rex Holman,982.23
Brandon Wolff,982.23
Shayna Baszler,982.23
Bojan Mihajlovic,982.23
Tonya Evinger,982.23
Azunna Anyanwu,982.23
Juancamilo Ronderos,982.23
Yasuhiro Urushitani,982.22
Homer Moore,982.2
Wes Sims,982.18
Peter Barrett,982.18
Mike Breeden,982.18
Oliver Enkamp,982.17
Salim Touahri,982.17
Carlos Huachin,982.17
Steve Vigneault,982.16
Elizabeth Phillips,982.16
Matt Bessette,982.16
Erick Gonzalez,982.15
Darrell Montague,982.13
Victoria Leonardo,982.13
Carlos Vera,982.09
Hayato Sakurai,982.08
Damian Grabowski,982.08
Diana Belbita,982.05
KB Bhullar,982.05
Felipe Bunes,982.01
Reese Andy,982.0
Dan Lauzon,981.99
Mitch Ramirez,981.94
AJ Cunningham,981.9
Kyle Prepolec,981.88
Cindy Dandois,981.87
Kyle Bradley,981.81
Danny Downes,981.79
Shanna Young,981.79
Austin Springer,981.75
Liliya Shakirova,981.74
Alen Amedovski,981.7
Joao Roque,981.69
Ray Rodriguez,981.69
Bobby Hoffman,981.65
Amilcar Alves,981.65
Danny Martinez,981.59
Gabriel Silva,981.59
Dan Evensen,981.56
Jarno Errens,981.56
Rudyard Moncayo,981.55
Brandon Melendez,981.52
Talita Bernardo,981.51
Pat Audinwood,981.47
Tom Gallicchio,981.45
Edwin DeWees,981.44
Mike Wessel,981.4
Jason Miller,981.39
Ednaldo Oliveira,981.38
Devin Powell,981.38
Blood Diamond,981.38
Jessica Aguilar,981.36
Jim Mullen,981.35
Ryan Parker,981.33
Brian Houston,981.33
Danyelle Wolf,981.33
Chris Heatherly,981.32
Hugo Duarte,981.31
Joe Brammer,981.31
Nick Agallar,981.3
Mark Striegl,981.3
Antonio Trocoli,981.3
Gilbert Aldana,981.29
Igor Zinoviev,981.28
Danny Mitchell,981.28
Jodie Esquibel,981.28
Harry Hunsucker,981.28
Dokonjonosuke Mishima,981.27
Azamat Gashimov,981.27
Tim Gorman,981.27
JC Cottrell,981.27
Ramona Pascual,981.27
Jesse Strader,981.24
Melton Bowen,981.22
Jay Hieron,981.22
Kevin Jordan,981.22
Neil Wain,981.22
Ricardo Funch,981.22
Ruan Potts,981.22
Rodrigo de Lima,981.22
Caio Machado,981.22
Yuki Sasaki,981.21
Ryan Jensen,981.21
Matt Horwich,981.21
Dominic Waters,981.21
Askar Mozharov,981.17
Larissa Pacheco,981.16
Brian Camozzi,981.16
Yoshinori Horie,981.16
Alan Baudot,981.16
Scott Baker,981.15
Fred Ettish,981.15
Felix Lee Mitchell,981.15
Joe Son,981.15
John Dowdy,981.15
Rainy Martinez,981.15
Frank Caracci,981.15
Valeri Ignatov,981.15
Adrian Serrano,981.15
Paul Rodriguez,981.15
John Marsh,981.15
Bill Mahood,981.15
Brian Gassaway,981.15
Mike Whitehead,981.15
Seth Petruzelli,981.15
Chris Price,981.15
Josh Shockman,981.15
Victor Valimaki,981.15
John Halverson,981.15
Jason Black,981.15
Ryan Thomas,981.15
Jason Young,981.15
Jared Papazian,981.15
Guto Inocente,981.15
Tateki Matsuda,981.15
Kailin Curran,981.15
Josh Copeland,981.15
Justin Jones,981.15
Paul Redmond,981.15
Yusuke Kasuya,981.15
Jason Novelli,981.15
CM Punk,981.15
Pearl Gonzalez,981.15
Jeff Hughes,981.15
Daniel Lacerda,981.15
Bruno Souza,981.15
Lukasz Brzeski,981.15
Mitch Raposo,981.15
Ozzy Diaz,981.15
Lucio Linhares,981.14
Joey Gomez,981.14
Nikolay Veretennikov,981.14
Stewart Nicoll,981.14
Jin Soo Son,981.12
Victor Martinez,981.12
Thomas Gifford,981.11
Ravena Oliveira,981.1
Marcelo Aguiar,981.09
Anthony Christodoulou,981.09
Martin Day,981.09
Cameron Else,981.09
Lucas Rocha,981.09
Koji Kitao,981.08
Harry Moskowitz,981.08
Keiichiro Yamamiya,981.08
Anna Elmose,981.08
Tim Williams,981.08
Toshiomi Kazama,981.08
Elvis Mutapcic,981.05
Jose Maria,981.04
Hector Aldana,981.03
Sarah Frota,981.03
Rhys McKee,981.03
Martin Sano,981.03
Zviad Lazishvili,981.03
Val Woodburn,981.03
Gabe Ruediger,981.02
TJ O'Brien,981.01
Rafael Cerqueira,980.97
Ronys Torres,980.96
Kevin Borjas,980.91
Brendon Marotte,980.86
Joao Zeferino,980.83
Bevon Lewis,980.83
Caros Fodor,980.8
Iliarde Santos,980.8
Bobby Nash,980.79
Jonavin Webb,980.74
Takenori Sato,980.67
Zarrukh Adashev,980.62
David Velasquez,980.58
Joseph Gigliotti,980.57
Julio Paulino,980.54
Antonio McKee,980.53
Rob Wilkinson,980.47
Phil Johns,980.44
Nick Roehrick,980.44
Eric Wisely,980.41
Juan Manuel Puig,980.35
Vanessa Melo,980.3
Zhalgas Zhumagulov,980.3
Cameron VanCamp,980.29
Jason Godsey,980.28
Travis Wiuff,980.28
Joe Merritt,980.28
Darian Weeks,980.28
Ashkan Mokhtarian,980.26
Reza Nasri,980.24
Hernani Perpetuo,980.23
Kelly Dullanty,980.19
